session_id	task	participant_id	source_file	window_index	window_start_lsl	window_end_lsl	sample_rate_hz	duration_s	pupil_left_mean	pupil_right_mean	pupil_mean	pupil_std	pupil_slope_per_s	pupil_missing_frac	gaze_valid_frac
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	23	328425.922928	328455.922928	49.91016170466452	29.974372999975458	3.0668888048411493	3.152842446043166	3.107395549174444	0.16747413157523985	0.0002565732672716656	0.06947227788911156	0.9305277221108884
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	24	328440.922928	328470.922928	49.91016170466452	29.97437200002605	3.067947448591013	3.122186895011169	3.091548825256975	0.16419958822933933	0.0001584608485353017	0.09018036072144289	0.9098196392785571
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	25	328455.922928	328485.922928	49.91016170466452	29.994409000035375	3.161625560538116	3.0872845588235296	3.120712264150944	0.23875474092776294	0.00034594093254092565	0.0801068090787717	0.9198931909212283
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	26	328470.922928	328500.922928	49.91016170466452	29.97437200002605	3.2076388888888894	3.1734460535843594	3.189010461760461	0.21987870212817415	0.00015147280344540237	0.07414829659318638	0.9258517034068137
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	27	328485.922928	328515.922928	49.91016170466452	29.974372999975458	3.2012701195219124	3.2309531490015355	3.2138281249999996	0.22273033602432507	-0.0008881226198264625	0.12358049432197729	0.8764195056780227
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	28	328500.922928	328530.922928	49.91016170466452	29.994407999969553	3.1274540498442365	3.071132930513595	3.0966954409566516	0.2815299191875532	-0.0030006953242516466	0.1068090787716956	0.8931909212283045
ses-20260312_grp-07_run01	T0	P2	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P2_tobii.tsv.gz	0	328080.981973	328110.981973	49.91016170466452	29.994421000010334	2.594281833616299	2.732394366197183	2.676605142857143	0.45683554380962604	0.0001948671024911874	0.4158878504672897	0.5841121495327103
ses-20260312_grp-07_run01	T0	P2	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P2_tobii.tsv.gz	1	328095.981973	328125.981973	49.91016170466452	29.974384999950416	2.8712068273092366	2.8559724576271184	2.842502080443828	0.44056052549604663	0.0024150970307942055	0.518370073480294	0.4816299265197061
ses-20260312_grp-07_run01	T0	P2	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P2_tobii.tsv.gz	2	328110.981973	328140.981973	49.91016170466452	29.974385000008624	3.041800847457627	2.9664060606060607	2.9750833333333335	0.4378511718241719	-0.005701210965648243	0.8036072144288577	0.1963927855711423
ses-20260312_grp-07_run01	T0	P2	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P2_tobii.tsv.gz	3	328125.981973	328155.981973	49.91016170466452	29.994421000010334	3.303328859060403	3.3534771241830073	3.3076031746031744	0.46692617919251295	-0.0019797891216793953	0.8738317757009346	0.1261682242990654
ses-20260312_grp-07_run01	T0	P2	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P2_tobii.tsv.gz	4	328140.981973	328170.981973	49.91016170466452	29.974385000008624	2.9915557461406515	2.9648235294117646	2.9787438524590173	0.3890308079908748	-0.004603491889084227	0.5110220440881763	0.48897795591182364
ses-20260312_grp-07_run01	T0	P2	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P2_tobii.tsv.gz	5	328155.981973	328185.981973	49.91016170466452	29.974385000008624	2.674761467889908	2.702696445725264	2.699689406779661	0.3157221798439426	-0.003841566681331344	0.21175684702738812	0.7882431529726119
ses-20260312_grp-07_run01	T0	P2	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P2_tobii.tsv.gz	6	328170.981973	328200.981973	49.91016170466452	29.99442199995974	2.470402789171452	2.533900696864112	2.5060406203840473	0.2174146800615407	-0.0017781536277135612	0.09612817089452604	0.9038718291054739
ses-20260312_grp-07_run01	T0	P2	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P2_tobii.tsv.gz	7	328185.981973	328215.981973	49.91016170466452	29.974385000008624	2.3927991452991453	2.476949029126214	2.431237997256516	0.1357958200489449	-0.000773537490420326	0.026052104208416832	0.9739478957915831
ses-20260312_grp-07_run01	T0	P2	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P2_tobii.tsv.gz	8	328200.981973	328230.981973	49.91016170466452	29.974385000008624	2.4465571635311143	2.5449258675078865	2.492608605135323	0.21246848687148953	0.0016403517072944285	0.03740814963259853	0.9625918503674015
ses-20260312_grp-07_run01	T0	P2	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P2_tobii.tsv.gz	9	328215.981973	328245.981973	49.91016170466452	29.99442199995974	2.4852488584474886	2.6230599835661463	2.5489204545454545	0.22301088817262574	-0.0015293423394666017	0.06008010680907877	0.9399198931909212
