onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
157.0	3.44	P3	Yeah, just when you guys are ready.	SPK				shared	manual					4431.0	
157.831	1.822	P4	Should we start?	SPK		0.015048	4.92	mic11	manual	-2609.0	-2609.0	-2609.0		3644.0	
157.831	1.822	P4	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-1822.0				3644.0	collaborative
159.653	6.264	GROUP	(6.3)	SIL				shared	manual	0.0				787.0	
165.917	2.062	P3	All right, so we gotta figure out something.	SPK		0.027267	6.44	mic11	manual	0.0	6264.0	6264.0			
167.979	4.363	GROUP	(4.4)	SIL				shared	manual	0.0					
172.342	5.825	P3	I think also in line with the last one, this AI stuff is quite interesting.	SPK		0.038126	5.48	mic11	manual	0.0	4363.0	12689.0			
178.167	2.141	GROUP	(2.1)	SIL				shared	manual	0.0				1315.0	
178.993	1.472	P3	um	FP				shared	manual	-1315.0				1472.0	
180.308	11.149	P3	Productivity is quite important these days. Yeah, but some of the others also seem interesting.	SPK		0.025865	5.66	mic11	manual	-157.0	2141.0	20655.0		1419.0	
185.617	1.262	P3	um	FP				shared	manual	-5840.0				1262.0	
191.457	4.339	GROUP	(4.3)	SIL				shared	manual	4578.0				220.0	
192.092	0.22	P2	Hmm.	BCK		0.00675	3.76	shared	manual	-3704.0				220.0	
195.796	22.705	P4	I think especially in a state like Denmark the stress and workload at work is crucial for the environment. We want our workers not to be stressed and to feel good energy at work, so I would focus on that as a topic at least.	SPK		0.012762	5.89	mic11	manual	3484.0	4339.0	4339.0		4139.0	
213.212	4.139	P4	(4.1)	SIL				shared	manual	-5289.0				4139.0	
218.501	0.942	GROUP	(0.9)	SIL				shared	manual	1150.0					
219.443	0.3	P2	Yeah.	SPK		0.005767	3.19	mic10	manual	0.0	942.0	942.0		0.0	
219.743	0.638	GROUP	(0.6)	SIL				shared	manual	0.0				0.0	
220.381	2.162	P1	I think those are both important points.	SPK		0.055039	8.68	mic9	manual	0.0	638.0	638.0			
222.563	3.864	P1	I would focus on how we go about doing that.	SPK		0.025531	8.33	mic9	manual	20.0	20.0	2820.0			
226.427	6.973	GROUP	(7.0)	SIL				shared	manual	0.0				1660.0	
229.395	0.5	P3	mmh	BCK				shared	manual	-4005.0				500.0	
230.559	1.16	P1	um	FP				shared	manual	664.0				1160.0	
233.4	2.281	P2	So which topic do you prefer?	SPK		0.00863	3.56	mic10	manual	1681.0	6973.0	6973.0			
235.681	13.447	GROUP	(13.4)	SIL				shared	manual	0.0				500.0	
238.051	0.5	P1	[BRE]	BRE				shared	manual	-11077.0				500.0	
249.128	3.568	P1	maybe like an interactive informal workshop.	SPK		0.018381	6.03	mic9	manual	10577.0	13447.0	13447.0		8.0	
252.688	0.5	P2	mm-hmm	BCK				shared	manual	-8.0			3560.0	500.0	
252.696	3.867	GROUP	(3.9)	SIL				shared	manual	-492.0				1583.0	
253.858	1.091	P1	um	FP				shared	manual	-2705.0				1091.0	
256.563	18.1	P2	Yeah I also agree with AI for productivity, definitely because of the use of different chat bots and tools like chat gpt which really saves a lot of time while you're trying to brainstorm new ideas or building on an old one.	SPK		0.011299	4.64	mic10	manual	1614.0	3867.0	3867.0			
274.663	1.241	GROUP	(1.2)	SIL				shared	manual	0.0					
275.904	19.965	P2	So I agree on topic one as well and it is very important that we work well among different teams and divisions given the fact that there are a lot of new restructuring and company being sold out and new people joining or like old ones leaving.	SPK		0.013743	4.81	mic10	manual	0.0	1241.0	23208.0			
295.869	0.48	GROUP	(0.5)	SIL				shared	manual	0.0				0.0	
296.349	5.781	P2	It is very important to work better across different teams and collaborate well with others.	SPK		0.014861	4.9	mic10	manual	0.0	480.0	43653.0		0.0	
302.13	1.04	GROUP	(1.0)	SIL				shared	manual	0.0					
303.17	1.941	P2	So I feel topic one and two.	SPK		0.012371	4.51	mic10	manual	0.0	1040.0	50474.0			
305.111	2.668	GROUP	(2.7)	SIL				shared	manual	0.0					
307.779	0.2	P3	Yeah.	SPK		0.016211	6.64	mic11	manual	0.0	2668.0	2668.0			
307.979	0.788	GROUP	(0.8)	SIL				shared	manual	0.0					
308.767	4.32	P2	the ones that focus on and the formats	SPK				shared	manual	0.0	788.0	788.0		2370.0	
311.902	3.343	P3	I think they also somehow tie together with some of the other ones, right?	SPK		0.040488	6.67	mic11	manual	-1185.0	-1185.0	-1185.0		2370.0	
311.902	1.185	P3	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-3343.0				2370.0	
315.285	3.883	P3	So if you work better across teams, you also might have less stress.	SPK		0.04142	6.97	mic11	manual	2198.0	40.0	2198.0		1131.0	
316.005	1.131	P2	yeah	BCK				shared	manual	-3163.0			720.0	1131.0	
319.168	0.501	GROUP	(0.5)	SIL				shared	manual	2032.0					
319.669	11.179	P3	But it's more like a concrete thing where you can actually maybe look at some concrete steps to take.	SPK		0.023482	5.5	mic11	manual	0.0	501.0	6582.0		240.0	
322.477	0.24	P2	yeah	BCK		0.008509	4.32	mic10	manual	-8371.0			2808.0	240.0	
330.848	0.78	GROUP	(0.8)	SIL				shared	manual	8131.0					
331.628	0.24	P4	I mean,	SPK		0.036049	3.98	mic12	manual	0.0	780.0	780.0			
331.868	1.42	GROUP	(1.4)	SIL				shared	manual	0.0					
333.288	1.421	P4	Yes, that's true.	SPK		0.040849	9.0	mic12	manual	0.0	1420.0	2440.0			
334.709	0.66	GROUP	(0.7)	SIL				shared	manual	0.0					
335.369	11.768	P4	But I also think that to some extent, the working better across teams is not something that relies on the team, but on who is supervising the team.	SPK		0.041842	9.43	mic12	manual	0.0	660.0	4521.0		0.0	
347.137	0.3	GROUP	(0.3)	SIL				shared	manual	0.0				0.0	
347.437	6.925	P4	So it's the team leader that should be organized with the other teams.	SPK		0.032265	9.35	mic12	manual	0.0	300.0	16589.0			
354.362	0.36	GROUP	(0.4)	SIL				shared	manual	0.0				0.0	
354.722	3.563	P4	And then who's working in the team should just be doing their job.	SPK		0.041234	10.12	mic12	manual	0.0	360.0	23874.0		0.0	
358.285	0.76	GROUP	(0.8)	SIL				shared	manual	0.0					
359.045	0.521	P4	No stress.	SPK		0.037833	11.36	mic12	manual	0.0	760.0	28197.0		0.0	
359.566	2.601	GROUP	(2.6)	SIL				shared	manual	0.0				0.0	
362.167	17.626	P4	it shouldn't be their, I don't know how to say this, you know, they shouldn't worry about coordinating with other teams, they should have somebody taking care of that I think, but I agree that it reduces the stress if you're working better.	SPK		0.039741	5.58	mic12	manual	0.0	2601.0	31319.0		1730.0	
371.295	0.5	P3	mmh	BCK				shared	manual	-8498.0			9128.0	500.0	
371.964	0.5	P2	mmh	BCK				shared	manual	169.0			9797.0	500.0	
375.419	0.5	P3	yeah	BCK				shared	manual	2955.0			13252.0	500.0	
379.678	2.723	P2	Yeah.	SPK		0.010773	4.64	mic11	manual	3759.0	-115.0	-115.0		644.0	
379.678	0.115	P2	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-2723.0				230.0	
381.987	1.651	P3	um	FP				shared	manual	2194.0				1651.0	
382.401	0.885	GROUP	(0.9)	SIL				shared	manual	-1237.0				885.0	
383.286	5.462	P4	We can agree on the fact that sustainability, we we don't care about that.	SPK				shared	manual	0.0	885.0	885.0		6451.0	
384.938	1.317	P3	I think	SPK				shared	manual	-3810.0	-3810.0	-3810.0		2634.0	
384.938	1.317	P3	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-1317.0				2634.0	collaborative
386.255	2.027	GROUP	(2.0)	SIL				shared	manual	0.0				2067.0	
388.242	2.221	GROUP	[SOFT LAUGHTER]	LAU				shared	manual	-40.0				3173.0	
388.282	0.602	P3	Apparently.	SPK		0.038294	1.21	mic11	manual	-2181.0	2027.0	-466.0		1534.0	
388.282	0.466	P3	[OVL:smooth]	OVL	smooth			shared	confident	-602.0				1398.0	collaborative
388.904	3.289	P3	It's not that much of a pressing issue here.	SPK		0.021314	5.34	mic11	manual	156.0	20.0	156.0		1559.0	
392.193	4.766	GROUP	(4.8)	SIL				shared	manual	0.0				1818.0	
393.395	1.818	P3	um	FP				shared	manual	-3564.0				1818.0	
396.959	21.407	P3	I think these informal workshops are sometimes a bit too, what can you say, like a bit too fluffy. I sometimes need to have more like focus.	SPK		0.036476	5.72	mic11	manual	1746.0	4766.0	8211.0		22268.0	
409.21	1.909	P2	Or structure.	SPK		0.010499	4.01	mic10	manual	-9156.0	-9156.0	-9156.0		7056.0	
409.21	1.909	P2	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-1909.0				7056.0	
410.0	1.0	P3	Yeah.	SPK				shared	manual	-1119.0	-1119.0	-1119.0		5000.0	
410.0	1.0	P3	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-1000.0				5000.0	
410.0	1.0	P3	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-1000.0				5000.0	
411.0	1.0	P2	yeah	BCK				shared	manual	0.0			14041.0	2238.0	
