session_id	task_id	task	participant_id	source_file	window_index	window_start_lsl	window_end_lsl	physio_available	sample_rate_hz	duration_s	coverage_pct	ppg_available	eda_available	temp_available	imu_available	ppg_coverage_pct	eda_coverage_pct	temp_coverage_pct	ppg_green_available	ppg_green_coverage_pct	ppg_green_mean	ppg_green_median	ppg_green_std	ppg_green_min	ppg_green_p95	ppg_green_max	ppg_green_slope	ppg_red_available	ppg_red_coverage_pct	ppg_red_mean	ppg_red_median	ppg_red_std	ppg_red_min	ppg_red_p95	ppg_red_max	ppg_red_slope	ppg_ir_available	ppg_ir_coverage_pct	ppg_ir_mean	ppg_ir_median	ppg_ir_std	ppg_ir_min	ppg_ir_p95	ppg_ir_max	ppg_ir_slope	ppg_mean	ppg_std	ppg_rate_proxy_bpm	ppg_channel_idx	ppg_peak_count	ppg_clean_ibi_count	ppg_clean_ibi_fraction	ppg_hr_agreement_bpm	hrv_quality_score	hr_mean_bpm	hr_sd_bpm	hr_valid_fraction	hr_source	hrv_rmssd_ms	hrv_sdnn_ms	hrv_pnn50_pct	ppg_rmssd_ms	ppg_sdnn_ms	ppg_pnn50_pct	eda_mean	eda_median	eda_std	eda_min	eda_p95	eda_max	eda_slope	eda_tonic_mean	eda_tonic_median	eda_tonic_std	eda_tonic_slope	eda_phasic_mean	eda_phasic_std	eda_scr_count	eda_scr_rate_hz	eda_scr_amplitude_mean	eda_scr_amplitude_p95	eda_scr_peak_rate_per_min	eda_slope_per_s	scr_count	eda_phasic_rate_hz	scr_rate_hz	temp_skin_available	temp_skin_coverage_pct	temp_skin_mean	temp_skin_median	temp_skin_std	temp_skin_min	temp_skin_p95	temp_skin_max	temp_skin_slope	thermopile_available	thermopile_coverage_pct	thermopile_mean	thermopile_median	thermopile_std	thermopile_min	thermopile_p95	thermopile_max	thermopile_slope	temp_aux_available	temp_aux_coverage_pct	temp_aux_mean	temp_aux_median	temp_aux_std	temp_aux_min	temp_aux_p95	temp_aux_max	temp_aux_slope	temp_mean	temp_std	temp_slope	temp_slope_per_s	accel_available	accel_coverage_pct	accel_motion_mean	accel_motion_std	accel_motion_p95	accel_motion_max	accel_dynamic_mean	accel_dynamic_p95	accel_jerk_mean	accel_jerk_p95	accel_high_fraction	gyro_available	gyro_coverage_pct	gyro_motion_mean	gyro_motion_std	gyro_motion_p95	gyro_motion_max	gyro_dynamic_mean	gyro_dynamic_p95	gyro_jerk_mean	gyro_jerk_p95	gyro_high_fraction	mag_available	mag_coverage_pct	mag_motion_mean	mag_motion_std	mag_motion_p95	mag_motion_max	mag_dynamic_mean	mag_dynamic_p95	mag_jerk_mean	mag_jerk_p95	mag_high_fraction	motion_mean	motion_high_fraction	motion_flag	qc_flag	qc_notes
ses-20260312_grp-07_run01	T0	T0	P1	C:\Users\amodica\Downloads\affectai_physio\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\physio\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_emotibit.tsv.gz	0	328081.288437	328111.288437	True	24.541081788750333	29.971851999987848	100.0	True	True	True	True	100.0	100.0	100.0	True	100.0	4028.153314917127	3946.0	142.65641789404145	3865.0	4250.0	4268.0	3.723951233382369	True	100.0	73519.10635359117	73148.0	574.3235810111651	72953.0	74429.85	74476.0	14.75607884237993	True	100.0	143148.29419889502	142051.0	1732.6911972402847	141381.0	145836.0	145912.0	44.00374678561431	4028.153314917127	142.65641789404145	53.54417844818255	1.0	28.0	22.0	0.8148148148148148	4.946166855684858	0.6956705858981206	58.49034530386741	8.728861080618884	1.0	device_hr	231.19050720643529	152.33535276057307	85.71428571428571	231.19050720643529	152.33535276057307	85.71428571428571	0.05955942817679558	0.059459	0.00027315757818699687	0.059153	0.06013355	0.060192	2.1667598953908016e-06	0.05957896792378814	0.05961336435458636	0.00013519570136024715	3.303441917302457e-06	-1.953974699256845e-05	0.00022618320779594823	0.0	0.0			0.0	2.1667598953908016e-06	0.0	0.0	0.0	True	100.0	36.54906215469613	36.547	0.053831230576799186	36.426	36.644	36.705	4.165291674867295e-05	True	100.0	33.64831837016575	34.17145	2.695277784294339	27.1124	37.3054	38.5295	0.012323507969125501	True	100.0	34.116968232044194	34.114	0.04179855447910632	33.996	34.1807	34.213	0.00018018757676066812	36.54906215469613	0.053831230576799186	4.165291674867295e-05	4.165291674867295e-05	True	100.0	1.0450310080543301	0.03900912126627799	1.065760761146703	1.4464228289127627	0.02026010783410658	0.04176100185717879	0.10570718377164265	0.24871003456110938	0.0	True	100.0	8.138978327277718	21.08445143809917	34.89106134814474	193.9262514411084	6.916625034957178	32.44132707684101	36.325066206602074	135.65364848374568		True	100.0	43.2084598221527	19.323753590751735	60.81940479813988	61.71709649683789	16.355766135273537	40.233237750433645	7.806560254253087	33.10221874772822		1.0450310080543301	0.0	False	short_duration;channel_map_unconfirmed	Data duration is below the minimum threshold. EmotiBit value_* channel mapping has not been explicitly confirmed for this dataset; verify PPG/EDA/temperature/IMU column indices before interpreting features.
ses-20260312_grp-07_run01	T0	T0	P1	C:\Users\amodica\Downloads\affectai_physio\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\physio\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_emotibit.tsv.gz	1	328096.288437	328126.288437	True	24.541081788750333	29.967087999975774	100.0	True	True	True	True	100.0	100.0	100.0	True	100.0	4056.2174515235456	4071.0	153.78515457438175	3779.0	4250.0	4268.0	-2.6733295481059978	True	100.0	73964.64958448753	74093.0	442.26116352869525	73090.0	74442.0	74476.0	0.3329069772649794	True	100.0	144313.3490304709	144700.0	1432.9722293309408	141552.0	145873.05	145912.0	-4.760003825602205	4056.2174515235456	153.78515457438175	49.082163577500665	2.0	24.0	17.0	0.7391304347826086	1.272541728761162	0.7343825397745187	47.8096218487395	8.009729447577376	0.9889196675900277	device_hr	157.81632527636975	104.76511374620209	62.5	157.81632527636975	104.76511374620209	62.5	0.059862997229916906	0.059921	0.0003397596632933211	0.059153	0.0603009	0.060412	4.4169534486951565e-06	0.05984006722817212	0.05976298189927154	0.00015077777197659492	4.151262499513308e-06	2.2930001744770255e-05	0.0002842970388408389	0.0	0.0			0.0	4.4169534486951565e-06	0.0	0.0	0.0	True	100.0	36.555393351800554	36.558	0.05747277192365218	36.414	36.65	36.705	0.00028877818017666775	True	100.0	35.47356315789473	34.3466	4.651949951540145	29.2005	45.1739	49.2943	0.04645642277567214	True	100.0	34.125221606648196	34.126	0.04511979350395694	33.996	34.19775	34.244	5.467356670656229e-05	36.555393351800554	0.05747277192365218	0.00028877818017666775	0.00028877818017666775	True	100.0	1.0400338561999583	0.03974195306211122	1.065441692444969	1.4464228289127627	0.020758577015350353	0.046142066198873274	0.12603649781433524	0.388561104425308	0.0	True	100.0	11.044459031796697	24.30584675189374	58.71847305720829	193.9262514411084	10.092123716737722	56.745494142231706	38.244204921263	146.75438230895458		True	100.0	39.29474176894517	18.658158280493513	58.9915248150105	61.71709649683789	18.324391728339407	25.96385230464395	8.761212851335099	38.755459580796966		1.0400338561999583	0.0	False	short_duration;channel_map_unconfirmed	Data duration is below the minimum threshold. EmotiBit value_* channel mapping has not been explicitly confirmed for this dataset; verify PPG/EDA/temperature/IMU column indices before interpreting features.
ses-20260312_grp-07_run01	T0	T0	P1	C:\Users\amodica\Downloads\affectai_physio\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\physio\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_emotibit.tsv.gz	2	328111.288437	328141.288437	True	24.538672948089147	29.951033999968786	100.0	True	True	True	True	100.0	100.0	100.0	True	100.0	3855.6426592797784	3798.0	146.15104226537386	3693.0	4168.7	4203.0	-3.517226233246361	True	100.0	73513.18144044321	73291.0	522.0589687021546	72887.0	74404.95	74476.0	-14.342207539107743	True	100.0	142787.98199445984	142011.0	1627.728852458948	141059.0	145701.8	145897.0	-43.54316325153043	3855.6426592797784	146.15104226537386	64.01392942979777	1.0	30.0	19.0	0.6551724137931034	0.7304560404420286	0.6600711871550107	63.28347338935574	22.90833694053203	0.9889196675900277	device_hr	237.0398269367156	165.16831643479472	88.88888888888889	237.0398269367156	165.16831643479472	88.88888888888889	0.060386947368421054	0.060366	0.000381089479172194	0.059779	0.061036	0.061108	9.938063409479582e-06	0.060353147576818235	0.06033699621118184	0.0003604031561205956	1.0281313581301969e-05	3.379979160281458e-05	0.00014054733774942268	0.0	0.0			0.0	9.938063409479582e-06	0.0	0.0	0.0	True	100.0	36.56224653739613	36.561	0.05873075940424023	36.414	36.659949999999995	36.74	-1.8660944297323224e-07	True	100.0	49.11652188365652	48.7241	14.412328125634717	29.2005	70.0743	72.5048	0.4038148943804668	True	100.0	34.12891135734072	34.128	0.0470615252231518	34.022	34.198	34.244	-9.666363407746236e-05	36.56224653739613	0.05873075940424023	-1.8660944297323224e-07	-1.8660944297323224e-07	True	100.0	1.0530113465918631	0.01773684409757405	1.0706974125747624	1.161335868730489	0.009271830396542493	0.02959078275966065	0.10678339499181948	0.4330376941623318	0.0	True	100.0	6.953105992884554	14.466500002529328	48.82171668427893	72.15562876865532	6.347998597930981	47.64016600826034	21.00983587801354	109.47671095528526		True	100.0	55.46591299580635	10.037565299826902	60.60528029800704	61.652250567193406	4.041149798272163	37.51611727236261	7.302730994917424	34.39478788677229		1.0530113465918631	0.0	False	short_duration;channel_map_unconfirmed	Data duration is below the minimum threshold. EmotiBit value_* channel mapping has not been explicitly confirmed for this dataset; verify PPG/EDA/temperature/IMU column indices before interpreting features.
ses-20260312_grp-07_run01	T0	T0	P1	C:\Users\amodica\Downloads\affectai_physio\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\physio\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_emotibit.tsv.gz	3	328126.288437	328156.288437	True	24.56278247968965	29.94448500004364	100.0	True	True	True	True	100.0	100.0	100.0	True	100.0	3709.118620689655	3702.0	50.18124115259351	3590.0	3796.0	3837.0	-0.9303997239016093	True	100.0	72931.80827586207	72889.0	165.9446453213253	72535.0	73216.0	73316.0	-4.3368682134976195	True	100.0	141275.1944827586	141174.0	293.6184612675883	140314.0	141779.0	142077.0	-6.6779821677686435	3709.118620689655	50.18124115259351	81.8759415989655	2.0	38.0	29.0	0.7837837837837838	5.720796771379284	0.7342219555625624	76.15514482758621	13.468232134957205	1.0	device_hr	178.12538535573736	132.24648936692049	67.85714285714286	178.12538535573736	132.24648936692049	67.85714285714286	0.0609122551724138	0.060832	0.0003763044948151346	0.06032	0.061668	0.061707	9.122475899604084e-06	0.06088204291951744	0.0608315244881025	0.0002681353122115148	7.567903924714353e-06	3.021225289635583e-05	0.00017110169206659446	0.0	0.0			0.0	9.122475899604084e-06	0.0	0.0	0.0	True	100.0	36.569707586206896	36.565	0.05773764693407558	36.42	36.66	36.74	4.498339735783943e-05	True	100.0	63.60023820689655	63.7205	5.630384228982487	48.1604	70.837	72.5048	0.07135228412227948	True	100.0	34.138539310344825	34.135	0.04538813652768069	34.046	34.227	34.239	0.0002253166646595454	36.569707586206896	0.05773764693407558	4.498339735783943e-05	4.498339735783943e-05	True	100.0	1.055413374118055	0.016038490609108162	1.073322411952718	1.151037792602832	0.008059233294606165	0.025023943395478726	0.12429955908352151	0.5469206922437141	0.0	True	100.0	4.505052030251272	7.100087194649475	19.439473732588546	41.875670263292506	3.8209536751739996	18.109774142455496	23.611908814619174	121.78039874161556		True	100.0	60.04092135707892	0.9955957356907741	61.619799874148185	62.289646009589745	0.7752940120362674	2.1481461945701668	6.2733049131150445	33.04457810412196		1.055413374118055	0.0	False	short_duration;channel_map_unconfirmed	Data duration is below the minimum threshold. EmotiBit value_* channel mapping has not been explicitly confirmed for this dataset; verify PPG/EDA/temperature/IMU column indices before interpreting features.
ses-20260312_grp-07_run01	T0	T0	P1	C:\Users\amodica\Downloads\affectai_physio\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\physio\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_emotibit.tsv.gz	4	328141.288437	328171.288437	True	24.579687342222208	29.961427000002004	100.0	True	True	True	True	100.0	100.0	100.0	True	100.0	3691.8504801097392	3688.0	41.56325772570781	3590.0	3759.0	3776.0	0.40872091010343975	True	100.0	72843.77914951989	72823.0	100.94178905625512	72535.0	72992.0	73005.0	0.9693056985674304	True	100.0	141239.96982167353	141164.0	295.850241413477	140314.0	141659.6	141765.0	2.959256350236692	3691.8504801097392	41.56325772570781	64.12092350144924	2.0	32.0	21.0	0.6774193548387096	2.8349838581021913	0.6752529093975627	61.28593964334705	11.06884133656635	1.0	device_hr	206.04749093534886	160.12385232313505	75.0	206.04749093534886	160.12385232313505	75.0	0.06164496159122085	0.061678	0.000650000821909952	0.060524	0.0626196	0.062722	1.66034660852813e-05	0.06167986441754684	0.06177313365620636	0.0005613452984217361	1.5560989695148412e-05	-3.4902826325986856e-05	0.00023128201023777336	0.0	0.0			0.0	1.66034660852813e-05	0.0	0.0	0.0	True	100.0	36.586733882030174	36.587	0.051799528800652285	36.441	36.673	36.71	0.0003057433608327862	True	100.0	60.49644375857339	62.0509	6.737413183500365	45.0816	70.0175	71.8027	-0.17852240626899687	True	100.0	34.146443072702326	34.15	0.04428864494052865	34.056	34.227	34.275	0.00012761131090129426	36.586733882030174	0.051799528800652285	0.0003057433608327862	0.0003057433608327862	True	100.0	1.0532655121405259	0.014415770298461634	1.0718423391525453	1.151037792602832	0.007238767585475319	0.02909507443268505	0.10706647118725987	0.5405002461665026	0.0	True	100.0	3.530179847382382	5.483135390463733	14.429287577274982	37.8276009019869	2.929345010820445	13.102584520822635	19.346361629561	110.08217562140877		True	100.0	60.43325239418893	0.6523584825465563	61.554853586049575	62.289646009589745	0.5146999621133058	1.4359736978950153	6.431329181774898	34.493603591273946		1.0532655121405259	0.0	False	short_duration;channel_map_unconfirmed	Data duration is below the minimum threshold. EmotiBit value_* channel mapping has not been explicitly confirmed for this dataset; verify PPG/EDA/temperature/IMU column indices before interpreting features.
ses-20260312_grp-07_run01	T0	T0	P1	C:\Users\amodica\Downloads\affectai_physio\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\physio\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_emotibit.tsv.gz	5	328156.288437	328186.288437	True	24.597220520263196	29.972240999981295	100.0	True	True	True	True	100.0	100.0	100.0	True	100.0	3832.6333789329688	3752.0	149.1992752278914	3619.0	4069.0	4121.0	3.2253082113919844	True	100.0	73021.55813953489	72977.0	199.19276998849762	72654.0	73373.5	73634.0	3.311206622581117	True	100.0	141603.92339261287	141629.0	479.69603877554	140441.0	142344.0	142706.0	6.201715287756427	3832.6333789329688	149.1992752278914	60.23809107003231	2.0	27.0	16.0	0.6153846153846154	2.7757518087463993	0.6509245782098225	57.46233926128591	7.836229018190515	1.0	device_hr	181.2076247848395	165.78651728779127	73.33333333333333	181.2076247848395	165.78651728779127	73.33333333333333	0.06252100000000001	0.062619	0.00045351393193253554	0.061288	0.063056	0.063138	9.967464875960048e-06	0.06251059424674603	0.06251070302826707	0.00033701268230564686	9.658058456783159e-06	1.040575325397507e-05	0.0002776552964630841	0.0	0.0			0.0	9.967464875960048e-06	0.0	0.0	0.0	True	100.0	36.59752393980848	36.596	0.05285783958195162	36.397	36.683	36.752	-8.746977087252555e-05	True	100.0	49.88601381668946	46.569	7.302474832940713	40.6067	62.8653	65.0984	-0.18493876444391052	True	100.0	34.14192886456908	34.145	0.04409367439546193	34.027	34.215	34.275	0.0001642837589576181	36.59752393980848	0.05285783958195162	-8.746977087252555e-05	-8.746977087252555e-05	True	100.0	1.0557776466147317	0.014759866473544136	1.0707244974027792	1.1380175745567378	0.009361284776557285	0.029378529772634332	0.09177574103059753	0.46695592560942445	0.0	True	100.0	4.626192260763126	8.876992085915406	25.450229260361024	51.6636677172653	4.018360694873867	24.28402130291947	18.40166126079474	102.27693503987614		True	100.0	60.48817994946794	0.9427113724985537	61.84658438426491	63.166446789415026	0.7624858119297788	1.9549990534165715	7.2456101087522855	34.78226296610776		1.0557776466147317	0.0	False	short_duration;channel_map_unconfirmed	Data duration is below the minimum threshold. EmotiBit value_* channel mapping has not been explicitly confirmed for this dataset; verify PPG/EDA/temperature/IMU column indices before interpreting features.
ses-20260312_grp-07_run01	T0	T0	P1	C:\Users\amodica\Downloads\affectai_physio\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\physio\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_emotibit.tsv.gz	6	328171.288437	328201.288437	True	24.570628268140123	29.98106600000756	100.0	True	True	True	True	100.0	100.0	100.0	True	100.0	3959.3456790123455	3965.0	93.42419804509346	3664.0	4087.0	4121.0	0.4504788947739556	True	100.0	73244.7242798354	73241.0	199.27181421360638	72705.0	73571.0	73863.0	2.5603361896624874	True	100.0	142096.67764060356	142135.0	544.4822350773918	140441.0	142776.0	143614.0	8.591661046509818	3959.3456790123455	93.42419804509346	67.01080436765488	1.0	29.0	16.0	0.5714285714285714	2.9513530644998696	0.6052731186493738	64.05945130315502	6.612827848534252	1.0	device_hr							0.06320675034293553	0.063091	0.0004196047891742441	0.061911	0.0638368	0.063873	1.0806206761301486e-05	0.06317387472067663	0.0631106861271926	0.0003969367937614642	1.1392598332606289e-05	3.287562225889171e-05	0.00017560956614916812	0.0	0.0			0.0	1.0806206761301486e-05	0.0	0.0	0.0	True	100.0	36.587677640603566	36.591	0.05976331053468862	36.384	36.681	36.752	-0.00032621432855306986	True	100.0	50.83648696844993	46.569	7.666821104388872	40.6067	62.1954	63.5023	0.19028433692265065	True	100.0	34.132744855967076	34.126	0.044361690599891396	34.017	34.21	34.237	-0.00012696095383233445	36.587677640603566	0.05976331053468862	-0.00032621432855306986	-0.00032621432855306986	True	100.0	1.0608176068983037	0.012795348527448664	1.0679180680183287	1.1380175745567378	0.005148105560827347	0.021605690095710006	0.06038569511350737	0.21145772373146787	0.0	True	100.0	3.660317159523212	8.854028907058979	25.50609037208054	51.6636677172653	3.1897736577381988	24.730994249009342	13.77958630459235	62.42340114184031		True	100.0	60.66345322404421	0.8952150648805102	61.91930232165088	63.166446789415026	0.6951465335804164	1.750429394285156	7.020814971753203	33.18584943807858		1.0608176068983037	0.0	False	short_duration;hrv_unreliable;channel_map_unconfirmed	Data duration is below the minimum threshold. Beat-detection quality is insufficient for HRV computation. EmotiBit value_* channel mapping has not been explicitly confirmed for this dataset; verify PPG/EDA/temperature/IMU column indices before interpreting features.
ses-20260312_grp-07_run01	T0	T0	P1	C:\Users\amodica\Downloads\affectai_physio\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\physio\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_emotibit.tsv.gz	7	328186.288437	328216.288437	True	24.55011908463181	29.96122599998489	100.0	True	True	True	True	100.0	100.0	100.0	True	100.0	3957.5205479452056	3948.0	41.20782928304164	3896.0	4050.0	4092.0	-0.6169937279099346	True	100.0	73359.22191780822	73364.0	106.07101555810377	73175.0	73509.0	73863.0	0.03125697523449358	True	100.0	142339.06164383562	142310.5	273.59730488645795	141964.0	142776.0	143614.0	-3.1400182712053337	3957.5205479452056	41.20782928304164	66.95487023081402	1.0	30.0	21.0	0.7241379310344828	0.610335984238688	0.6980297312441598	66.34453424657534	4.233698000055799	1.0	device_hr	233.28312199086974	157.9084049909067	85.0	233.28312199086974	157.9084049909067	85.0	0.0638905397260274	0.063867	0.00042223585460615876	0.063028	0.06444365	0.064559	1.182013742092926e-05	0.06388042591681091	0.06390986983295067	0.0003960302022832058	1.1328499559452492e-05	1.0113809216486235e-05	8.749940599750539e-05	0.0	0.0			0.0	1.182013742092926e-05	0.0	0.0	0.0	True	100.0	36.56939589041096	36.565	0.05802508417977685	36.384	36.663	36.72	-0.0002698683597703724	True	100.0	58.75129547945205	59.3886	3.599434842201417	44.5579	62.7677	63.8976	0.04561957774173885	True	100.0	34.12127808219177	34.116	0.04504038597664063	33.986	34.191	34.237	-0.0002925920047970873	36.56939589041096	0.05802508417977685	-0.0002698683597703724	-0.0002698683597703724	True	100.0	1.0624056417874381	0.0018679626664710649	1.065237532196458	1.0686374502140565	0.0014162963887097747	0.003990754074306935	0.02035109706908678	0.1080196385470774	0.0	True	100.0	0.6909505721973886	0.6272283497024924	1.779680824273855	6.126032729262879	0.34826880313400366	1.252764878054918	4.102428341026065	19.025558254362284		True	100.0	60.47353354897419	0.6354485782605629	61.78996682310163	62.30569797378086	0.5326062817112036	1.2837687934782522	6.809573775024876	31.982615576237933		1.0624056417874381	0.0	False	short_duration;channel_map_unconfirmed	Data duration is below the minimum threshold. EmotiBit value_* channel mapping has not been explicitly confirmed for this dataset; verify PPG/EDA/temperature/IMU column indices before interpreting features.
ses-20260312_grp-07_run01	T0	T0	P1	C:\Users\amodica\Downloads\affectai_physio\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\physio\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_emotibit.tsv.gz	8	328201.288437	328231.288437	True	24.565799489486484	29.954642999975476	100.0	True	True	True	True	100.0	100.0	100.0	True	100.0	3941.3397260273973	3935.0	24.808906596226315	3897.0	3990.0	4000.0	-0.40308830233110104	True	100.0	73386.71232876713	73377.0	38.109963264955994	73303.0	73467.0	73497.0	0.07956747377142276	True	100.0	142163.68219178083	142165.0	183.20727937806922	141802.0	142471.0	142506.0	-4.900901795524068	3941.3397260273973	24.808906596226315	70.18799854138996	1.0	30.0	22.0	0.7586206896551724	2.7317108701570874	0.6756965149068445	67.45628767123287	6.042607647160224	1.0	device_hr	260.65197838048044	181.93884463216102	76.19047619047619	260.65197838048044	181.93884463216102	76.19047619047619	0.06451553698630137	0.06453	0.00034239973335143927	0.063835	0.06501320000000001	0.065082	9.683812296668785e-06	0.06450228548448769	0.06452504741927975	0.0003204493159941802	9.220780185055798e-06	1.3251501813680703e-05	7.094403499410827e-05	0.0	0.0			0.0	9.683812296668785e-06	0.0	0.0	0.0	True	100.0	36.558535616438355	36.555	0.0539514694909827	36.404	36.64455	36.685	-3.6886388450127945e-05	True	100.0	62.72038671232876	62.920500000000004	3.2849130708085177	56.9285	67.6364	68.428	0.08272149003852969	True	100.0	34.11115616438356	34.114999999999995	0.04216403384012994	33.986	34.172	34.225	-0.00019059287010989503	36.558535616438355	0.0539514694909827	-3.6886388450127945e-05	-3.6886388450127945e-05	True	100.0	1.0627538967368881	0.002918793264579323	1.0650807243359326	1.0793284949448891	0.0016148325031832644	0.00364222638286421	0.019241687661899556	0.09006797914853724	0.0	True	100.0	0.5533212499521719	0.3409786778303414	1.1808888081780864	1.8688790758098823	0.24552702819739908	0.7059056505819458	2.6531254970143765	12.358617295194321		True	100.0	60.441796597366704	0.6116825887663254	61.74949392505172	62.30569797378086	0.5003789199999886	1.3011688862220723	6.465363733920941	32.17318390831778		1.0627538967368881	0.0	False	short_duration;channel_map_unconfirmed	Data duration is below the minimum threshold. EmotiBit value_* channel mapping has not been explicitly confirmed for this dataset; verify PPG/EDA/temperature/IMU column indices before interpreting features.
ses-20260312_grp-07_run01	T0	T0	P1	C:\Users\amodica\Downloads\affectai_physio\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\physio\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_emotibit.tsv.gz	9	328216.288437	328246.288437	True	24.582406370723067	29.953483999997843	100.0	True	True	True	True	100.0	100.0	100.0	True	100.0	3948.465020576132	3948.0	23.761889177061473	3897.0	3992.0	4012.0	0.22148581302093562	True	100.0	73380.60768175584	73372.0	41.15326162483807	73303.0	73467.0	73497.0	-0.7676746964741832	True	100.0	141990.88340192044	141962.0	109.38144510762143	141802.0	142220.0	142253.0	-2.087305105118759	3948.465020576132	23.761889177061473	92.18402389021149	2.0	41.0	36.0	0.9	18.6216507763569	0.6961245853073493	73.56237311385459	7.031392394456375	1.0	device_hr	116.48836039362253	74.12866376882	62.857142857142854	116.48836039362253	74.12866376882	62.857142857142854	0.065142219478738	0.06507	0.0003874332171903236	0.064524	0.065669	0.065724	1.0908607471815319e-05	0.06514080640006002	0.06513118432695486	0.0003759669775698109	1.0774842951590364e-05	1.4130786779774524e-06	5.3977100699235824e-05	0.0	0.0			0.0	1.0908607471815319e-05	0.0	0.0	0.0	True	100.0	36.54227160493827	36.538	0.05324009625661101	36.404	36.63	36.676	-0.0003535083744489548	True	100.0	69.36896378600824	67.4898	5.2446500812273875	61.9575	78.9943	81.3176	0.10914180047156284	True	100.0	34.09969547325103	34.1	0.03980815439659681	33.991	34.156800000000004	34.201	-0.00013110761953881935	36.54227160493827	0.05324009625661101	-0.0003535083744489548	-0.0003535083744489548	True	100.0	1.062709955920951	0.0029032521737788522	1.0651309778614084	1.0793284949448891	0.0015695116863597006	0.0034538588624533073	0.019188090533318356	0.08554638347435886	0.0	True	100.0	0.4968809574667421	0.2832864618310022	1.0553626379903622	1.4588975289580828	0.21531497808319375	0.6225624531475181	2.2329657090216566	10.479111995105017		True	100.0	60.47162425009034	0.6373809851417451	61.78996682310163	61.91930232165088	0.5243558218558204	1.341641784271978	6.555789129470109	33.028143740717205		1.062709955920951	0.0	False	short_duration;channel_map_unconfirmed	Data duration is below the minimum threshold. EmotiBit value_* channel mapping has not been explicitly confirmed for this dataset; verify PPG/EDA/temperature/IMU column indices before interpreting features.
