session_id	participant_id	et_available	sample_rate_hz	duration_s	gaze_valid_frac	gaze_out_of_bounds_frac	gaze_x_mean	gaze_y_mean	gaze_x_std	gaze_y_std	gaze_dispersion	gaze_velocity_mean	gaze_velocity_p95	pupil_mean	pupil_std	pupil_slope_per_s	pupil_missing_frac	pupil_range	pupil_velocity_mean	pupil_left_mean	pupil_right_mean	pupil_left_std	pupil_right_std	pupil_left_missing_frac	pupil_right_missing_frac	pupil_lr_diff_mean	blink_count_est	blink_rate_per_min	blink_duration_mean_s	blink_detectable	qc_flag	qc_notes
ses-20260318_grp-12_run01	P3	True	49.91016170919566	222.14314000000013	0.8228715728715729	0.00898728627794827	0.567872325734327	0.5166646317404647	0.15196224846519604	0.188792914070959	0.21058433878457308	0.8680957247555241	4.321908868989798	3.210594256904866	0.29594956495239716	-0.00016288730620532812	0.17712842712842713	5.281000000000001	2.854983969998551	3.102481836033382	3.3203075539568343	0.2876799452470842	0.31351254244204857	0.26515151515151514	0.1976911976911977	0.2595598484848485	116	31.3311498162851	0.11572729310344208	True	ok	ok
ses-20260318_grp-12_run01	P4	True	49.907670808431824	222.147656000001	0.943001443001443	0.0026778882938026014	0.5253931044376434	0.6205531082631981	0.07884623829644266	0.14889684591331148	0.14603798690566946	0.564266553335573	2.9231717278075555	2.279374713083397	0.1493477640490406	-0.00019368366356857354	0.05699855699855705	3.1930000000000005	1.5181407969812197	2.1730810949354114	2.374260700766767	0.15323911730150924	0.15283577881062135	0.12031024531024526	0.07079725829725825	0.2107601291532132	74	19.98670649939237	0.11182689189167463	True	ok	ok
ses-20260318_grp-13_run01	P1	True	49.91016170466452	220.96055599999818	0.993562426330583	0.003832816207337105	0.5610179594816572	0.5565159974447892	0.1325665175579368	0.1371265919103498	0.1667608023846628	0.4832326008418423	2.6207291364019607	3.367688766198211	0.21656496588446988	-0.00030672040758478365	0.006437573669416996	3.0695	1.8915194500942158	3.164520044235554	3.5818828863592516	0.2101348874934469	0.25448794282825765	0.016139269199383466	0.06011424426511924	0.4349526269616922	0			False	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
ses-20260318_grp-13_run01	P2	True	49.91016170466452	220.94040300000052	0.9289082335872325	0.06638032018742679	0.4642808668488871	0.6784496973838344	0.09961884370379305	0.17918989349131312	0.1815592325417309	0.6249021272942388	3.256566347415706	3.131672100741898	0.3449863426135112	-0.00012056207957784242	0.07109176641276749	4.5809999999999995	2.0973006157396235	2.975893640027524	3.3210394936161003	0.33350282483166155	0.3505882540046238	0.07752992383025026	0.16195139644541168	0.3466873841456766	63	17.108686092149433	0.12149011111100591	True	ok	ok
ses-20260318_grp-13_run01	P3	True	49.91016170466452	220.94221399999878	0.936253173739572	0.0012590799031476998	0.4892570750605326	0.6002162421307506	0.0920428730904647	0.1459806315741538	0.1562428115617839	0.6257823849148939	3.2607943535710464	2.8278590799031478	0.2744095895798664	-7.569242111012708e-05	0.06374682626042805	6.224	2.4135597243700264	2.8506288833746902	2.8037868065085276	0.26801212990492146	0.27194009837627237	0.08641639463184625	0.07490025389916577	0.10929320739549839	69	18.737931176882398	0.1001823913041638	True	ok	ok
ses-20260318_grp-13_run01	P4	True	49.91016170466452	220.96093199999814	0.948590080696346	0.010418658000382336	0.4774718409481935	0.6668474001147008	0.11433734018414356	0.12688620842164153	0.15128336765822337	0.3685390166226523	1.7809625504127555	2.613730453068247	0.14353417600183238	1.9352273799457306e-05	0.05140991930365402	4.535	1.0647697639307883	2.563990569823435	2.664039773835056	0.13270123317691399	0.1510422379017344	0.09620092483452714	0.06990660984676766	0.1131886521917247	56	15.206308054493672	0.11556682142872887	True	ok	ok
ses-20260319_grp-14_run01	P1	True	49.91016170466452	341.3790459999873	0.8738775749750572	0.01249160510409671	0.5378029482874412	0.5650793754197448	0.10321463722023984	0.17181081027576603	0.1654911743049304	0.8142184727035583	3.3669002578126266	3.5941577568838152	0.44342856350121324	-0.0003867883815319312	0.12612242502494275	4.485	4.077448866461277	3.612535003211304	3.6276294439380123	0.43169311254114995	0.4466475948912587	0.1775925817242796	0.22741944949821002	0.181585903800765	138	24.254564235908926	0.1296553768117809	True	ok	ok
ses-20260319_grp-14_run01	P2	True	49.91016170466452	341.37873499999114	0.8766359528141323	0.015464952801767424	0.44586947178148223	0.6166535448885319	0.09995269140677109	0.17570467971507306	0.18017195277521142	0.6137532065008261	2.9968423124217933	3.9879489857401085	0.41021932556592233	-0.00029395786161825024	0.12336404718586769	5.319	2.300526275812538	4.089696221627923	3.8710280807938635	0.4237177537538141	0.39825467493439237	0.14413991431422035	0.16608955924643465	0.2421000360880549	101	17.751545069144854	0.13033520792049613	True	ok	ok
ses-20260319_grp-14_run01	P3	True	49.91016170466452	341.3796169999987	0.9189506426433476	0.01775450249073956	0.5804104419466087	0.3956729595095159	0.14591077912366343	0.15058825910489745	0.17203699570898348	0.8989871857139212	4.3528416118655935	3.0665913909822455	0.2757568100443371	-0.0002778902554349685	0.08104935735665242	5.697000000000001	2.9815188838738576	3.1331423884065894	2.98403528746199	0.2898285866486048	0.24464653275218104	0.1414402253653383	0.17008040377956457	0.16496964612568638	107	18.806043712914544	0.10860842056003961	True	ok	ok
ses-20260319_grp-14_run01	P4	True	49.91016170466452	341.3997640000016	0.9016431924882629	0.0044259307472012495	0.4394820164019787	0.48497748633168447	0.12988772433692247	0.1686568922601597	0.18555783496642902	0.7970158982597262	3.939649056560143	3.2646854660244724	0.3277997399393911	-0.00021758513331566692	0.09835680751173714	6.179	4.628626334369674	3.3759756687431297	3.189945043175581	0.4093431268798626	0.29068367075609247	0.19923708920187788	0.12329812206572766	0.23189886535552193	174	30.579985989679685	0.10501821838997052	True	ok	ok
ses-20260319_grp-15_run01	P1	True	49.90767082202391	565.6553989999957	0.9296542930008501	0.0037720033528918693	0.5402280004572125	0.4383524117960832	0.10050252437523048	0.13474483311200575	0.13493839087370854	0.54531822324858	3.009652818358303	3.2243487198049228	0.22365221200952096	-9.016151320094686e-05	0.07034570699914988	3.5969999999999995	1.7683003199024858	3.2665282756979694	3.19066041211005	0.2295461084837381	0.22112487004387246	0.10682913006517425	0.07689855483139696	0.10752766569453878	89	9.440376613465402	0.14160749438271747	True	ok	ok
ses-20260319_grp-15_run01	P2	True	49.91016170466452	565.6448960000125	0.852897421365826	0.004402176170106732	0.4794223472735578	0.4329869969683126	0.11687618460100342	0.12872463549631855	0.14391075640672607	1.1135651500699617	4.45345449656658	2.7639448482079825	0.3294885118812279	-8.216338153855e-05	0.14710257863417397	4.953	5.871059424408099	2.7236112517754587	2.797833684917058	0.3742324115394013	0.3194695915541078	0.42643100028336645	0.26119297251345985	0.2573450508788159	270	28.639876563121398	0.10084937777757187	True	pupil_left_low_coverage	Left-eye pupil diameter is missing for more than 30 % of samples.
ses-20260319_grp-15_run01	P3	True	49.91016170466452	565.6667520000046	0.9136825700421493	0.0023647077066211815	0.5378074313847109	0.5334043688944023	0.11053988142188871	0.1318630489396921	0.1434345434859038	0.5896369986908151	2.860891855312896	3.012052818266398	0.2735094579788013	-0.00015929564241814757	0.08631742995785074	4.545999999999999	2.271372695263519	3.087817227564103	2.951597600350779	0.28436126299535525	0.27210163276257726	0.1159281691637446	0.11142988701165302	0.17186998474289722	113	11.985855587283913	0.1349351504420711	True	ok	ok
ses-20260319_grp-15_run01	P4	True	49.90767082202391	565.6474320000125	0.850129290496263	0.009458333333333332	0.457164	0.501908975	0.11767259533624075	0.15420487321617318	0.1625543064308179	0.7008265939582939	3.0219947383455588	3.3782583125000003	0.3252587764215374	-3.567753988561305e-05	0.14987070950373704	6.077	3.379811786452145	3.453702289726059	3.2730835498064996	0.33128920707744336	0.29544323875808076	0.2280471821756226	0.33183379972370797	0.20077455571565803	254	26.942577898947594	0.11012520472463871	True	pupil_right_low_coverage	Right-eye pupil diameter is missing for more than 30 % of samples.
ses-20260320_grp-16_run01	P1	True	49.78839930297585	59.98853299999996	1.0	0.11344827586206896	0.4781148275862069	0.8100485172413793	0.13270866565060238	0.15879175797644443	0.18364116391949456	0.3451220243626578	1.712696094655176	2.7656481034482754	0.2598314202414307	0.0018494808606080385	0.0	4.984999999999999	1.2979292266078999	2.7853053435114505	2.7659780104712044	0.3025449399919246	0.22526628308475313	0.14172413793103444	0.012068965517241348	0.0953875305623472	0			False	blink_detection_unreliable;gaze_out_of_bounds	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag. | More than 10 % of valid gaze samples fall outside the scene-camera frame [0, 1] in either axis; possible calibration drift or head rotation artefacts.
ses-20260320_grp-16_run01	P2	True	49.77848573836144	59.988534000000016	1.0	0.0	0.43197447833065816	0.5775134028892456	0.19862027037667415	0.07977688563536918	0.20875569014497128	0.3882210690332405	1.8362533122124387	2.977172150882825	0.18255623943511193	-0.0007380808806699447	0.0	2.3970000000000002	1.7528566619191097	3.095211522633745	2.864600422832981	0.16735975060441785	0.17204687816797964	0.024879614767255198	0.050963081861958304	0.23339296569691703	5	5.000955682630949	0.18031440000000884	True	ok	ok
ses-20260320_grp-16_run01	P3	True	49.800796812731136	59.988534000000016	1.0	0.0	0.6572627025036818	0.4068222385861561	0.2100209112000454	0.07723221687109456	0.19234408152051502	0.6594015481454117	3.0971371949353057	2.7903015463917527	0.136199141017148	0.0003008345693397128	0.0	1.827	1.8837310170249926	2.8082362903225806	2.752063973063973	0.14247147073479333	0.17544541153364562	0.08689248895434465	0.6719440353460973	0.1609557251908397	28	28.005351822733317	0.11521010714285142	True	pupil_right_low_coverage	Right-eye pupil diameter is missing for more than 30 % of samples.
ses-20260320_grp-16_run01	P4	True	49.776007964065144	59.98853299999996	1.0	0.002094972067039106	0.49684867318435755	0.45935331703910615	0.16252093558194125	0.1047454743433903	0.18358597743729643	0.6441528104936257	3.4143357249276356	2.9721117318435755	0.30305084590633075	0.0030451964437607786	0.0	3.4429999999999996	2.263791936702535	2.916967327459618	3.035561590344338	0.2790338784451994	0.32295839924172787	0.0488826815642458	0.0164106145251397	0.15712514008218156	0			False	blink_detection_unreliable	Gaze validity is too low (< 70%) to distinguish blinks from tracking failures; blink_count_est, blink_rate_per_min, and blink_duration_mean_s are set to NaN. When gaze_valid is stuck at 1.0 (>= 99%), pupil-NaN transitions are used as a fallback instead of raising this flag.
