group_id	task_id	window_index	window_start_s	n_participants	n_physio_valid	group_hr_mean_bpm_mean	group_hr_mean_bpm_std	group_hrv_rmssd_ms_mean	group_hrv_rmssd_ms_std	group_eda_tonic_mean_mean	group_eda_tonic_mean_std	group_eda_phasic_rate_hz_mean	group_eda_phasic_rate_hz_std	group_temp_mean_mean	group_temp_mean_std	tr_spk_count	tr_spk_duration_s	tr_silence_duration_s	tr_backchannel_count	tr_overlap_count	tr_competitive_overlap	tr_cooperative_overlap	tr_collaborative_overlap	tr_needs_review_overlap	tr_conflict_overlap_ratio	tr_laughter_count	tr_filled_pause_count	tr_n_active_speakers	tr_speaking_entropy	tr_overlap_time_s	group_et_pupil_mean_mean	group_et_pupil_mean_std	group_et_pupil_std_mean	group_et_pupil_std_std	group_et_pupil_slope_per_s_mean	group_et_pupil_slope_per_s_std	group_et_blink_rate_per_min_mean	group_et_blink_rate_per_min_std	group_et_gaze_dispersion_mean	group_et_gaze_dispersion_std	group_et_gaze_valid_frac_mean	group_et_gaze_valid_frac_std	group_et_gaze_velocity_mean_mean	group_et_gaze_velocity_mean_std	tr_ovl_simultaneous	tr_ovl_backchannel	tr_ovl_smooth	tr_ovl_competitive_timing	tr_ovl_floor_fight	tr_ovl_context_collaborative	tr_ovl_context_competitive	tr_ovl_long_ratio	tr_ovl_short_ratio	tr_ovl_collaboration_index
grp-08	T2	2	60.0	8	8	53.083	5.9206	165.4538	38.243	0.0671	0.0396	0.0835	0.1348	36.2607	1.6873	1.0	1.141	17.185	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0	0.308	2.8318	0.28	0.1783	0.1037	0.0013	0.0026	16.5141	6.6137	0.1234	0.0468	0.9128	0.0559	0.398	0.1202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	3	90.0	8	8	49.9217	9.2897	134.641	49.5377	0.0637	0.0335	0.1251	0.1911	36.0655	1.6762	2.0	4.926	9.413	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.8292	0.342	0.1686	0.0831	-0.001	0.0024	19.5036	11.8203	0.131	0.0244	0.9344	0.0401	0.447	0.1645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	4	120.0	8	8	47.8572	8.6215	147.7901	68.3217	0.0691	0.0429	0.1	0.126	36.0851	1.6558	3.0	5.368	23.924	2.0	0.0	0.0	0.0	0.0	0.0		1.0	0.0	1.0	-0.0	0.177	2.6927	0.3721	0.1782	0.0521	-0.0034	0.0007	19.0162	13.1261	0.1287	0.0281	0.9497	0.0344	0.3596	0.1403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	5	150.0	8	8	45.4077	6.7459	78.0357	20.1691	0.0724	0.0501	0.1084	0.132	36.3004	1.6469	3.0	24.795	7.425	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.58	0.3023	0.1124	0.033	-0.0003	0.0024	26.0222	7.2173	0.087	0.0401	0.9596	0.0297	0.2735	0.1221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	6	180.0	8	8	49.716	8.261	114.8314	43.3615	0.07	0.0479	0.1086	0.1459	36.3063	1.6442	5.0	24.172	4.896	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.8274	9.946	2.6321	0.2166	0.1334	0.0188	0.0018	0.0004	21.3373	2.3098	0.131	0.0382	0.9621	0.0224	0.3612	0.1505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	7	210.0	8	8	54.1677	11.3177	135.569	62.4427	0.0678	0.0435	0.1085	0.1458	36.3179	1.6128	5.0	32.359	2.527	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.7569	0.2613	0.1626	0.0523	0.0019	0.002	12.0103	8.3338	0.133	0.0096	0.9623	0.0189	0.4339	0.1263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	8	240.0	8	8	56.1712	13.6226	122.7769	32.9478	0.069	0.0443	0.0918	0.1501	36.3218	1.5989	1.0	32.877	2.99	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.8732	0.297	0.1663	0.0271	0.0015	0.0011	18.5158	8.233	0.1243	0.0163	0.9499	0.0169	0.5016	0.0986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	9	270.0	8	8	62.4456	17.5797	94.2118	0.0	0.0706	0.0471	0.0751	0.0888	36.3265	1.5987	0.0	0.0	43.619	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	2.9598	0.2849	0.1746	0.0405	0.0005	0.0018	19.0062	4.7596	0.1289	0.012	0.9533	0.0083	0.4813	0.1227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	10	300.0	8	8	63.4941	15.0837	117.2076	18.1887	0.0708	0.0455	0.0501	0.0736	36.3296	1.597	1.0	16.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.97	0.2965	0.1512	0.0301	-0.001	0.0007	11.5098	4.1266	0.13	0.0286	0.9581	0.0102	0.4443	0.1439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	11	330.0	8	8	64.306	12.7671	189.6628	83.5346	0.0704	0.0433	0.0751	0.1391	36.3428	1.5915	9.0	22.454	10.485	1.0	8.0	3.0	5.0	0.0	0.0	0.375	0.0	0.0	4.0	1.2245	32.037	2.9421	0.2267	0.1533	0.0268	0.0005	0.0018	11.0077	3.4677	0.1235	0.027	0.9524	0.0154	0.5093	0.1866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	12	360.0	8	8	65.7965	13.1241	113.2481	9.8517	0.0718	0.0407	0.0834	0.1346	36.3593	1.5955	8.0	34.126	6.863	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	4.0	0.4745	6.021	2.9596	0.1484	0.1642	0.0273	0.0008	0.0014	12.5107	5.0043	0.1257	0.044	0.9422	0.0286	0.5219	0.2466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	13	390.0	8	8	65.6986	9.8172	114.373	15.576	0.073	0.0364	0.0668	0.0874	36.3479	1.6269	4.0	15.808	3.383	2.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.9589	0.2048	0.1594	0.0528	-0.0009	0.0025	15.5132	9.0077	0.1451	0.069	0.9424	0.0368	0.4763	0.1865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	14	420.0	8	8	70.0455	10.4395	91.079	41.3986	0.0789	0.0401	0.0667	0.0874	36.3311	1.6474	8.0	33.756	4.02	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	1.2307	5.705	2.952	0.2767	0.1566	0.0313	-0.0002	0.0005	17.5032	9.2933	0.1492	0.0516	0.9544	0.0238	0.5834	0.1635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	15	450.0	8	8	68.4043	11.1204	162.9267	20.9928	0.0848	0.0418	0.0835	0.0961	36.3285	1.6499	6.0	32.74	6.369	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	0.7604	4.282	2.9257	0.2482	0.1652	0.02	-0.0016	0.0016	16.5141	6.6138	0.1328	0.0367	0.9567	0.0181	0.6671	0.1578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	16	480.0	8	8	65.2228	15.605	159.2701	38.899	0.0894	0.0467	0.1003	0.1658	36.3298	1.6385	3.0	22.269	1.391	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.8534	0.2217	0.1624	0.0482	-0.0011	0.0	18.0154	12.3394	0.1288	0.0334	0.9482	0.0203	0.5897	0.1318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	17	510.0	8	8	60.9072	14.2872	151.3732	54.2576	0.0928	0.0526	0.1417	0.2218	36.3253	1.6015	5.0	19.192	4.319	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.2261	1.013	2.8769	0.332	0.2276	0.0985	0.0016	0.0043	20.5038	8.0637	0.162	0.0327	0.9307	0.0248	0.5618	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	18	540.0	8	8	63.0858	15.7148	144.7956	80.9428	0.092	0.0523	0.1502	0.1775	36.3076	1.5671	15.0	20.34	18.413	1.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	1.4728	5.244	2.9796	0.4401	0.2116	0.0679	0.0012	0.0014	25.0213	11.8421	0.1367	0.0384	0.9025	0.0478	0.5978	0.1246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	19	570.0	8	8	68.3737	16.7164	157.798	73.956	0.0836	0.039	0.1336	0.1262	36.2931	1.5544	7.0	28.554	4.053	0.0	7.0	4.0	3.0	0.0	0.0	0.5714	0.0	0.0	4.0	1.5783	36.217	2.9905	0.4723	0.1968	0.0641	-0.001	0.001	23.0196	9.5998	0.1464	0.0398	0.9103	0.026	0.5724	0.1454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	20	600.0	8	8	70.2467	10.3694	115.2855	54.854	0.0769	0.0315	0.1084	0.102	36.2828	1.5522	6.0	27.464	4.358	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0405	1.124	2.9498	0.4803	0.1978	0.069	-0.0012	0.0019	15.0054	6.8331	0.1746	0.051	0.9382	0.0336	0.5771	0.1636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	21	630.0	8	8	69.3084	8.8985	135.2734	46.1626	0.0862	0.044	0.1418	0.1458	36.2784	1.5446	3.0	26.634	2.804	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	2.0	0.7673	0.837	2.9306	0.3518	0.1975	0.0702	-0.0002	0.003	14.5124	3.0026	0.1542	0.0249	0.9441	0.0147	0.6518	0.2541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	22	660.0	8	8	62.0842	9.1641	159.4383	48.1604	0.0953	0.0574	0.1419	0.2057	36.2774	1.5137	6.0	29.708	2.529	3.0	4.0	1.0	3.0	0.0	0.0	0.25	0.0	0.0	4.0	1.2321	11.886	2.9633	0.3021	0.1957	0.0536	0.0013	0.0016	16.5131	8.553	0.0979	0.0184	0.9441	0.0257	0.6616	0.2092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	23	690.0	8	8	60.1246	6.4589	112.175	36.3691	0.0941	0.0557	0.1002	0.1655	36.2692	1.4842	15.0	25.38	15.103	3.0	11.0	3.0	8.0	0.0	0.0	0.2727	0.0	0.0	4.0	1.3917	29.713	2.9665	0.3381	0.1808	0.0663	-0.0014	0.001	16.0093	9.9358	0.0898	0.0234	0.9464	0.039	0.5509	0.0803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	24	720.0	8	8	62.8675	7.6529	117.9344	26.1687	0.0939	0.0562	0.1085	0.2009	36.2589	1.4785	3.0	6.726	42.483	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0	2.655	2.9374	0.3405	0.1708	0.0624	-0.0002	0.0005	15.5132	6.6138	0.1061	0.0388	0.9496	0.0189	0.5436	0.1187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	25	750.0	8	8	65.2967	6.9495	110.6391	79.2866	0.1002	0.0705	0.1335	0.1335	36.2536	1.4789	2.0	6.186	10.66	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.7228	5.905	3.0116	0.4242	0.1938	0.0843	0.0019	0.0035	13.5059	5.5139	0.1238	0.0299	0.9523	0.0146	0.5224	0.1726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	26	780.0	8	8	65.8758	11.4683	138.5786	17.9645	0.1029	0.0794	0.1252	0.0888	36.2581	1.4663	1.0	3.339	23.336	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	3.1065	0.516	0.1471	0.0399	0.0007	0.0008	15.5132	11.1301	0.0917	0.0547	0.9532	0.0256	0.4443	0.2482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	27	810.0	8	8	64.4592	10.3501	122.3032	21.123	0.1071	0.0766	0.1169	0.0961	36.2644	1.451	1.0	0.821	52.499	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	3.0861	0.4436	0.1729	0.0508	-0.0017	0.0026	17.0145	6.639	0.1074	0.0509	0.9466	0.0139	0.4992	0.199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	28	840.0	8	8	61.6913	4.7361	124.489	25.2784	0.1106	0.0764	0.0917	0.1295	36.2742	1.4389	2.0	1.601	2.201	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.9955	0.3252	0.1856	0.0417	-0.0017	0.0017	14.0026	1.6333	0.1128	0.0564	0.9494	0.0043	0.5727	0.1826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	29	870.0	8	8	60.7713	3.9902	149.4711	39.778	0.1117	0.0766	0.1336	0.1312	36.2916	1.4131	2.0	3.021	23.809	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	2.0	0.4232	0.0	2.9552	0.2677	0.1825	0.0288	-0.0002	0.0015	14.012	4.9032	0.1227	0.0225	0.9459	0.0174	0.6395	0.2179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	30	900.0	8	8	62.2237	7.9613	179.4148	80.5698	0.1234	0.0928	0.1668	0.1921	36.2854	1.3958	0.0	0.0	22.516	0.0	3.0	1.0	2.0	0.0	0.0	0.3333	0.0	0.0	0.0	0.0	0.0	3.0076	0.3833	0.1972	0.0837	0.0014	0.003	19.5167	7.3775	0.1212	0.0275	0.9319	0.0309	0.6708	0.1752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	31	930.0	8	8	60.8551	15.0325	145.4643	65.9447	0.1554	0.1482	0.0751	0.0812	36.2602	1.3846	0.0	0.0	15.144	0.0	8.0	2.0	6.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	3.0896	0.4526	0.1807	0.0537	0.0007	0.002	24.0071	9.6598	0.1149	0.0376	0.9259	0.0297	0.5503	0.0545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	32	960.0	8	8	66.2001	15.563	139.4659	49.0922	0.1718	0.1714	0.0667	0.0757	36.2529	1.3621	0.0	0.0	31.238	0.0	3.0	1.0	2.0	0.0	0.0	0.3333	0.0	0.0	0.0	0.0	0.0	3.1607	0.4471	0.1917	0.0582	0.0007	0.0026	21.5184	10.7641	0.0919	0.0327	0.9365	0.026	0.4593	0.1676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	33	990.0	8	8	66.6487	18.9913	171.7395	57.5532	0.1609	0.1481	0.0584	0.073	36.2533	1.338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	3.1438	0.4726	0.2003	0.0501	-0.0021	0.0018	17.0132	11.6159	0.1185	0.0309	0.9479	0.0263	0.5277	0.1097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	34	1020.0	8	8	59.4658	10.11	155.0961	37.5773	0.1524	0.1339	0.1168	0.146	36.2391	1.3277																3.0842	0.4374	0.1853	0.0479	-0.0007	0.0028	10.5033	11.0017	0.1332	0.0274	0.9494	0.0328	0.6179	0.1008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	35	1050.0	8	8	63.93	7.2199	179.3075	40.7045	0.1504	0.1337	0.1001	0.1311	36.2194	1.328																3.0581	0.3899	0.1791	0.0692	-0.0011	0.0011	9.5081	3.0026	0.13	0.0128	0.9502	0.0205	0.6242	0.0873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	36	1080.0	8	8	70.7317	11.587	143.4297	48.5102	0.1417	0.1227	0.1252	0.1929	36.198	1.3302																3.0277	0.362	0.2085	0.0882	0.0002	0.002	13.0071	5.2967	0.1407	0.033	0.9496	0.0237	0.5512	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	37	1110.0	8	8	65.9326	9.5128	124.9371	95.9175	0.1418	0.1232	0.167	0.2696	36.1872	1.315																3.0615	0.3961	0.2154	0.091	0.0014	0.0019	14.0119	2.3113	0.1392	0.0278	0.9536	0.0118	0.5691	0.1903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	38	1140.0	8	8	71.5826	19.2142	84.362	65.3797	0.1557	0.1277	0.1419	0.1644	36.1906	1.2881																3.0561	0.3711	0.2062	0.0465	-0.0008	0.0031	14.5124	6.8127	0.1404	0.0516	0.9511	0.0196	0.6443	0.2157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	39	1170.0	8	8	69.4973	19.8427	138.3025	22.7231	0.1626	0.1284	0.1251	0.127	36.1822	1.2788																3.0069	0.3633	0.1841	0.0261	-0.0001	0.0021	18.0034	16.5762	0.1454	0.0443	0.9376	0.0556	0.5861	0.2706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	40	1200.0	8	8	54.5997	16.0343	113.3642	0.0	0.1648	0.1271	0.1251	0.139	36.166	1.2905																2.9968	0.3728	0.17	0.0437	-0.0003	0.0014	19.0163	15.5482	0.1282	0.0527	0.9295	0.0675	0.5256	0.2442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	41	1230.0	8	8	57.8592	13.8613	121.1946	35.0042	0.1569	0.1199	0.1419	0.1827	36.1487	1.3106																2.9798	0.367	0.1826	0.0718	-0.0005	0.0015	18.014	9.1019	0.1015	0.0447	0.922	0.0637	0.5457	0.2458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	42	1260.0	8	8	61.1494	11.5833	148.0477	40.1647	0.1484	0.1165	0.1502	0.1683	36.1492	1.318																3.0016	0.4431	0.2119	0.1253	0.0007	0.0013	21.0062	8.0818	0.1001	0.0329	0.9259	0.0416	0.5445	0.2073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	43	1290.0	8	8	70.0321	8.5429	146.4941	37.0549	0.1422	0.1129	0.1336	0.1211	36.1516	1.3157																3.038	0.4519	0.218	0.1076	-0.0005	0.0031	20.0171	6.7388	0.1226	0.0366	0.9439	0.0211	0.5591	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	44	1320.0	8	8	68.4852	7.605	106.0548	49.8659	0.1347	0.1069	0.0835	0.1143	36.1515	1.3063																3.0294	0.3417	0.2025	0.0647	-0.0003	0.0028	17.5136	6.8152	0.1467	0.0353	0.9506	0.0175	0.7146	0.1642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	45	1350.0	8	8	66.1329	9.0506	138.908	35.942	0.1281	0.1005	0.1168	0.1774	36.1624	1.2946																2.978	0.3015	0.1932	0.0288	-0.0014	0.0015	18.0057	5.6557	0.1706	0.0332	0.9489	0.0071	0.8203	0.2773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	46	1380.0	8	8	61.8606	14.6358	79.5725	0.0	0.1195	0.0912	0.1001	0.1071	36.1584	1.2954																2.8863	0.3599	0.1922	0.061	-0.0015	0.002	15.0128	5.7784	0.1749	0.025	0.9564	0.0076	0.6952	0.2853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	47	1410.0	8	8	55.8713	12.1498	67.8767	0.0	0.1015	0.0665	0.0834	0.0927	36.1398	1.3048																2.7493	0.3785	0.1625	0.0273	-0.0023	0.0008	13.0101	5.2978	0.135	0.0402	0.9654	0.0162	0.4235	0.1717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	48	1440.0	8	8	61.0667	5.4039	117.025	31.2677	0.0919	0.0557	0.0501	0.0927	36.1318	1.314																2.6574	0.3523	0.0735	0.0159	-0.0002	0.0004	20.6812	8.3375	0.0498	0.0069	0.9661	0.0238	0.2488	0.1319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	49	1470.0	8	8	65.1165	5.8536	109.3814	26.0606	0.0862	0.0503	0.0334	0.0618	36.14	1.3251																2.6982	0.364	0.1455	0.035	0.0016	0.001	21.3516	14.4807	0.0769	0.0093	0.9564	0.0301	0.3399	0.1747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	50	1500.0	8	8	69.0017	10.1774	109.552	19.9917	0.095	0.0599	0.0251	0.0464	36.1514	1.3313																2.7394	0.3525	0.1538	0.0396	0.0007	0.0011	25.3416	17.9263	0.1145	0.0323	0.9469	0.0396	0.4399	0.2296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	51	1530.0	8	8	66.7885	7.9766	129.4511	42.6707	0.0935	0.0589	0.0334	0.0619	36.1664	1.3405																2.717	0.3363	0.126	0.0492	-0.0003	0.0004	24.0205	15.6339	0.0953	0.0468	0.9557	0.037	0.4578	0.3123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	52	1560.0	8	8	63.1121	8.09	122.8726	40.2483	0.0828	0.046	0.025	0.0464	36.1823	1.3601																2.7135	0.3485	0.1262	0.0341	0.0003	0.0005	18.0151	20.6092	0.0947	0.0267	0.9554	0.0491	0.5429	0.3664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	53	1590.0	8	8	67.9946	10.9658	116.4879	14.4799	0.0966	0.066	0.0417	0.0773	36.2007	1.3692																2.7193	0.3578	0.1157	0.0382	-0.0	0.0008	19.0052	16.8543	0.1123	0.0205	0.9458	0.0486	0.5728	0.3482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	54	1620.0	8	8	66.3726	14.0202	139.2762	28.6192	0.0995	0.0701	0.0835	0.0818	36.2159	1.3632																2.7619	0.4456	0.1638	0.0814	0.0022	0.003	23.3532	16.6676	0.1263	0.0455	0.7602	0.2189	0.5066	0.2923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	55	1650.0	8	8	63.7912	11.7098	67.44	0.0	0.1052	0.0742	0.2003	0.1693	36.195	1.3696																2.9368	0.4467	0.2536	0.033	0.0003	0.004	35.0191	4.2616	0.1476	0.02	0.5399	0.4423	0.7721	0.4616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	56	1680.0	8	8	65.0324	8.8171	139.8584	55.1835	0.106	0.0797	0.267	0.2214	36.1606	1.3874																2.938	0.4013	0.2688	0.1353	0.0052	0.0118			0.1389	0.067	0.2958	0.2811	0.9775	0.7623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	57	1710.0	8	8	61.4071	5.033	126.2894	16.9119	0.1004	0.0736	0.1835	0.1142	36.1478	1.4037																3.4618	0.5065	0.1787	0.1548	-0.0027	0.0003			0.1227	0.0845	0.0423	0.075	1.7464	0.694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	58	1740.0	8	8	56.3062	4.546	186.523	75.2086	0.0951	0.0689	0.1252	0.0888	36.1336	1.4213																										0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	59	1770.0	8	8	52.039	2.0327	151.097	44.9244	0.0963	0.0682	0.167	0.1157	36.1144	1.4437																										0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	60	1800.0	8	8	58.3943	9.978	132.399	17.5045	0.0988	0.0621	0.1418	0.1021	36.0896	1.4611																										0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	61	1830.0	8	8	65.1702	8.7037	94.3553	43.7638	0.0876	0.0509	0.1418	0.1166	36.0733	1.4644																										0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	62	1860.0	8	8	62.376	14.5648	124.9682	63.6535	0.0927	0.0676	0.1169	0.1567	36.0507	1.4755																										0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	63	1890.0	8	8	59.1454	12.8626	129.8985	33.0973	0.1026	0.081	0.1672	0.1158	36.0136	1.4883																2.9917	0.3902	0.1955	0.0396	0.0014	0.0029			0.1405	0.0514	0.202	0.0145	0.8603	0.2041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T2	64	1920.0	8	8	66.1861	9.0866	173.689	56.4825	0.1092	0.0834	0.2168	0.1644	35.9924	1.4866																2.9462	0.317	0.2006	0.0508	-0.0019	0.0025			0.1714	0.0117	0.6544	0.0124	0.7214	0.1103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T3	0	0.0	8	8	59.8904	14.7541	114.6258	35.9273	0.1173	0.0866	0.1417	0.1294	35.903	1.5374	0.0	0.0	13.493	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	2.7705	0.2492	0.175	0.0592	-0.0018	0.0025	14.5027	10.2489	0.1142	0.0187	0.9528	0.0313	0.3866	0.2342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T3	1	30.0	8	8	59.2352	14.5485	125.1721	50.9831	0.1139	0.0789	0.0751	0.099	35.8598	1.5508	0.0	0.0	4.904	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	2.7557	0.2255	0.1474	0.0698	0.0004	0.0007	12.0103	7.1241	0.096	0.0375	0.9501	0.0469	0.4649	0.3165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
