group_id	task_id	window_index	window_start_s	n_participants	n_physio_valid	group_hr_mean_bpm_mean	group_hr_mean_bpm_std	group_hrv_rmssd_ms_mean	group_hrv_rmssd_ms_std	group_eda_tonic_mean_mean	group_eda_tonic_mean_std	group_eda_phasic_rate_hz_mean	group_eda_phasic_rate_hz_std	group_temp_mean_mean	group_temp_mean_std	tr_spk_count	tr_spk_duration_s	tr_silence_duration_s	tr_backchannel_count	tr_overlap_count	tr_competitive_overlap	tr_cooperative_overlap	tr_collaborative_overlap	tr_needs_review_overlap	tr_conflict_overlap_ratio	tr_laughter_count	tr_filled_pause_count	tr_n_active_speakers	tr_speaking_entropy	tr_overlap_time_s	group_et_pupil_mean_mean	group_et_pupil_mean_std	group_et_pupil_std_mean	group_et_pupil_std_std	group_et_pupil_slope_per_s_mean	group_et_pupil_slope_per_s_std	group_et_blink_rate_per_min_mean	group_et_blink_rate_per_min_std	group_et_gaze_dispersion_mean	group_et_gaze_dispersion_std	group_et_gaze_valid_frac_mean	group_et_gaze_valid_frac_std	group_et_gaze_velocity_mean_mean	group_et_gaze_velocity_mean_std	tr_ovl_simultaneous	tr_ovl_backchannel	tr_ovl_smooth	tr_ovl_competitive_timing	tr_ovl_floor_fight	tr_ovl_context_collaborative	tr_ovl_context_competitive	tr_ovl_long_ratio	tr_ovl_short_ratio	tr_ovl_collaboration_index
grp-11	T3	38	1140.0	4	4	61.8449	41.494			0.7223	1.218	0.1754	0.1373	35.752	0.678																2.9796	0.2077	0.2795	0.0747	0.0017	0.002	28.6916	13.3277	0.2015	0.0455	0.662	0.4265	2.2602	3.2191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	0	0.0	4	1	108.4123				0.0351		0.0668		35.9226	0.493	0.0	0.0	4.144	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	2.7582	0.589	0.1864	0.0699	-0.0003	0.0012	22.5041	9.8507	0.1696	0.0473	0.9359	0.0253	0.681	0.2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	1	30.0	4	1	46.6418				0.0364		0.0		35.9328	0.5074	0.0	0.0	9.325	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	2.7336	0.5923	0.2033	0.0794	-0.0004	0.0001	17.5149	10.7641	0.1051	0.0331	0.9541	0.0211	0.5751	0.1471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	2	60.0	4	1	123.1618				0.037		0.0		35.9639	0.5514	0.0	0.0	5.996	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	2.7249	0.5929	0.1921	0.0791	-0.0001	0.0012	15.0128	11.499	0.095	0.0271	0.9572	0.0221	0.5313	0.0697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	3	90.0	4	1	61.1111		212.6656		0.0376		0.0		36.0052	0.6097	3.0	4.659	84.53	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.5756	2.734	2.7308	0.5831	0.1811	0.0668	0.0002	0.0005	18.5034	14.7337	0.1257	0.0425	0.9458	0.0282	0.6218	0.1522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	4	120.0	4	1	69.202		194.7893		0.0383		0.0		36.0523	0.6765																2.7668	0.6146	0.2229	0.0563	0.0007	0.0008	23.0196	17.1806	0.133	0.0493	0.9389	0.0232	0.6995	0.1644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	5	150.0	4	1	182.8358				0.039		0.0		36.1038	0.7493																2.8068	0.602	0.2494	0.0594	-0.0	0.0015	29.525	13.8078	0.1542	0.0423	0.9195	0.0241	0.8376	0.2178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	6	180.0	4	1	39.1791				0.0376		0.2003		36.1542	0.8206	0.0	0.0	5.707	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	2.7958	0.5651	0.2518	0.0856	-0.0006	0.0011	31.5124	14.3721	0.1877	0.0212	0.8968	0.0466	0.8905	0.2861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	7	210.0	4	1	47.1106				0.0337		0.2005		36.2157	0.9075	7.0	22.517	6.899	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	2.0	0.983	0.0	2.6194	0.5174	0.2332	0.0809	-0.0041	0.0012	22.0187	14.9795	0.1318	0.0109	0.931	0.0384	0.4998	0.1694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	8	240.0	4	1	69.202				0.031		0.0334		36.2801	0.9986	5.0	27.347	2.198	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.3328	3.655	2.4692	0.4265	0.1193	0.0599	-0.0003	0.0015	21.3516	15.2883	0.0847	0.0207	0.9659	0.0265	0.2845	0.0941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	9	270.0	4	1	42.698				0.0302		0.0334		36.3315	1.0712	2.0	33.049	6.968	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	2.0	0.9987	0.989	2.468	0.4086	0.1311	0.055	0.0002	0.0014	15.5039	13.2051	0.1313	0.0539	0.9624	0.0236	0.3413	0.0454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	10	300.0	4	1	51.3447		169.2561		0.0301		0.0		36.3752	1.1331	4.0	17.226	3.194	3.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	2.0	0.6701	0.22	2.4877	0.4598	0.1076	0.0667	0.0007	0.0019	16.5141	11.4845	0.1255	0.1023	0.9487	0.0407	0.307	0.1413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	11	330.0	4	1	39.0071				0.0301		0.0334		36.3922	1.1571	6.0	42.533	6.748	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.1169	27.247	2.5396	0.5348	0.154	0.1428	0.0012	0.003	17.5119	9.8571	0.1561	0.093	0.9344	0.0504	0.4578	0.3165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	12	360.0	4	1	40.2439				0.0301		0.0334		36.3639	1.1171	2.0	10.526	23.786	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.4408	1.922	2.6845	0.5939	0.2603	0.0815	0.003	0.0013	24.5208	17.1708	0.1937	0.0879	0.9128	0.0607	0.6862	0.3396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	13	390.0	4	1	133.794				0.0308		0.0		36.3328	1.0731	6.0	20.854	7.945	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.9587	4.704	2.7841	0.5814	0.238	0.0861	-0.0003	0.0008	31.0264	19.5103	0.1704	0.0794	0.9092	0.063	0.6679	0.1698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	14	420.0	4	1	47.5888				0.0316		0.0336		36.3329	1.0732	2.0	41.68	5.938	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	2.0	0.9195	0.342	2.7999	0.6011	0.2405	0.0958	0.0012	0.0036	26.5085	14.2723	0.186	0.0289	0.9149	0.0672	0.6554	0.1485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	15	450.0	4	1	84.5865		173.7815		0.0307		0.0334		36.3471	1.0934	2.0	16.372	2.922	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	2.0	0.4298	0.0	2.7404	0.5623	0.2687	0.1247	-0.0028	0.0023	28.5242	10.1247	0.1683	0.0355	0.9023	0.0558	0.6504	0.1469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	16	480.0	4	1	36.7647				0.0301		0.0		36.3604	1.1122	3.0	12.195	11.086	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	3.0	1.5366	0.0	2.6097	0.4497	0.2274	0.0956	-0.0014	0.0033	29.5214	15.5399	0.1339	0.0346	0.9225	0.0282	0.5088	0.0384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	17	510.0	4	1	54.375				0.0301		0.0334		36.3735	1.1307	7.0	27.474	16.024	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.8543	14.686	2.7046	0.6254	0.2457	0.1577	0.0035	0.0048	30.6759	17.4728	0.1331	0.0603	0.9391	0.0416	0.4903	0.2276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	18	540.0	4	1	79.5455				0.0305		0.1003		36.3761	1.1343	2.0	21.958	2.712	2.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	2.0	0.8979	0.0	2.7535	0.7033	0.2199	0.1863	-0.0023	0.0037	21.5183	18.6618	0.1589	0.1008	0.9223	0.0623	0.5452	0.3796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	19	570.0	4	1	65.2174				0.0305		0.0668		36.3777	1.1366	1.0	15.949	12.994	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.6448	0.553	0.193	0.1134	-0.0008	0.0024	21.3498	21.4054	0.1189	0.0565	0.8617	0.1721	0.4902	0.2802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	20	600.0	4	1	43.2331		167.0449		0.0303		0.0		36.3895	1.1533	4.0	4.003	6.088	1.0	0.0	0.0	0.0	0.0	0.0		1.0	0.0	2.0	0.9814	1.853	2.5975	0.447	0.1658	0.0713	-0.0002	0.0016	26.0101	17.0903	0.1067	0.0284	0.8745	0.1475	0.429	0.1634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	21	630.0	4	1	206.7073				0.0312		0.0		36.3973	1.1643																2.6004	0.4421	0.1723	0.057	0.0002	0.001	24.5208	11.6002	0.1622	0.0428	0.9347	0.0197	0.4699	0.0972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	22	660.0	4	1	206.7669				0.0324		0.0		36.4039	1.1737																2.7226	0.5483	0.2212	0.1203	0.0031	0.0033	22.0187	7.6661	0.1607	0.0444	0.9309	0.0268	0.6419	0.2719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	23	690.0	4	1	179.2208				0.0334		0.0		36.4144	1.1886																2.7777	0.6187	0.1897	0.0849	-0.0015	0.0006	22.5111	5.2584	0.1582	0.0692	0.9339	0.0112	0.6055	0.2325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	24	720.0	4	1	168.798				0.0344		0.0		36.4259	1.2048																2.6558	0.5073	0.1867	0.097	-0.0019	0.0033	24.5168	6.8131	0.1496	0.0285	0.9354	0.0058	0.4414	0.1341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	25	750.0	4	1	167.9104				0.0353		0.0		36.4315	1.2126																2.5921	0.4515	0.1454	0.0236	0.0001	0.0013	24.0161	14.7993	0.1276	0.0644	0.9422	0.0243	0.4199	0.1238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	26	780.0	4	1	184.1772				0.0359		0.0		36.4352	1.2179																2.62	0.492	0.1669	0.0442	0.0014	0.0014	24.5208	16.5369	0.1473	0.0737	0.93	0.0373	0.5101	0.1684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	27	810.0	4	1	200.625				0.0364		0.0		36.4435	1.2296																2.7288	0.5636	0.2124	0.0615	0.0024	0.0024	31.5221	13.5163	0.184	0.0833	0.8978	0.0398	0.67	0.2689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	28	840.0	4	1	84.5588		206.5591		0.0369		0.0		36.4478	1.2358																2.78	0.6045	0.2246	0.0807	-0.0007	0.0028	29.5094	11.4743	0.1856	0.0632	0.912	0.0236	0.6421	0.2183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	29	870.0	4	1	155.868				0.0372		0.0		36.4581	1.2503																2.744	0.6242	0.2234	0.115	-0.0002	0.0027	22.5191	10.8874	0.1685	0.0699	0.9302	0.0367	0.5515	0.2718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	30	900.0	4	1	169.4162				0.0394		0.0		36.4765	1.2763																2.6941	0.6369	0.2163	0.0972	-0.0012	0.0016	22.0187	12.9726	0.1418	0.061	0.9357	0.0243	0.4691	0.2619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	31	930.0	4	1	170.5426				0.0456		0.0334		36.4878	1.2923																2.6903	0.6488	0.2539	0.1617	0.001	0.0023	26.6717	15.2781	0.1527	0.0793	0.9389	0.0511	0.5596	0.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	32	960.0	4	1	124.0458				0.0547		0.1673		36.4959	1.3038																2.6743	0.6433	0.2566	0.1422	-0.0008	0.0017	25.5197	19.2277	0.1735	0.0685	0.9237	0.0617	0.6193	0.3628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	33	990.0	4	1	123.1061				0.0597		0.1335		36.4941	1.3013																2.7117	0.5755	0.279	0.0708	0.0029	0.0012	30.0256	13.8684	0.1745	0.0691	0.8786	0.0641	0.8182	0.2858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	34	1020.0	4	1	53.2995		200.5706		0.0591		0.0668		36.4934	1.3003																2.8013	0.6115	0.2768	0.0887	0.0006	0.0024	28.0104	8.7159	0.1906	0.0538	0.8528	0.1093	0.9281	0.3042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	35	1050.0	4	1	62.8173		203.0172		0.0612		0.0335		36.4967	1.305																2.7719	0.6636	0.2042	0.0601	-0.0006	0.0011	32.0239	21.9909	0.1751	0.0338	0.8903	0.1248	0.5876	0.2023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	36	1080.0	4	1	61.4458		182.4281		0.0648		0.0334		36.4968	1.3051																2.7886	0.6846	0.1696	0.0301	0.0011	0.002	29.0247	14.2952	0.1551	0.0692	0.9252	0.0464	0.5117	0.1964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	37	1110.0	4	1	197.3684				0.0687		0.0334		36.499	1.3081																2.8044	0.7177	0.1633	0.0565	-0.0007	0.0006	28.5242	13.808	0.1219	0.0446	0.936	0.0285	0.6323	0.2803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	38	1140.0	4	1	87.2525		184.0056		0.0725		0.1003		36.4924	1.2988																2.7605	0.6557	0.1714	0.0842	-0.0007	0.0022	27.5234	13.9043	0.1485	0.0641	0.9274	0.0431	0.6635	0.2996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	39	1170.0	4	1	162.8788				0.0769		0.0668		36.4833	1.2859																2.7834	0.5905	0.2137	0.0279	0.0005	0.0031	22.5078	8.2272	0.1576	0.0584	0.9331	0.0253	0.6626	0.1537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	40	1200.0	4	1	38.6978				0.0929		0.0668		36.4814	1.2832																2.8389	0.6217	0.2742	0.1043	0.0001	0.0006	25.019	9.3213	0.1573	0.0341	0.8776	0.037	0.8606	0.3393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	41	1230.0	4	1	115.5257				0.1004		0.2677		36.4767	1.2766																2.8574	0.6469	0.3527	0.0942	0.0003	0.0025	43.3702	12.8695	0.1531	0.0199	0.7582	0.0765	1.2227	0.4064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	42	1260.0	3	0									35.574																	2.7365	0.6348	0.2915	0.0663	-0.0025	0.0018	33.0107	13.7117	0.1435	0.0594	0.8284	0.0834	0.861	0.2759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	43	1290.0	3	0									35.574																	2.6725	0.611	0.1692	0.0272	0.0005	0.0011	25.0193	21.4676	0.0883	0.014	0.9162	0.0865	0.5853	0.2891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	44	1320.0	3	0									35.574																	2.6863	0.6053	0.1898	0.0503	-0.0001	0.0012	30.526	22.0719	0.0946	0.0286	0.8804	0.1044	0.6132	0.2858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	45	1350.0	3	0									35.574																	2.6343	0.6301	0.1734	0.0367	-0.0013	0.0016	28.0083	12.1626	0.0676	0.0277	0.9206	0.0642	0.3744	0.1703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	46	1380.0	3	0									35.574																	2.5982	0.6382	0.1137	0.0504	0.0001	0.0002	27.0231	4.2463	0.0485	0.0192	0.9648	0.0323	0.262	0.0921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	47	1410.0	3	0									35.574																	2.5935	0.6339	0.1037	0.0503	-0.0004	0.0006	18.0154	15.8881	0.0497	0.0172	0.9651	0.0321	0.2776	0.1156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	48	1440.0	3	0									35.574																	2.6138	0.6128	0.144	0.0705	0.0008	0.0011	17.5072	14.7361	0.0923	0.0434	0.9481	0.0422	0.4327	0.1954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T1	49	1470.0	3	0									35.574																	2.6951	0.6489	0.2014	0.1262	0.0012	0.0015	16.514	11.8282	0.1439	0.0735	0.9449	0.0427	0.5775	0.3619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	0	0.0	4	1	82.3171		137.7368		0.0737		0.0668		36.5135	1.3287	0.0	0.0	4.983	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7938	0.6595	0.18	0.042	-0.0004	0.0004	25.0046	17.7798	0.1016	0.0498	0.9187	0.0416	0.558	0.127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	1	30.0	4	1	66.6667		178.8854		0.0708		0.1335		36.5364	1.361	1.0	1.141	5.306	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.7977	0.6734	0.209	0.089	0.0002	0.0007	27.023	16.7076	0.1224	0.0476	0.928	0.0348	0.604	0.1386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	2	60.0	4	1	37.013				0.0682		0.1005		36.5813	1.4245	2.0	9.004	6.167	2.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.8284	0.7102	0.3005	0.2131	0.0014	0.0024	30.0255	18.4186	0.1432	0.0252	0.9061	0.0714	0.8388	0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	3	90.0	4	1	37.9747				0.0709		0.134		36.6074	1.4614	0.0	0.0	29.919	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	2.8927	0.7543	0.3418	0.2467	0.0003	0.0008	34.0062	19.1173	0.1702	0.0385	0.8815	0.0854	1.1141	0.7586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	4	120.0	4	1	51.8519		139.7743		0.0742		0.1001		36.618	1.4764	2.0	4.981	24.156	0.0	0.0	0.0	0.0	0.0	0.0		1.0	0.0	1.0	-0.0	0.197	2.8646	0.6738	0.2674	0.1356	-0.0017	0.0025	27.5234	14.9237	0.1793	0.0237	0.9197	0.0311	0.8581	0.1567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	5	150.0	4	1	204.5455				0.0721		0.0669		36.6332	1.4979	2.0	41.545	1.916	2.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	17.15	2.6758	0.5611	0.2412	0.0751	-0.0038	0.0017	17.0145	11.0246	0.1403	0.0466	0.9618	0.0154	0.5054	0.0925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	6	180.0	4	1	80.8824				0.0648		0.0669		36.654	1.5274	4.0	20.057	0.487	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.9904	17.219	2.5752	0.5111	0.2698	0.104	0.0014	0.004	19.0065	8.0839	0.1209	0.0149	0.9471	0.0318	0.4768	0.0856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	7	210.0	4	1	205.036				0.0627		0.1004		36.6599	1.5356	2.0	17.758	14.198	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	2.0	0.9948	0.0	2.6797	0.5512	0.2831	0.1123	0.0024	0.0009	19.5166	10.6392	0.142	0.0219	0.9372	0.0344	0.5639	0.2732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	8	240.0	4	1	206.9575				0.0671		0.1004		36.6377	1.5043	3.0	31.281	1.664	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.9883	9.452	2.7388	0.5372	0.2562	0.0697	0.0002	0.0041	14.51	6.197	0.1307	0.0228	0.9424	0.0385	0.5368	0.1566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	9	270.0	4	1	194.3099				0.0695		0.0		36.6226	1.483	6.0	32.932	3.56	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	2.0	0.9859	0.381	2.7986	0.603	0.2441	0.0734	0.0022	0.0025	16.507	9.9891	0.1205	0.0402	0.9289	0.0532	0.5614	0.1544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	10	300.0	4	1	144.802				0.0694		0.0334		36.6233	1.484	3.0	21.598	0.91	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.8677	0.7042	0.2647	0.0825	0.0009	0.0017	23.0195	13.5269	0.1477	0.0684	0.9227	0.0542	0.6338	0.3084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	11	330.0	4	1	143.3002				0.0667		0.0334		36.6192	1.4782	5.0	33.87	3.264	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.2701	1.816	2.9498	0.7292	0.3212	0.0919	0.0025	0.0035	28.5192	14.5605	0.1449	0.0592	0.8981	0.0659	0.7852	0.2971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	12	360.0	4	1	207.3317				0.0644		0.0		36.6032	1.4555	5.0	41.707	27.47	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	1.3104	31.328	2.9611	0.6815	0.3057	0.0946	-0.0014	0.0048	28.0238	9.0999	0.1188	0.0405	0.9038	0.0257	0.7458	0.2009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	13	390.0	4	1	81.3253		169.9748		0.0643		0.0		36.5928	1.4408	1.0	11.685	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.899	0.6909	0.1775	0.1004	-0.0002	0.0011	23.52	8.5514	0.1034	0.01	0.9362	0.0139	0.5816	0.2604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	14	420.0	4	1	44.226		80.0		0.0494		0.0668		36.6022	1.4541	3.0	10.684	19.868	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.905	0.7057	0.2071	0.1055	0.0008	0.0025	24.0071	9.3796	0.1145	0.023	0.896	0.081	0.6574	0.3251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	15	450.0	4	1	43.1655				0.0329		0.1001		36.6157	1.4731	1.0	26.419	0.0	2.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.677	2.9409	0.7153	0.2454	0.1054	0.0006	0.0004	18.0153	13.1261	0.143	0.0397	0.8661	0.1338	0.8665	0.5372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	16	480.0	4	1	88.125				0.0361		0.1003		36.6048	1.4578	10.0	28.736	5.166	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.3297	8.969	2.9543	0.7015	0.2485	0.1067	0.0003	0.0009	18.0137	10.7191	0.1406	0.0451	0.9005	0.086	0.8983	0.4937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	17	510.0	4	1	196.5649				0.049		0.0668		36.5628	1.3984	6.0	44.856	3.076	6.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	1.5513	5.397	2.9052	0.68	0.2304	0.1178	-0.0012	0.0016	23.0069	10.3919	0.1002	0.0337	0.9167	0.038	0.7837	0.4267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	18	540.0	4	1	134.5209				0.045		0.0668		36.5551	1.3875	1.0	11.885	3.653	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.0	2.8685	0.6587	0.2515	0.1311	0.0008	0.002	25.0213	17.1027	0.1194	0.0453	0.8896	0.0812	0.7211	0.4572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	19	570.0	4	1	51.3959		163.1273		0.0332		0.0668		36.6147	1.4717	3.0	8.241	5.876	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.1728	0.28	2.9188	0.6914	0.3	0.1579	0.0006	0.003	23.5184	13.3178	0.125	0.0542	0.8874	0.0748	0.7638	0.4623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-12	T2	20	600.0	4	1	49.8721		187.6166		0.0301		0.0		36.6684	1.5477	9.0	20.018	13.226	2.0	3.0	2.0	1.0	0.0	0.0	0.6667	2.0	0.0	4.0	0.9249	14.128	2.8376	0.6841	0.2706	0.1481	-0.0033	0.0013	21.506	9.2906	0.1418	0.0343	0.9177	0.004	0.7586	0.5655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
