session_id	task	participant_a	participant_b	metric	window_count	corr	best_lag_corr	best_lag_windows
ses-20260317_grp-10_run01	T2	P1	P2	eda_mean	69	-0.05865972468888165	-0.055502217613599726	1
ses-20260317_grp-10_run01	T2	P1	P2	ppg_rate_proxy_bpm	69	0.2718242542417558	0.31683658698538797	1
ses-20260317_grp-10_run01	T2	P1	P2	pupil_mean	17	-0.6194486496538099	-0.2693937160423601	-2
ses-20260317_grp-10_run01	T2	P1	P3	eda_mean	69	0.1899085042002126	0.2385415507089485	2
ses-20260317_grp-10_run01	T2	P1	P3	ppg_rate_proxy_bpm	69	0.10042012992527072	0.13587244671170662	-1
ses-20260317_grp-10_run01	T2	P1	P3	pupil_mean	17	0.06507891935457134	0.14779441131333515	-1
ses-20260317_grp-10_run01	T2	P1	P4	eda_mean	69	0.1199347502966499	0.2940349960688548	2
ses-20260317_grp-10_run01	T2	P1	P4	ppg_rate_proxy_bpm	69	-0.21239933071136757	-0.2013392819423245	-2
ses-20260317_grp-10_run01	T2	P1	P4	pupil_mean	17	0.4066478312878051	0.6276755084563608	-1
ses-20260317_grp-10_run01	T2	P2	P3	eda_mean	69	0.3692179630841398	0.369738113940663	1
ses-20260317_grp-10_run01	T2	P2	P3	ppg_rate_proxy_bpm	69	-0.026730445332660852	0.17265110958480423	1
ses-20260317_grp-10_run01	T2	P2	P3	pupil_mean	17	0.518724458649275	0.518724458649275	0
ses-20260317_grp-10_run01	T2	P2	P4	eda_mean	69	-0.13968096370457525	-0.13968096370457525	0
ses-20260317_grp-10_run01	T2	P2	P4	ppg_rate_proxy_bpm	69	0.09462646994653871	0.09578324104558786	-1
ses-20260317_grp-10_run01	T2	P2	P4	pupil_mean	17	0.3471898183251342	0.747469190309103	2
ses-20260317_grp-10_run01	T2	P3	P4	eda_mean	69	0.13726328252094627	0.15344525024350336	-1
ses-20260317_grp-10_run01	T2	P3	P4	ppg_rate_proxy_bpm	69	-0.16522889074516006	-0.08266919032398419	2
ses-20260317_grp-10_run01	T2	P3	P4	pupil_mean	17	0.5865034135362917	0.5865034135362917	0
ses-20260317_grp-10_run01	T3	P1	P2	eda_mean	52	-0.61929701937256	-0.5156697073141587	-2
ses-20260317_grp-10_run01	T3	P1	P2	ppg_rate_proxy_bpm	52	-0.17481362961249888	-0.05864019525346371	2
ses-20260317_grp-10_run01	T3	P1	P2	pupil_mean	12	0.7544017676044202	0.7544017676044202	0
ses-20260317_grp-10_run01	T3	P1	P3	eda_mean	52	-0.312710920437095	-0.2434540148292863	-2
ses-20260317_grp-10_run01	T3	P1	P3	ppg_rate_proxy_bpm	52	0.04050359872711972	0.30686449962280843	2
ses-20260317_grp-10_run01	T3	P1	P3	pupil_mean	12	0.5076242257626508	0.7197777391183223	1
ses-20260317_grp-10_run01	T3	P1	P4	eda_mean	52	-0.0367608948721409	0.08952185567555779	2
ses-20260317_grp-10_run01	T3	P1	P4	ppg_rate_proxy_bpm	52	0.2713849178579877	0.3203809572919223	2
ses-20260317_grp-10_run01	T3	P1	P4	pupil_mean	12	-0.2769609708057092	-0.08218310156165731	2
ses-20260317_grp-10_run01	T3	P2	P3	eda_mean	52	0.15615023990607432	0.22088158609408196	2
ses-20260317_grp-10_run01	T3	P2	P3	ppg_rate_proxy_bpm	52	0.05876927976557396	0.19045894189475845	-2
ses-20260317_grp-10_run01	T3	P2	P3	pupil_mean	12	0.4186360194638524	0.811297747180071	1
ses-20260317_grp-10_run01	T3	P2	P4	eda_mean	52	-0.0980200719687441	-0.09126809468099525	1
ses-20260317_grp-10_run01	T3	P2	P4	ppg_rate_proxy_bpm	52	0.08996643040155487	0.11805648027832806	-1
ses-20260317_grp-10_run01	T3	P2	P4	pupil_mean	12	-0.47518196853422917	-0.08963818549836854	2
ses-20260317_grp-10_run01	T3	P3	P4	eda_mean	52	-0.23388739215689333	-0.22492691030286882	-2
ses-20260317_grp-10_run01	T3	P3	P4	ppg_rate_proxy_bpm	52	0.11859739191729975	0.2075210025179244	2
ses-20260317_grp-10_run01	T3	P3	P4	pupil_mean	12	-0.1865660729394248	0.7221221934668879	2
ses-20260317_grp-10_run01	T4	P1	P2	eda_mean	29	-0.1190778265711667	-0.012020357863632326	-2
ses-20260317_grp-10_run01	T4	P1	P2	ppg_rate_proxy_bpm	29	-0.17998307833399174	0.1314136754537889	1
ses-20260317_grp-10_run01	T4	P1	P2	pupil_mean	58	0.3109204331669357	0.3337072305408113	2
ses-20260317_grp-10_run01	T4	P1	P3	eda_mean	29	-0.24996994177731724	0.0912172301369695	2
ses-20260317_grp-10_run01	T4	P1	P3	ppg_rate_proxy_bpm	29	0.16215530234971376	0.39457148137459963	2
ses-20260317_grp-10_run01	T4	P1	P3	pupil_mean	58	0.47791075754411816	0.47791075754411816	0
ses-20260317_grp-10_run01	T4	P1	P4	eda_mean	29	0.31121834395992326	0.7673017979716864	-1
ses-20260317_grp-10_run01	T4	P1	P4	ppg_rate_proxy_bpm	29	0.24258367159139613	0.3636938422581033	-2
ses-20260317_grp-10_run01	T4	P1	P4	pupil_mean	58	0.6183205833181723	0.6698898529661564	-1
ses-20260317_grp-10_run01	T4	P2	P3	eda_mean	29	0.5305368645964289	0.5466168724234022	1
ses-20260317_grp-10_run01	T4	P2	P3	ppg_rate_proxy_bpm	29	0.1189447209840452	0.20349106735418235	1
ses-20260317_grp-10_run01	T4	P2	P3	pupil_mean	58	0.0941154275180363	0.30775897411112463	2
ses-20260317_grp-10_run01	T4	P2	P4	eda_mean	29	-0.10703555165271769	-0.08120124692031436	2
ses-20260317_grp-10_run01	T4	P2	P4	ppg_rate_proxy_bpm	29	-0.07353123489213306	0.15847534615221542	-1
ses-20260317_grp-10_run01	T4	P2	P4	pupil_mean	58	0.23322363810734442	0.37609827766507514	2
ses-20260317_grp-10_run01	T4	P3	P4	eda_mean	29	-0.6159941337478791	-0.09371173848345987	2
ses-20260317_grp-10_run01	T4	P3	P4	ppg_rate_proxy_bpm	29	-0.39709224164869894	0.12042748469370919	-2
ses-20260317_grp-10_run01	T4	P3	P4	pupil_mean	58	0.6161420926664956	0.6161420926664956	0
ses-20260318_grp-11_run01	T0	P1	P2	pupil_mean	58	-0.09941800434480033	0.0023178578595546505	-2
ses-20260318_grp-11_run01	T0	P1	P3	pupil_mean	58	0.3965327291090083	0.5868195069933627	2
ses-20260318_grp-11_run01	T0	P1	P4	pupil_mean	58	0.09065016295261624	0.3074856531657454	2
ses-20260318_grp-11_run01	T0	P2	P3	pupil_mean	58	-0.25487524016665747	0.09188803759334346	2
ses-20260318_grp-11_run01	T0	P2	P4	pupil_mean	58	-0.21957066020208643	-0.05011186381180778	-2
ses-20260318_grp-11_run01	T0	P3	P4	pupil_mean	58	0.3770010002723514	0.7615605381891245	2
ses-20260318_grp-11_run01	T1	P1	P2	eda_mean	29	-0.5967403366765763	-0.5967403366765763	0
ses-20260318_grp-11_run01	T1	P1	P2	ppg_rate_proxy_bpm	29	-0.19501669490634074	-0.037531200363808546	-1
ses-20260318_grp-11_run01	T1	P1	P2	pupil_mean	33	0.48368076959320067	0.5227616864209694	1
ses-20260318_grp-11_run01	T1	P1	P3	eda_mean	29	0.4259566010503873	0.5074642789795077	2
ses-20260318_grp-11_run01	T1	P1	P3	ppg_rate_proxy_bpm	29	-0.06472577924449245	0.16829201712345143	-2
ses-20260318_grp-11_run01	T1	P1	P3	pupil_mean	33	0.6154049443695575	0.6154049443695575	0
ses-20260318_grp-11_run01	T1	P1	P4	eda_mean	29	0.5276254604408334	0.5276254604408334	0
ses-20260318_grp-11_run01	T1	P1	P4	ppg_rate_proxy_bpm	29	-0.2826198126698209	0.17594829163553735	1
ses-20260318_grp-11_run01	T1	P1	P4	pupil_mean	36	0.10318246536150065	0.5248337059646502	-2
ses-20260318_grp-11_run01	T1	P2	P3	eda_mean	29	-0.3111578138629235	-0.22192831503356839	2
ses-20260318_grp-11_run01	T1	P2	P3	ppg_rate_proxy_bpm	29	0.22934695478643607	0.22934695478643607	0
ses-20260318_grp-11_run01	T1	P2	P3	pupil_mean	33	0.6376679683296097	0.6376679683296097	0
ses-20260318_grp-11_run01	T1	P2	P4	eda_mean	29	-0.7201579523413723	-0.5419170467123405	2
ses-20260318_grp-11_run01	T1	P2	P4	ppg_rate_proxy_bpm	29	-0.01913550864500384	0.18963629373444588	-1
ses-20260318_grp-11_run01	T1	P2	P4	pupil_mean	36	0.07969077233849982	0.6981002672761304	-2
ses-20260318_grp-11_run01	T1	P3	P4	eda_mean	26	-0.22939756954264054	0.06495257914919746	2
ses-20260318_grp-11_run01	T1	P3	P4	ppg_rate_proxy_bpm	26	-0.05410221972988237	0.28980875370209874	-2
ses-20260318_grp-11_run01	T1	P3	P4	pupil_mean	36	0.17897964176854164	0.6548174417605455	-2
ses-20260318_grp-11_run01	T2	P1	P2	eda_mean	56	0.13207627196767996	0.14802472955172513	2
ses-20260318_grp-11_run01	T2	P1	P2	ppg_rate_proxy_bpm	56	0.11129402499453067	0.27476946136863734	-2
ses-20260318_grp-11_run01	T2	P1	P2	pupil_mean	56	0.5448406946374617	0.6518527519251562	-2
ses-20260318_grp-11_run01	T2	P1	P3	eda_mean	56	-0.4343694436189073	-0.2751344343084231	2
ses-20260318_grp-11_run01	T2	P1	P3	ppg_rate_proxy_bpm	56	0.183243726458862	0.27616457064732247	-1
ses-20260318_grp-11_run01	T2	P1	P3	pupil_mean	56	0.38905926110944716	0.4309719495676578	1
ses-20260318_grp-11_run01	T2	P1	P4	eda_mean	56	0.11875967067324601	0.21135046110061612	2
ses-20260318_grp-11_run01	T2	P1	P4	ppg_rate_proxy_bpm	56	-0.3161247507279911	0.004750541056450945	-1
ses-20260318_grp-11_run01	T2	P1	P4	pupil_mean	56	0.522308371523269	0.5480979100524119	-1
ses-20260318_grp-11_run01	T2	P2	P3	eda_mean	56	0.4403194400681319	0.45549787223568805	-1
ses-20260318_grp-11_run01	T2	P2	P3	ppg_rate_proxy_bpm	56	0.0329761793436897	0.0329761793436897	0
ses-20260318_grp-11_run01	T2	P2	P3	pupil_mean	56	0.6599557063652507	0.6599557063652507	0
ses-20260318_grp-11_run01	T2	P2	P4	eda_mean	56	0.30608959607827346	0.3526745411647366	2
ses-20260318_grp-11_run01	T2	P2	P4	ppg_rate_proxy_bpm	56	-0.08038719780968297	0.16121285506491254	-1
ses-20260318_grp-11_run01	T2	P2	P4	pupil_mean	56	0.7948745598305714	0.7948745598305714	0
ses-20260318_grp-11_run01	T2	P3	P4	eda_mean	56	0.2761781714130634	0.32799074752488316	2
ses-20260318_grp-11_run01	T2	P3	P4	ppg_rate_proxy_bpm	56	-0.20630467316327747	-0.03789803596709411	-2
ses-20260318_grp-11_run01	T2	P3	P4	pupil_mean	56	0.8103799352136583	0.8103799352136583	0
ses-20260318_grp-11_run01	T3	P1	P2	eda_mean	39	-0.7519497824002065	-0.6511650261646971	-2
ses-20260318_grp-11_run01	T3	P1	P2	ppg_rate_proxy_bpm	39	0.37701636485479534	0.49535943743793737	2
ses-20260318_grp-11_run01	T3	P1	P2	pupil_mean	39	0.32914992734809745	0.4201760312738131	1
ses-20260318_grp-11_run01	T3	P1	P3	eda_mean	39	0.5294878090739762	0.5478981603002075	1
ses-20260318_grp-11_run01	T3	P1	P3	ppg_rate_proxy_bpm	39	-0.04571640511543447	0.17113615698465515	-2
ses-20260318_grp-11_run01	T3	P1	P3	pupil_mean	39	0.39288215530927323	0.39288215530927323	0
ses-20260318_grp-11_run01	T3	P1	P4	eda_mean	39	0.24435828084872047	0.40792267159601664	-2
ses-20260318_grp-11_run01	T3	P1	P4	ppg_rate_proxy_bpm	39	0.08322194401811377	0.21173610148702687	-1
ses-20260318_grp-11_run01	T3	P1	P4	pupil_mean	39	0.39754039857442774	0.4829260495416657	1
ses-20260318_grp-11_run01	T3	P2	P3	eda_mean	39	-0.3582961199460642	-0.21770019591478115	-2
ses-20260318_grp-11_run01	T3	P2	P3	ppg_rate_proxy_bpm	39	-0.10652340861953218	0.27092778633304876	-2
ses-20260318_grp-11_run01	T3	P2	P3	pupil_mean	39	0.6685591864144946	0.6839181439984149	-1
ses-20260318_grp-11_run01	T3	P2	P4	eda_mean	39	-0.21971981390161063	0.08065766359220297	2
ses-20260318_grp-11_run01	T3	P2	P4	ppg_rate_proxy_bpm	39	0.05285623866178142	0.05285623866178142	0
ses-20260318_grp-11_run01	T3	P2	P4	pupil_mean	39	0.7375006247104862	0.7375006247104862	0
ses-20260318_grp-11_run01	T3	P3	P4	eda_mean	39	0.2101286390977722	0.39097413170668627	-2
ses-20260318_grp-11_run01	T3	P3	P4	ppg_rate_proxy_bpm	39	-0.0388546183314534	0.09224756778247206	-2
ses-20260318_grp-11_run01	T3	P3	P4	pupil_mean	39	0.6363796984182083	0.665299577983277	1
ses-20260318_grp-11_run01	T4	P1	P2	eda_mean	30	-0.39093714286328424	-0.3456436410768427	-1
ses-20260318_grp-11_run01	T4	P1	P2	ppg_rate_proxy_bpm	30	-0.1666351653993146	0.3492053438878157	-2
ses-20260318_grp-11_run01	T4	P1	P2	pupil_mean	30	-0.31922212724680077	-0.22378675672133613	-2
ses-20260318_grp-11_run01	T4	P1	P3	eda_mean	30	0.11712542406265712	0.2304104602131876	-2
ses-20260318_grp-11_run01	T4	P1	P3	ppg_rate_proxy_bpm	30	-0.013627532454578662	0.1255184190452838	1
ses-20260318_grp-11_run01	T4	P1	P3	pupil_mean	30	-0.4490994958317916	-0.2503853895063579	2
ses-20260318_grp-11_run01	T4	P1	P4	eda_mean	30	0.4877423235053676	0.5553401443391375	-2
ses-20260318_grp-11_run01	T4	P1	P4	ppg_rate_proxy_bpm	30	0.0960068942050837	0.2086085606074428	1
ses-20260318_grp-11_run01	T4	P1	P4	pupil_mean	30	-0.17971215213396935	-0.05491334179324449	2
ses-20260318_grp-11_run01	T4	P2	P3	eda_mean	30	-0.3347159459081287	-0.1009290630798651	2
ses-20260318_grp-11_run01	T4	P2	P3	ppg_rate_proxy_bpm	30	0.09319800731759863	0.1754250847979188	-1
ses-20260318_grp-11_run01	T4	P2	P3	pupil_mean	30	0.6357073172786507	0.6357073172786507	0
ses-20260318_grp-11_run01	T4	P2	P4	eda_mean	30	-0.23159257965632418	-0.22786270122933666	1
ses-20260318_grp-11_run01	T4	P2	P4	ppg_rate_proxy_bpm	30	-0.029914402094330578	0.25903602347607346	-2
ses-20260318_grp-11_run01	T4	P2	P4	pupil_mean	30	0.78802639983466	0.78802639983466	0
ses-20260318_grp-11_run01	T4	P3	P4	eda_mean	30	0.2726205768461806	0.42153589042327266	-1
ses-20260318_grp-11_run01	T4	P3	P4	ppg_rate_proxy_bpm	30	-0.2864253104136541	0.23686112823268	-2
ses-20260318_grp-11_run01	T4	P3	P4	pupil_mean	30	0.6922411471042625	0.6922411471042625	0
ses-20260318_grp-12_run01	T0	P1	P2	pupil_mean	43	0.4278850120097615	0.4278850120097615	0
ses-20260318_grp-12_run01	T0	P1	P3	pupil_mean	43	0.4747089302914891	0.4747089302914891	0
ses-20260318_grp-12_run01	T0	P1	P4	pupil_mean	43	0.34023680155085645	0.3456170100660122	1
ses-20260318_grp-12_run01	T0	P2	P3	pupil_mean	43	0.3253436430825816	0.3253436430825816	0
ses-20260318_grp-12_run01	T0	P2	P4	pupil_mean	43	0.014950076382151976	0.05160545861309979	1
ses-20260318_grp-12_run01	T0	P3	P4	pupil_mean	43	0.6429738011158032	0.6783243053713699	1
ses-20260318_grp-12_run01	T1	P1	P2	pupil_mean	50	0.1802191803316864	0.24777696472300428	2
ses-20260318_grp-12_run01	T1	P1	P3	pupil_mean	50	0.42014926105248884	0.42014926105248884	0
ses-20260318_grp-12_run01	T1	P1	P4	pupil_mean	50	0.5487343795131925	0.5613975194942018	1
ses-20260318_grp-12_run01	T1	P2	P3	pupil_mean	50	0.2753180047782793	0.2753180047782793	0
ses-20260318_grp-12_run01	T1	P2	P4	pupil_mean	50	0.37117137297695396	0.37117137297695396	0
ses-20260318_grp-12_run01	T1	P3	P4	pupil_mean	50	0.6850228077010051	0.6850228077010051	0
ses-20260318_grp-12_run01	T2	P1	P2	pupil_mean	57	0.46006142458164845	0.5268643271967034	1
ses-20260318_grp-12_run01	T2	P1	P3	pupil_mean	57	0.566114733099646	0.566114733099646	0
ses-20260318_grp-12_run01	T2	P1	P4	pupil_mean	57	0.6195955498037538	0.6195955498037538	0
ses-20260318_grp-12_run01	T2	P2	P3	pupil_mean	57	0.05203521429777559	0.18843298729416627	-2
ses-20260318_grp-12_run01	T2	P2	P4	pupil_mean	57	0.5822496678166829	0.5822496678166829	0
ses-20260318_grp-12_run01	T2	P3	P4	pupil_mean	57	0.5903013962725318	0.5903013962725318	0
ses-20260318_grp-12_run01	T3	P1	P2	pupil_mean	42	-0.01798856410513674	0.05309128644402845	-2
ses-20260318_grp-12_run01	T3	P1	P3	pupil_mean	42	0.6821507098989534	0.6821507098989534	0
ses-20260318_grp-12_run01	T3	P1	P4	pupil_mean	42	0.4814802787735873	0.6456868982931051	-1
ses-20260318_grp-12_run01	T3	P2	P3	pupil_mean	42	0.09220290132585585	0.11486754198441618	-2
ses-20260318_grp-12_run01	T3	P2	P4	pupil_mean	42	0.41368930926915387	0.41368930926915387	0
ses-20260318_grp-12_run01	T3	P3	P4	pupil_mean	42	0.7215815104485543	0.7555045795890275	-1
ses-20260318_grp-12_run01	T4	P1	P2	pupil_mean	24	0.6657353652829148	0.6657353652829148	0
ses-20260318_grp-12_run01	T4	P1	P3	pupil_mean	24	0.8340913610718077	0.8340913610718077	0
ses-20260318_grp-12_run01	T4	P1	P4	pupil_mean	24	0.6809445350972831	0.7458721844537328	1
ses-20260318_grp-12_run01	T4	P2	P3	pupil_mean	24	0.4317460578081383	0.5601294920818832	-1
ses-20260318_grp-12_run01	T4	P2	P4	pupil_mean	24	0.5371818312137794	0.7228946784212359	1
ses-20260318_grp-12_run01	T4	P3	P4	pupil_mean	24	0.42351924089900395	0.5297502845727118	1
ses-20260318_grp-13_run01	T0	P1	P2	eda_mean	54	0.16698243937038046	0.17575608641702808	-2
ses-20260318_grp-13_run01	T0	P1	P2	ppg_rate_proxy_bpm	54	0.5200053063954576	0.8091408764733432	1
ses-20260318_grp-13_run01	T0	P1	P2	pupil_mean	54	0.6224494516479707	0.6224494516479707	0
ses-20260318_grp-13_run01	T0	P1	P3	eda_mean	54	0.3379635381956039	0.3379635381956039	0
ses-20260318_grp-13_run01	T0	P1	P3	ppg_rate_proxy_bpm	54	0.32764143667210366	0.9454354235154452	-2
ses-20260318_grp-13_run01	T0	P1	P3	pupil_mean	54	0.03448620856361722	0.14303457961383384	2
ses-20260318_grp-13_run01	T0	P1	P4	eda_mean	54	-0.15904160940743067	-0.09468257071757677	2
ses-20260318_grp-13_run01	T0	P1	P4	pupil_mean	76	-0.3345424601728902	-0.19989653219804515	2
ses-20260318_grp-13_run01	T0	P2	P3	eda_mean	54	0.9139323975827545	0.9315346688809125	2
ses-20260318_grp-13_run01	T0	P2	P3	ppg_rate_proxy_bpm	54	0.034398749014958596	0.04123158162890912	-1
ses-20260318_grp-13_run01	T0	P2	P3	pupil_mean	54	0.16346515681156085	0.16346515681156085	0
ses-20260318_grp-13_run01	T0	P2	P4	eda_mean	54	-0.221981897306446	-0.1510551141143548	1
ses-20260318_grp-13_run01	T0	P2	P4	pupil_mean	76	-0.47957061686943847	-0.4464088319674278	-2
ses-20260318_grp-13_run01	T0	P3	P4	eda_mean	54	-0.24571917036934285	-0.20555560048422716	1
ses-20260318_grp-13_run01	T0	P3	P4	pupil_mean	76	0.02591071411363939	0.06948257958947103	-1
ses-20260318_grp-13_run01	T1	P1	P2	eda_mean	52	0.15844156256654574	0.21658632122051077	-2
ses-20260318_grp-13_run01	T1	P1	P2	pupil_mean	52	0.6256218847335199	0.6256218847335199	0
ses-20260318_grp-13_run01	T1	P1	P3	eda_mean	52	0.20720640866871354	0.256262486900276	1
ses-20260318_grp-13_run01	T1	P1	P3	pupil_mean	52	0.6272439613154934	0.652169225334873	1
ses-20260318_grp-13_run01	T1	P1	P4	eda_mean	52	0.08224760145795447	0.08224760145795447	0
ses-20260318_grp-13_run01	T1	P1	P4	pupil_mean	52	0.8196488121167022	0.8196488121167022	0
ses-20260318_grp-13_run01	T1	P2	P3	eda_mean	52	0.9196706131130921	0.9498364972699052	2
ses-20260318_grp-13_run01	T1	P2	P3	ppg_rate_proxy_bpm	52	-0.032912877896341806	0.07078361785617773	1
ses-20260318_grp-13_run01	T1	P2	P3	pupil_mean	52	0.45616688452026577	0.45616688452026577	0
ses-20260318_grp-13_run01	T1	P2	P4	eda_mean	52	-0.06145836463700803	-0.053949582660093864	1
ses-20260318_grp-13_run01	T1	P2	P4	pupil_mean	52	0.7234711618715175	0.7234711618715175	0
ses-20260318_grp-13_run01	T1	P3	P4	eda_mean	52	-0.0254760525489628	0.05338274148124126	2
ses-20260318_grp-13_run01	T1	P3	P4	pupil_mean	52	0.6295077895197599	0.6639911436536251	-1
ses-20260318_grp-13_run01	T2	P1	P2	eda_mean	60	-0.02225087974159346	0.01630253090742852	-2
ses-20260318_grp-13_run01	T2	P1	P2	pupil_mean	60	0.7834250689743933	0.7834250689743933	0
ses-20260318_grp-13_run01	T2	P1	P3	eda_mean	60	-0.0773906550822935	-0.0773906550822935	0
ses-20260318_grp-13_run01	T2	P1	P3	pupil_mean	55	0.4540214567528588	0.5062442413120839	-1
ses-20260318_grp-13_run01	T2	P1	P4	eda_mean	60	0.03174476869888015	0.16098301508305835	1
ses-20260318_grp-13_run01	T2	P1	P4	pupil_mean	60	0.6152688036856852	0.7965262771741879	-1
ses-20260318_grp-13_run01	T2	P2	P3	eda_mean	60	0.5218864453598459	0.5547107418417047	-2
ses-20260318_grp-13_run01	T2	P2	P3	ppg_rate_proxy_bpm	60	0.21293243093544695	0.4417890218380399	-1
ses-20260318_grp-13_run01	T2	P2	P3	pupil_mean	60	0.4667529739349099	0.49162750589241816	-1
ses-20260318_grp-13_run01	T2	P2	P4	eda_mean	60	0.21164463628274416	0.26426077094662176	2
ses-20260318_grp-13_run01	T2	P2	P4	pupil_mean	60	0.5749030688717182	0.6619882033816769	-2
ses-20260318_grp-13_run01	T2	P3	P4	eda_mean	60	0.15157886500776252	0.15157886500776252	0
ses-20260318_grp-13_run01	T2	P3	P4	pupil_mean	60	0.5431902180079788	0.5431902180079788	0
ses-20260318_grp-13_run01	T3	P1	P2	eda_mean	55	0.03603843673253613	0.04371311660956235	1
ses-20260318_grp-13_run01	T3	P1	P2	pupil_mean	55	0.5584072795519471	0.6687606285467583	1
ses-20260318_grp-13_run01	T3	P1	P3	eda_mean	55	0.08133813945485631	0.23880275885561883	1
ses-20260318_grp-13_run01	T3	P1	P3	pupil_mean	55	0.6089210352145497	0.6089210352145497	0
ses-20260318_grp-13_run01	T3	P1	P4	eda_mean	55	-0.007316306153603795	0.4929315945641454	2
ses-20260318_grp-13_run01	T3	P1	P4	pupil_mean	55	0.8387808106498663	0.8387808106498663	0
ses-20260318_grp-13_run01	T3	P2	P3	eda_mean	55	-0.5092685939681052	-0.4006833539960613	-2
ses-20260318_grp-13_run01	T3	P2	P3	ppg_rate_proxy_bpm	55	0.0692766380373925	0.35611485941756776	-1
ses-20260318_grp-13_run01	T3	P2	P3	pupil_mean	54	0.5444665683313769	0.6555622648251382	-2
ses-20260318_grp-13_run01	T3	P2	P4	eda_mean	55	0.1642331727543885	0.21134421322499872	-2
ses-20260318_grp-13_run01	T3	P2	P4	pupil_mean	55	0.48033867517292195	0.5410818514187027	-1
ses-20260318_grp-13_run01	T3	P3	P4	eda_mean	55	0.04070640589024354	0.04070640589024354	0
ses-20260318_grp-13_run01	T3	P3	P4	pupil_mean	55	0.6475732346023978	0.6528031563084364	1
ses-20260318_grp-13_run01	T4	P1	P2	eda_mean	18	-0.17784315153979882	-0.046859126078478475	-2
ses-20260318_grp-13_run01	T4	P1	P2	pupil_mean	18	0.7906875556873012	0.7906875556873012	0
ses-20260318_grp-13_run01	T4	P1	P3	eda_mean	18	-0.15414480559607982	0.09557847698969212	-2
ses-20260318_grp-13_run01	T4	P1	P3	pupil_mean	18	0.5138304336820765	0.5180777572757884	1
ses-20260318_grp-13_run01	T4	P1	P4	eda_mean	18	0.3331353331178625	0.3331353331178625	0
ses-20260318_grp-13_run01	T4	P1	P4	pupil_mean	18	0.9242586417475255	0.9242586417475255	0
ses-20260318_grp-13_run01	T4	P2	P3	eda_mean	18	0.5592249946403803	0.7326084081281554	-1
ses-20260318_grp-13_run01	T4	P2	P3	ppg_rate_proxy_bpm	18	0.05601859382902594	0.06456628089454848	2
ses-20260318_grp-13_run01	T4	P2	P3	pupil_mean	18	0.6824709067566367	0.8081125773199905	1
ses-20260318_grp-13_run01	T4	P2	P4	eda_mean	18	-0.07254600203677614	0.07125881807112222	2
ses-20260318_grp-13_run01	T4	P2	P4	pupil_mean	18	0.8015568928953452	0.8015568928953452	0
ses-20260318_grp-13_run01	T4	P3	P4	eda_mean	18	0.15271231314913988	0.15271231314913988	0
ses-20260318_grp-13_run01	T4	P3	P4	pupil_mean	18	0.5689157009130291	0.5856851272729395	-1
ses-20260319_grp-14_run01	T0	P1	P2	eda_mean	30	0.8692197742573334	0.8692197742573334	0
ses-20260319_grp-14_run01	T0	P1	P2	ppg_rate_proxy_bpm	30	-0.38089583688694345	0.2769401080494633	2
ses-20260319_grp-14_run01	T0	P1	P2	pupil_mean	30	0.5622320504262355	0.5622320504262355	0
ses-20260319_grp-14_run01	T0	P1	P3	eda_mean	30	0.9282365980013826	0.9282365980013826	0
ses-20260319_grp-14_run01	T0	P1	P3	ppg_rate_proxy_bpm	30	-0.016897514217823945	0.21228415078803203	2
ses-20260319_grp-14_run01	T0	P1	P3	pupil_mean	30	0.5076205420563119	0.5076205420563119	0
ses-20260319_grp-14_run01	T0	P1	P4	eda_mean	30	0.9045064177320673	0.9238623020426202	1
ses-20260319_grp-14_run01	T0	P1	P4	ppg_rate_proxy_bpm	30	0.10475048620868149	0.24582269796019504	1
ses-20260319_grp-14_run01	T0	P1	P4	pupil_mean	30	0.2715929067946162	0.2715929067946162	0
ses-20260319_grp-14_run01	T0	P2	P3	eda_mean	30	0.6751162212829819	0.7072294505813292	-1
ses-20260319_grp-14_run01	T0	P2	P3	ppg_rate_proxy_bpm	30	0.21521936112549694	0.3616842505255002	-1
ses-20260319_grp-14_run01	T0	P2	P3	pupil_mean	30	0.516100900983828	0.516100900983828	0
ses-20260319_grp-14_run01	T0	P2	P4	eda_mean	30	0.807250588009771	0.8837439408347073	2
ses-20260319_grp-14_run01	T0	P2	P4	ppg_rate_proxy_bpm	30	-0.07314354949271051	0.3286769666306168	-2
ses-20260319_grp-14_run01	T0	P2	P4	pupil_mean	30	0.05731668655953168	0.17086788419299634	-2
ses-20260319_grp-14_run01	T0	P3	P4	eda_mean	30	0.8713397483603437	0.8869037609180945	-2
ses-20260319_grp-14_run01	T0	P3	P4	ppg_rate_proxy_bpm	30	0.26440493099699774	0.4163006580570207	1
ses-20260319_grp-14_run01	T0	P3	P4	pupil_mean	30	0.6534181132391954	0.7361327098472601	-1
ses-20260319_grp-14_run01	T1	P1	P2	eda_mean	56	0.21170464605954598	0.31741540858368006	2
ses-20260319_grp-14_run01	T1	P1	P2	ppg_rate_proxy_bpm	56	0.03170799314234222	0.17567549471997085	-2
ses-20260319_grp-14_run01	T1	P1	P2	pupil_mean	56	0.6388091239225213	0.6388091239225213	0
ses-20260319_grp-14_run01	T1	P1	P3	eda_mean	56	-0.1853002247411279	-0.12367963762862229	-2
ses-20260319_grp-14_run01	T1	P1	P3	ppg_rate_proxy_bpm	56	0.02012580791004042	0.1163802031406938	2
