group_id	task_id	window_index	window_start_s	n_spk_rows	n_speakers	lex_agreement_count	lex_bigram_entropy	lex_certainty_count	lex_clause_density	lex_concreteness_coverage	lex_concreteness_mean	lex_concreteness_std	lex_dm_additive	lex_dm_causal	lex_dm_contrast	lex_dm_elaboration	lex_dm_temporal	lex_hedging_count	lex_i_count	lex_long_word_ratio	lex_mean_word_len	lex_negative_count	lex_parse_depth_mean	lex_positive_count	lex_question_count	lex_sentiment_ratio	lex_social_composite	lex_subordination_ratio	lex_suggestion_count	lex_trigram_entropy	lex_ttr	lex_turn_cohesion	lex_unique_words	lex_vader_compound	lex_vader_neg	lex_vader_neu	lex_vader_pos	lex_we_count	lex_we_i_ratio	lex_word_count	lex_word_gini	lex_word_hhi
grp-09	T2	10	300.0	2	1	0	6.440175154846098	0	9.0	0.9052631578947369	2.310116279069767	0.9387776493138676	3	1	1	6	3	9	3	0.1368421052631579	3.9894736842105263	0	2.9902912621359223	4	0	0.8	0.042105263157894736	0.8888888888888888	0	6.496148058419866	0.6210526315789474	0.13559322033898305	59	0.7269	0.011	0.896	0.093	0	0.0	95	0.75	1.0
grp-09	T2	11	330.0	4	2	1	6.379753126795122	1	3.0	0.896551724137931	2.4689743589743594	0.8787353817489141	5	1	1	4	1	8	3	0.19540229885057472	4.482758620689655	0	3.09	4	0	0.8	0.05747126436781609	0.6666666666666666	0	6.385861524373001	0.7931034482758621	0.08788230739450252	69	0.8667	0.018	0.83	0.152	2	0.4	87	0.5316091954022989	0.5079931298718456
grp-09	T2	12	360.0	4	3	1	5.727920454563195	1	2.0	0.8888888888888888	2.536875	0.9702344137930449	2	1	0	2	0	5	3	0.14814814814814814	4.388888888888889	0	1.7704918032786885	3	0	0.75	0.07407407407407407	0.5	0	5.700439718141095	0.8888888888888888	0.026625704045058884	48	0.91	0.042	0.696	0.262	3	0.5	54	0.5648148148148148	0.5397805212620028
grp-09	T2	13	390.0	3	1	1	5.9375	0	5.0	0.9230769230769231	2.2353333333333336	0.8296856164971297	1	0	0	0	1	6	3	0.1076923076923077	4.323076923076923	0	3.7941176470588234	4	0	0.8	0.07692307692307693	0.8	0	5.945533891753889	0.7538461538461538	0.06672932330827067	49	0.9382	0.0	0.795	0.205	2	0.4	65	0.75	1.0
grp-09	T2	14	420.0	5	1	1	6.430789610741691	0	2.8	0.9444444444444444	2.3602352941176474	1.003701357588458	0	0	1	0	0	9	3	0.17777777777777778	4.655555555555556	2	2.7864077669902914	1	0	-0.25	0.022222222222222223	0.6428571428571429	0	6.436704345910033	0.7	0.08125422582826233	63	0.5251	0.048	0.869	0.083	0	0.0	90	0.75	1.0
grp-09	T2	15	450.0	3	2	0	5.717850465126429	0	3.3333333333333335	0.8909090909090909	2.2418367346938775	0.831898918186058	2	0	1	0	0	1	2	0.14545454545454545	4.127272727272727	0	2.625	0	0	0.0	0.0	0.7	1	5.727920454563195	0.7818181818181819	0.12104072398190047	43	0.7468	0.0	0.859	0.141	2	0.5	55	0.5409090909090909	0.5133884297520661
grp-09	T2	16	480.0	4	2	1	5.991598582259227	0	1.8333333333333333	0.9242424242424242	2.282459016393443	0.8537144601492264	0	1	0	0	0	4	1	0.19696969696969696	4.212121212121212	0	2.1216216216216215	0	2	0.0	0.015151515151515152	0.45454545454545453	0	6.0	0.803030303030303	0.03232323232323232	53	0.6966	0.0	0.917	0.083	2	0.6666666666666666	66	0.5378787878787878	0.5114784205693297
grp-09	T2	17	510.0	5	3	2	5.543295834054494	0	2.0	0.8979591836734694	2.421136363636364	0.8759364233599349	0	1	0	2	1	5	3	0.16326530612244897	4.408163265306122	0	2.1228070175438596	1	2	0.5	0.061224489795918366	0.5	0	5.55458885167764	0.8775510204081632	0.008928571428571428	43	0.8105	0.0	0.828	0.172	1	0.25	49	0.3622448979591837	0.36026655560183257
grp-09	T2	18	540.0	7	2	1	5.341744485170485	1	1.6666666666666667	1.0	2.865217391304348	1.0203595681881925	3	1	0	1	0	3	6	0.13043478260869565	3.739130434782609	0	1.962962962962963	0	2	0.0	0.021739130434782608	0.4	0	5.4594316186372955	0.6739130434782609	0.09369256474519633	31	0.3736	0.0	0.925	0.075	1	0.14285714285714285	46	0.5652173913043478	0.5340264650283554
grp-09	T2	19	570.0	8	3	1	5.090032776601483	0	1.125	0.8974358974358975	2.4602857142857144	0.7593248343638134	1	0	0	0	0	0	1	0.05128205128205128	3.948717948717949	0	1.5625	1	2	0.5	0.05128205128205128	0.1111111111111111	0	5.155399311574899	0.7948717948717948	0.03339517625231911	31	0.8738	0.056	0.646	0.298	0	0.0	39	0.5961538461538461	0.581854043392505
grp-09	T3	0	0.0	3	2	2	3.169925001442312	0	1.0	0.9	2.7655555555555558	1.171334577035112	0	0	0	0	0	1	0	0.0	3.5	0	1.1428571428571428	0	0	0.0	0.2	0.0	0	3.0	1.0	0.0	10	0.5994	0.0	0.62	0.38	0		10	0.7	0.8200000000000001
grp-09	T3	1	30.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-09	T3	2	60.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-09	T3	3	90.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-09	T3	4	120.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-09	T3	5	150.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-09	T3	6	180.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-09	T3	7	210.0	1	1	1	2.584962500721156	0	3.0	0.8571428571428571	2.5450000000000004	0.6414241966125069	0	0	0	0	0	0	0	0.14285714285714285	4.142857142857143	0	1.7	0	1	0.0	0.14285714285714285	0.6666666666666666	0	2.321928094887362	1.0		7	0.0	0.0	1.0	0.0	1	1.0	7	0.75	1.0
grp-09	T3	8	240.0	5	2	0	4.754887502163471	0	1.25	0.7857142857142857	2.4954545454545456	0.9709916546440706	0	0	0	0	0	0	0	0.14285714285714285	4.142857142857143	0	1.7941176470588236	0	0	0.0	0.0	0.2	1	4.70043971814109	0.9642857142857143	0.022727272727272728	27	0.0	0.0	1.0	0.0	0		28	0.7142857142857143	0.8673469387755102
grp-09	T3	9	270.0	6	3	3	5.727920454563195	0	1.5	0.7777777777777778	2.36047619047619	0.900653076227923	2	2	0	2	0	5	6	0.14814814814814814	4.092592592592593	1	1.9275362318840579	2	0	0.25	0.09259259259259259	0.3333333333333333	0	5.700439718141095	0.7777777777777778	0.0487509534706331	42	0.8255	0.056	0.718	0.226	0	0.0	54	0.28703703703703703	0.336076817558299
grp-09	T3	10	300.0	7	2	6	6.162492001110314	1	1.6666666666666667	0.9012345679012346	2.5427397260273974	1.0681263332416764	3	1	1	6	0	11	3	0.07407407407407407	3.8518518518518516	0	2.4166666666666665	6	1	0.8571428571428571	0.14814814814814814	0.4	0	6.278464292480902	0.654320987654321	0.17183006535947712	53	0.9885	0.029	0.605	0.366	0	0.0	81	0.6759259259259259	0.747599451303155
grp-09	T3	11	330.0	3	3	1	6.155399311574901	0	2.6666666666666665	0.84	2.300317460317461	0.9642349846215669	6	0	1	7	3	12	1	0.18666666666666668	4.48	0	2.792682926829268	7	1	0.875	0.10666666666666667	0.625	0	6.189824558880028	0.68	0.058693244739756366	51	0.9692	0.019	0.698	0.283	0	0.0	75	0.5033333333333333	0.5000888888888889
grp-09	T3	12	360.0	3	1	1	6.026438844826319	1	3.0	0.9305555555555556	2.424776119402985	0.9456110055186938	0	1	1	1	0	11	5	0.1111111111111111	4.152777777777778	0	2.831168831168831	2	0	0.6666666666666666	0.041666666666666664	0.6666666666666666	0	6.100711588373543	0.7083333333333334	0.010638297872340425	51	0.9537	0.034	0.731	0.235	0	0.0	72	0.75	1.0
grp-09	T3	13	390.0	13	3	2	6.5224625007211605	1	2.0	0.865979381443299	2.6807142857142856	1.083290606169446	1	0	0	4	0	3	5	0.08247422680412371	3.948453608247423	1	1.55	3	1	0.4	0.05154639175257732	0.5	0	6.569855608330948	0.6907216494845361	0.04149159663865546	67	0.8722	0.088	0.722	0.19	2	0.2857142857142857	97	0.5695876288659794	0.5659474970772664
grp-09	T3	14	420.0	10	4	0	6.121578105420169	1	1.3	0.9722222222222222	2.8334285714285716	1.17117387475044	2	1	0	6	1	7	4	0.08333333333333333	3.9722222222222223	0	1.3333333333333333	3	1	0.75	0.041666666666666664	0.23076923076923078	0	6.129283016944973	0.75	0.056216931216931214	54	0.7759	0.0	0.899	0.101	1	0.2	72	0.2152777777777778	0.28742283950617287
grp-09	T3	15	450.0	4	2	2	6.422487187278316	1	2.6	0.9270833333333334	2.650112359550562	1.1048814002976275	3	1	3	5	1	13	7	0.14583333333333334	4.197916666666667	1	2.955357142857143	5	0	0.5714285714285714	0.07291666666666667	0.6153846153846154	0	6.490759064443582	0.7083333333333334	0.061754385964912284	68	0.9839	0.044	0.664	0.292	0	0.0	96	0.5833333333333334	0.5555555555555556
grp-09	T3	16	480.0	2	1	1	5.827642470572459	0	3.0	0.9344262295081968	2.597017543859649	1.065128218807121	3	1	2	0	0	4	3	0.18032786885245902	4.327868852459017	1	3.75	2	0	0.25	0.04918032786885246	0.6666666666666666	0	5.882643049361836	0.7868852459016393	0.0625	48	0.6322	0.076	0.79	0.134	0	0.0	61	0.75	1.0
grp-09	T3	17	510.0	8	4	3	6.6182681734397235	0	2.857142857142857	0.9174311926605505	2.5358	1.0602633446460366	2	0	2	6	1	12	4	0.09174311926605505	3.9357798165137616	0	3.1512605042016806	6	0	0.8571428571428571	0.08256880733944955	0.65	0	6.685392220045997	0.6422018348623854	0.0438657029046045	70	0.8353	0.119	0.689	0.193	0	0.0	109	0.48394495412844035	0.4550963723592291
grp-09	T3	18	540.0	8	3	2	6.431631929387607	0	2.25	0.851063829787234	2.22325	0.9197034508470652	0	3	3	2	1	7	4	0.19148936170212766	4.414893617021277	2	2.309734513274336	2	0	0.0	0.0425531914893617	0.5555555555555556	0	6.501822825622244	0.723404255319149	0.03215927750410509	68	0.8761	0.018	0.847	0.135	1	0.2	94	0.39361702127659576	0.3755092802172929
grp-09	T3	19	570.0	6	3	4	6.699331946607903	0	1.8888888888888888	0.9357798165137615	2.3073529411764704	0.98617296187162	9	3	0	4	2	7	0	0.13761467889908258	4.08256880733945	0	2.364406779661017	5	0	0.8333333333333334	0.08256880733944955	0.47058823529411764	0	6.741466986401138	0.6330275229357798	0.08476796695590524	69	0.9708	0.0	0.794	0.206	4	1.0	109	0.6123853211009175	0.6047470751620234
grp-09	T3	20	600.0	2	1	0	4.39231742277876	0	2.0	0.8636363636363636	2.664736842105263	0.9461132035363512	0	0	0	0	0	2	0	0.13636363636363635	4.181818181818182	0	1.9259259259259258	0	0	0.0	0.0	0.5	2	4.321928094887363	0.9545454545454546	0.047619047619047616	21	0.1779	0.097	0.778	0.125	1	1.0	22	0.75	1.0
grp-09	T3	21	630.0	6	2	4	6.121578105420169	0	1.6666666666666667	0.9166666666666666	2.3536363636363635	0.9656661013433921	5	0	0	3	0	6	1	0.1388888888888889	4.083333333333333	0	2.5952380952380953	4	0	0.8	0.1111111111111111	0.4	0	6.129283016944973	0.8055555555555556	0.04977769977769978	58	0.9622	0.047	0.644	0.309	1	0.5	72	0.7291666666666666	0.9201388888888891
grp-09	T3	22	660.0	6	2	3	5.790532187507497	0	2.4	0.9850746268656716	2.2665151515151516	0.876849547276105	0	1	2	0	0	4	3	0.11940298507462686	4.08955223880597	0	2.2337662337662336	0	0	0.0	0.04477611940298507	0.5833333333333334	0	5.899290889951534	0.5970149253731343	0.036086956521739134	40	0.8338	0.0	0.865	0.135	1	0.25	67	0.5410447761194029	0.5134773891735354
grp-09	T3	23	690.0	10	3	0	5.512035660188278	0	1.2222222222222223	0.8333333333333334	2.85075	1.008170093535808	0	0	0	0	0	3	2	0.22916666666666666	4.520833333333333	0	1.639344262295082	0	3	0.0	0.0	0.18181818181818182	1	5.5235619560570095	0.8125	0.029541446208112873	39	0.787	0.046	0.764	0.19	2	0.5	48	0.4270833333333333	0.3967013888888889
grp-09	T3	24	720.0	2	2	1	2.0	0	1.0	1.0	2.286	0.863958332328591	0	0	0	1	0	1	1	0.0	3.8	0	0.75	1	1	0.5	0.4	0.0	0	1.584962500721156	1.0	0.0	5	0.6115	0.0	0.375	0.625	0	0.0	5	0.65	0.6800000000000002
grp-10	T1	0	0.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T1	1	30.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T1	2	60.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T1	3	90.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T1	4	120.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T1	5	150.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T1	6	180.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T1	7	210.0	6	2	2	6.100711588373543	1	1.6666666666666667	0.9295774647887324	2.2081818181818185	0.8667999473698246	3	2	0	2	0	9	4	0.15492957746478872	4.126760563380282	0	2.246913580246914	3	1	0.75	0.07042253521126761	0.4	1	6.108524456778164	0.704225352112676	0.025384615384615384	50	0.7483	0.027	0.838	0.135	1	0.2	71	0.6373239436619719	0.6508629240230113
grp-10	T1	8	240.0	2	2	3	5.3219280948873635	0	1.5	0.8292682926829268	2.3055882352941177	0.8923834284605487	3	0	0	0	0	0	1	0.17073170731707318	4.829268292682927	0	3.5681818181818183	2	0	0.6666666666666666	0.12195121951219512	0.3333333333333333	0	5.285402218862247	0.926829268292683	0.0	38	0.8271	0.0	0.792	0.208	0	0.0	41	0.6890243902439024	0.785841760856633
grp-10	T1	9	270.0	3	1	2	5.512035660188278	0	2.3333333333333335	0.875	2.2661904761904763	0.8925830690458969	0	2	0	0	0	5	3	0.20833333333333334	4.583333333333333	0	2.689655172413793	1	0	0.5	0.0625	0.5714285714285714	1	5.5235619560570095	0.875	0.09401709401709402	42	0.1868	0.042	0.901	0.057	1	0.25	48	0.75	1.0
grp-10	T1	10	300.0	3	2	2	5.762714575568245	0	3.0	0.8793103448275862	2.4027450980392153	0.8173368480989246	3	1	0	0	0	4	2	0.1896551724137931	4.758620689655173	0	3.753846153846154	1	0	0.5	0.05172413793103448	0.6666666666666666	0	5.807354922057609	0.8620689655172413	0.0125	50	0.8658	0.0	0.835	0.165	1	0.3333333333333333	58	0.5517241379310345	0.5214030915576694
grp-10	T1	11	330.0	3	1	2	5.585055102756479	1	2.75	0.8679245283018868	2.2919565217391304	0.7860429780406617	1	1	1	1	0	2	2	0.20754716981132076	4.716981132075472	0	1.9298245614035088	3	0	0.75	0.09433962264150944	0.6363636363636364	0	5.6724253419715005	0.8113207547169812	0.015625	43	0.9071	0.0	0.75	0.25	0	0.0	53	0.75	1.0
grp-10	T1	12	360.0	3	2	4	5.8820418282618245	0	2.6666666666666665	0.890625	2.330701754385965	0.8575277800198045	0	2	1	0	0	3	2	0.171875	4.34375	0	2.73972602739726	1	2	0.5	0.078125	0.625	0	5.954196310386873	0.765625	0.14194373401534527	49	0.7516	0.0	0.877	0.123	0	0.0	64	0.703125	0.830078125
grp-10	T1	13	390.0	2	2	0	5.923671014717825	0	7.0	0.8571428571428571	2.330666666666666	0.866069409586912	5	1	0	3	0	7	6	0.12857142857142856	4.042857142857143	0	3.0945945945945947	3	0	0.75	0.04285714285714286	0.8571428571428571	0	6.058051076544463	0.6714285714285714	0.10638297872340426	47	0.5574	0.038	0.864	0.098	0	0.0	70	0.6142857142857143	0.6044897959183673
grp-10	T1	14	420.0	3	1	3	4.735926350629034	0	2.3333333333333335	0.8620689655172413	2.2156000000000002	0.753764313296935	0	0	0	0	0	2	3	0.10344827586206896	3.793103448275862	0	2.0	1	0	0.5	0.13793103448275862	0.5714285714285714	0	4.754887502163471	0.8620689655172413	0.10101010101010101	25	0.7096	0.0	0.79	0.21	0	0.0	29	0.75	1.0
grp-10	T1	15	450.0	4	2	2	6.05055344228541	0	3.0	0.9142857142857143	2.1825	0.805597604266547	2	2	1	1	0	10	5	0.14285714285714285	4.014285714285714	1	3.3972602739726026	2	0	0.25	0.05714285714285714	0.6666666666666666	0	6.087462841250345	0.7428571428571429	0.03968253968253968	52	0.9153	0.017	0.818	0.165	0	0.0	70	0.6	0.58
grp-10	T1	16	480.0	5	2	2	6.46963087410744	2	2.4	0.8571428571428571	2.3519230769230766	0.9272084622911823	3	0	1	2	0	5	3	0.1978021978021978	4.4945054945054945	0	2.803921568627451	5	0	0.8333333333333334	0.07692307692307693	0.5833333333333334	0	6.47573343096641	0.7252747252747253	0.11004062362758014	66	0.9554	0.0	0.802	0.198	0	0.0	91	0.6401098901098901	0.6570462504528438
grp-10	T1	17	510.0	5	3	3	4.906890595608519	0	3.0	0.9354838709677419	2.496551724137931	0.9599866229745762	2	1	0	0	0	2	3	0.06451612903225806	3.2580645161290325	0	2.393939393939394	3	1	0.75	0.1935483870967742	0.6666666666666666	2	4.857980995127571	0.8387096774193549	0.08928571428571427	26	0.9134	0.0	0.63	0.37	1	0.25	31	0.3629032258064516	0.36316337148803335
grp-10	T1	18	540.0	10	4	8	5.882643049361836	0	1.75	0.9	2.5305555555555554	0.886132706110945	1	0	1	0	1	2	2	0.03333333333333333	3.55	0	2.1506849315068495	2	3	0.6666666666666666	0.16666666666666666	0.42857142857142855	1	5.85798099512757	0.6833333333333333	0.028619528619528618	41	0.8831	0.0	0.758	0.242	1	0.3333333333333333	60	0.6166666666666667	0.6833333333333333
grp-10	T1	19	570.0	3	2	1	3.321928094887362	0	1.3333333333333333	0.8181818181818182	2.861111111111111	0.9745590962577722	0	0	0	1	0	0	2	0.0	3.090909090909091	0	1.0625	0	1	0.0	0.09090909090909091	0.25	0	3.169925001442312	1.0	0.0	11	0.296	0.0	0.738	0.262	0	0.0	11	0.5681818181818182	0.5371900826446281
grp-10	T2	0	0.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T2	1	30.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T2	2	60.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T2	3	90.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T2	4	120.0	0	0	0		0					0	0	0	0	0	0	0			0		0	0				0				0					0		0		
grp-10	T2	5	150.0	4	2	2	5.0	0	1.5	0.9090909090909091	2.506	0.898007423874287	1	1	0	0	0	3	1	0.06060606060606061	4.0606060606060606	0	1.7560975609756098	1	1	0.5	0.09090909090909091	0.3333333333333333	0	4.954196310386877	0.9696969696969697	0.03333333333333333	32	0.7713	0.0	0.796	0.204	2	0.6666666666666666	33	0.7045454545454546	0.8347107438016528
grp-10	T2	6	180.0	2	2	2	5.848744744277091	0	1.75	0.9333333333333333	2.178035714285714	0.7550908640754462	3	1	1	1	0	5	2	0.16666666666666666	4.25	0	2.227272727272727	3	0	0.75	0.08333333333333333	0.42857142857142855	0	5.85798099512757	0.8333333333333334	0.04	50	0.9294	0.049	0.679	0.272	2	0.5	60	0.625	0.625
grp-10	T2	7	210.0	4	2	1	4.523561956057013	0	1.25	0.9583333333333334	2.4156521739130437	0.8468859893852378	0	1	0	0	0	2	2	0.041666666666666664	3.9166666666666665	0	1.5714285714285714	0	1	0.0	0.041666666666666664	0.2	0	4.459431618637295	0.9583333333333334	0.020833333333333332	23	0.4588	0.0	0.846	0.154	1	0.3333333333333333	24	0.6041666666666666	0.5868055555555556
grp-10	T2	8	240.0	2	2	3	5.55458885167764	1	2.5	0.8541666666666666	2.303658536585366	0.9215304240377129	2	1	0	2	0	3	1	0.1875	4.5625	0	4.384615384615385	3	0	0.75	0.125	0.6	0	5.5235619560570095	0.8958333333333334	0.046511627906976744	43	0.886	0.0	0.776	0.224	0	0.0	48	0.6875	0.78125
grp-10	T2	9	270.0	2	1	1	5.766802911333374	1	3.5	0.9193548387096774	2.3882456140350876	0.8406328501769086	6	1	0	1	0	1	1	0.16129032258064516	4.403225806451613	0	4.390625	3	0	0.75	0.06451612903225806	0.7142857142857143	0	5.806890595608516	0.7580645161290323	0.19148936170212766	47	0.9399	0.0	0.743	0.257	1	0.5	62	0.75	1.0
grp-10	T2	10	300.0	6	2	2	5.930737337562883	0	2.2	0.9193548387096774	2.581754385964912	1.0506975507644993	4	2	1	2	0	5	2	0.0967741935483871	4.048387096774194	0	2.6714285714285713	2	1	0.6666666666666666	0.06451612903225806	0.5454545454545454	0	5.906890595608517	0.8225806451612904	0.035949183303085296	51	0.669	0.026	0.866	0.108	0	0.0	62	0.6290322580645161	0.6331945889698232
grp-10	T2	11	330.0	6	1	2	5.773557262275183	0	1.6	0.8852459016393442	2.2979629629629628	0.8527328174097191	2	1	2	1	1	2	2	0.08196721311475409	4.147540983606557	0	2.1506849315068495	1	0	0.5	0.04918032786885246	0.375	0	5.882643049361836	0.7049180327868853	0.06568144499178982	43	0.8624	0.0	0.843	0.157	0	0.0	61	0.75	1.0
grp-10	T2	12	360.0	6	3	3	6.050553442285411	3	2.6	0.8714285714285714	2.3891803278688526	0.8221509076944714	0	0	1	1	0	3	4	0.12857142857142856	4.371428571428571	1	2.5057471264367814	3	0	0.4	0.08571428571428572	0.6153846153846154	0	6.058051076544463	0.7142857142857143	0.0	50	0.8321	0.083	0.72	0.197	3	0.42857142857142855	70	0.65	0.6926530612244898
grp-10	T2	13	390.0	4	2	2	5.402964207440784	0	1.4	0.9130434782608695	2.3811904761904765	0.9336084689218659	2	0	0	3	0	4	2	0.17391304347826086	4.434782608695652	0	2.1636363636363636	3	0	0.75	0.10869565217391304	0.2857142857142857	0	5.413977073182751	0.782608695652174	0.022222222222222223	36	0.8805	0.0	0.771	0.229	0	0.0	46	0.7282608695652174	0.9168241965973536
grp-10	T2	14	420.0	3	2	1	5.897950452316982	0	3.75	0.9032258064516129	2.334107142857143	0.842970463780388	1	0	1	1	0	5	3	0.20967741935483872	4.693548387096774	0	2.915492957746479	1	0	0.5	0.03225806451612903	0.7333333333333333	0	5.906890595608517	0.8064516129032258	0.10909090909090909	50	0.9587	0.0	0.733	0.267	0	0.0	62	0.5483870967741935	0.5187304890738814
grp-10	T2	15	450.0	4	1	0	5.923181998146339	2	3.5	0.9402985074626866	2.426190476190477	1.04868690164752	3	2	0	4	0	2	2	0.16417910447761194	4.343283582089552	0	2.3294117647058825	1	0	0.5	0.014925373134328358	0.7142857142857143	0	6.022367813028458	0.6268656716417911	0.08888888888888889	42	-0.6361	0.144	0.794	0.062	0	0.0	67	0.75	1.0
grp-10	T2	16	480.0	2	1	0	5.643856189774728	0	3.5	0.9215686274509803	2.5376595744680848	1.0399431505860706	2	3	0	1	0	3	1	0.23529411764705882	4.529411764705882	0	3.754385964912281	1	0	0.5	0.0196078431372549	0.7142857142857143	0	5.614709844115208	0.803921568627451	0.12195121951219512	41	0.6077	0.0	0.908	0.092	0	0.0	51	0.75	1.0
grp-10	T2	17	510.0	5	2	2	6.697524987952251	0	3.8333333333333335	0.9017857142857143	2.365643564356436	0.8556526266587906	5	1	2	7	0	9	6	0.08035714285714286	3.8839285714285716	0	3.066666666666667	4	1	0.8	0.05357142857142857	0.7391304347826086	0	6.781359713524669	0.6339285714285714	0.04236111111111111	71	0.9578	0.031	0.778	0.191	1	0.14285714285714285	112	0.5178571428571429	0.5025510204081632
grp-10	T2	18	540.0	2	2	1	4.0	0	2.0	0.8823529411764706	2.530666666666667	0.7753319002566292	0	0	1	0	0	0	0	0.11764705882352941	4.352941176470588	0	2.857142857142857	0	0	0.0	0.058823529411764705	0.5	0	3.906890595608518	0.9411764705882353	0.0	16	0.4939	0.0	0.781	0.219	0		17	0.7205882352941176	0.8892733564013842
grp-10	T2	19	570.0	2	2	2	6.652448756449976	0	4.0	0.9626168224299065	2.239611650485437	0.842332547767991	5	1	1	2	2	8	4	0.09345794392523364	3.794392523364486	0	3.575221238938053	3	1	0.75	0.04672897196261682	0.75	1	6.714245517666113	0.6074766355140186	0.046153846153846156	65	0.9751	0.0	0.806	0.194	1	0.2	107	0.7079439252336449	0.8459254083326055
grp-10	T2	20	600.0	2	2	1	4.6808134280893965	0	2.5	0.8571428571428571	2.1979166666666665	0.6895045272190427	0	1	0	1	0	1	0	0.10714285714285714	4.321428571428571	0	3.4242424242424243	2	0	0.6666666666666666	0.10714285714285714	0.6	0	4.70043971814109	0.8928571428571429	0.0	25	0.6573	0.08	0.658	0.262	1	1.0	28	0.7321428571428571	0.931122448979592
grp-10	T2	21	630.0	5	2	2	6.297079327540665	1	3.0	0.9058823529411765	2.358311688311688	0.9484346674572857	6	1	0	3	0	7	5	0.16470588235294117	4.211764705882353	0	3.7204301075268815	3	0	0.75	0.058823529411764705	0.6666666666666666	1	6.375039431346932	0.7411764705882353	0.10387808757373974	63	0.743	0.043	0.836	0.121	2	0.2857142857142857	85	0.5676470588235294	0.5366089965397923
grp-10	T2	22	660.0	3	1	1	5.807354922057609	0	2.0	0.8771929824561403	2.2243999999999997	0.8022871306458803	5	1	1	0	0	0	1	0.19298245614035087	4.052631578947368	0	5.233333333333333	2	0	0.6666666666666666	0.05263157894736842	0.5	0	5.7813597135246555	0.7368421052631579	0.0125	42	0.841	0.0	0.841	0.159	0	0.0	57	0.75	1.0
grp-10	T2	23	690.0	3	2	0	6.014091089055431	0	2.6666666666666665	0.8656716417910447	2.2412068965517244	0.8041746198822631	4	2	1	1	0	4	3	0.22388059701492538	4.492537313432836	0	2.712328767123288	1	0	0.5	0.014925373134328358	0.625	0	6.022367813028458	0.7910447761194029	0.0625	53	0.0857	0.038	0.919	0.043	1	0.25	67	0.5261194029850746	0.5054577856983739
grp-10	T2	24	720.0	4	2	0	5.563856189774728	1	2.2	0.9019607843137255	2.25	0.8808987505358673	1	3	0	0	0	3	4	0.13725490196078433	3.9607843137254903	0	1.694915254237288	0	0	0.0	0.0	0.5454545454545454	0	5.614709844115208	0.803921568627451	0.06673881673881674	41	-0.3612	0.048	0.952	0.0	1	0.2	51	0.5147058823529411	0.5017301038062284
grp-10	T2	25	750.0	2	2	2	5.543295834054494	0	1.8	0.8775510204081632	2.5225581395348833	0.9630525427556726	1	2	1	1	0	5	2	0.08163265306122448	3.938775510204082	0	3.0701754385964914	1	1	0.5	0.061224489795918366	0.4444444444444444	0	5.55458885167764	0.8571428571428571	0.07142857142857142	42	0.5331	0.097	0.731	0.172	0	0.0	49	0.6785714285714286	0.7551020408163265
grp-10	T2	26	780.0	3	2	3	4.584962500721156	0	1.6666666666666667	0.96	2.32875	0.7357666778039534	1	0	1	0	0	1	1	0.2	4.08	0	2.0344827586206895	0	0	0.0	0.12	0.4	0	4.523561956057013	0.92	0.0	23	0.7096	0.0	0.727	0.273	0	0.0	25	0.65	0.6800000000000002
grp-10	T2	27	810.0	9	4	3	4.857980995127571	0	1.1111111111111112	0.9333333333333333	2.710714285714286	1.0269230342958264	0	2	1	0	0	0	2	0.1	3.5	1	1.0731707317073171	1	2	0.0	0.13333333333333333	0.1	0	4.807354922057606	0.9	0.125	27	0.4199	0.054	0.749	0.197	1	0.3333333333333333	30	0.38333333333333336	0.37777777777777777
