group_id	task_id	window_index	group_hr_mean_bpm_mean	group_hrv_rmssd_ms_mean	group_eda_phasic_rate_hz_mean	group_temp_mean_mean	group_et_pupil_mean_mean	group_et_blink_rate_per_min_mean	group_et_gaze_dispersion_mean	tr_spk_duration_s	tr_backchannel_count	tr_overlap_count	tr_competitive_overlap	cluster
grp-07	T2	12	0.7009177639308566	0.4725214753779923	-0.6288509351606288	1.0484906042553395	2.8491	22.686	0.1395	15.945	0.0	0.0	0.0	0
grp-07	T2	13	1.0496127139934883	0.9068806819257224	1.3603059744647379	1.1512475766615136	2.8078	16.6809	0.123	24.57	1.0	1.0	0.0	0
grp-07	T2	14	1.2851616566457902	-0.13507591566025645	2.415204420189897	1.1944707475942589	2.8186	21.3372	0.13	22.352	0.0	0.0	0.0	0
grp-07	T2	15	0.8900780569998819	-0.2115424471771203	1.3575003934920649	1.2621598643380005	2.967	25.3549	0.1362	52.385	0.0	0.0	0.0	0
grp-07	T2	16	0.9742051558143952	0.7980054726375438	0.6589107312964141	1.2540045490676877	3.0826	24.0204	0.1234	27.957	0.0	3.0	0.0	0
grp-07	T2	17	0.38665026456792084	1.1592037646440363	-0.041081721385573124	1.2572666751758128	3.0322	22.004	0.1183	28.645	1.0	4.0	2.0	1
grp-07	T2	18	0.7290872540552293	-0.23481240035431544	-0.9795485567447907	1.2849947470949346	2.9647	28.0238	0.0866	36.226	1.0	1.0	0.0	0
grp-07	T2	19	1.103576789536366	-1.6356442704570457	-1.2152173584493473	1.186315432323946	2.9535	32.6944	0.0697	21.046	2.0	0.0	0.0	0
grp-07	T2	20	0.020654913801211934	-0.27652451559310764	0.3054075287395789	1.1275971623775194	2.9311	28.6781	0.1018	47.549	0.0	5.0	2.0	1
grp-07	T2	21	-0.33287652102738957	-0.5516234128685475	1.1330539156782011	0.9995587126333464	2.9664	26.6894	0.1376	41.908	0.0	4.0	4.0	1
grp-07	T2	22	-0.8729679882981509	-0.15510272915862067	0.19037870885997396	0.7769186057532543	3.0387	26.6845	0.1454	34.992	0.0	1.0	0.0	0
grp-07	T2	23	-1.2110192048614823	-0.8993095695056116	-0.7480881264992436	0.6725305702930178	3.0436	24.0204	0.1363	38.38	1.0	6.0	4.0	1
grp-07	T2	24	-0.5120691483600972	-1.0347035514040717	-0.391779342969735	0.6129967688195889	3.1061	20.017	0.1264	17.372	0.0	1.0	1.0	0
grp-07	T2	25	-0.1737232355923904	0.4962174101242106	0.4288530915372035	0.6284918678332123	3.1616	18.6701	0.1226	7.612	0.0	2.0	1.0	0
grp-07	T2	26	0.2364938809018736	1.0745867857731881	0.42604751056453055	0.6602975973875195	3.0266	25.3549	0.1754	7.206	0.0	2.0	0.0	0
