group_id	task_id	window_index	group_hr_mean_bpm_mean	group_hrv_rmssd_ms_mean	group_eda_phasic_rate_hz_mean	group_temp_mean_mean	group_et_pupil_mean_mean	group_et_blink_rate_per_min_mean	group_et_gaze_dispersion_mean	tr_spk_duration_s	tr_backchannel_count	tr_overlap_count	tr_competitive_overlap	cluster
grp-15	T1	11	-1.1273666855863056	2.261252907232338	-0.41376872942449655	0.791944052344522	2.9967	14.5106	0.1642	30.248	5.0	1.0	1.0	0
grp-15	T1	12	-0.24945478084929298	2.056700928136224	-0.9256918129471743	0.6396118571191189	3.0304	15.0127	0.1871	30.899	1.0	1.0	0.0	0
grp-15	T1	13	0.5910131768911463	-0.271784055286257	-2.205499521753868	0.5493409266151837	2.9827	17.013	0.1764	32.54	2.0	3.0	0.0	0
grp-15	T1	14	0.01822902318253722	-0.4380905137159753	-0.9256918129471743	0.4259236388168333	3.0202	16.5055	0.1602	4.1	1.0	1.0	0.0	0
grp-15	T2	0	-0.6787243554181007	0.8850884330126448	0.09355624256953404	-1.2751192078669267	2.9899	11.502	0.106	0.0	0.0	0.0	0.0	0
grp-15	T2	2	-0.07033214527184714	-0.9530112163955965	0.994786102184308	-1.3809054545512414	2.9963	14.5122	0.1138	18.0	0.0	0.0	0.0	0
grp-15	T2	3	-0.39854553504493206	0.9582215437966191	-0.03212547254681171	-1.4895126678137978	2.9983	22.0038	0.1955	28.0	2.0	0.0	0.0	0
grp-15	T2	4	-0.8519282990443893	0.18135877627746763	-1.3104004775106235	-1.560036832269991	2.8174	20.0167	0.1137	31.091	1.0	4.0	1.0	1
grp-15	T2	5	-1.1271885768007384	0.4370277840477794	0.8675716832250793	-1.537469099644007	2.6973	13.0109	0.1007	31.611	3.0	0.0	0.0	0
grp-15	T2	6	0.18511695525909386	0.771267670254045	0.6054793260922113	-1.4641239686095222	2.8208	18.506	0.1883	30.0	3.0	0.0	0.0	0
grp-15	T2	7	1.2771019195721807	-0.1140183472834001	0.7372918565800864	-1.3759687630392934	2.9096	20.0169	0.1619	35.0	1.0	0.0	0.0	0
grp-15	T2	8	0.5631871043152107	0.45154638885824816	1.2492149401027646	-1.2779401744451684	2.9153	19.5128	0.1603	23.0	1.0	0.0	0.0	0
grp-15	T2	9	0.42634475429627605	0.7556219279167005	0.8645062755393151	-1.1876692439412333	2.9464	20.0076	0.1537	34.0	0.0	0.0	0.0	0
grp-15	T2	10	0.7465706500704601	-0.6124412453285738	1.2522803477885287	-1.1277237041534216	3.0094	20.0168	0.1167	27.971	0.0	0.0	0.0	0
grp-15	T2	11	1.0158574331723984	0.3208185631965145	0.9917206944985429	-0.9662233675487079	3.0927	23.0168	0.1244	26.0	5.0	1.0	0.0	0
grp-15	T2	12	1.2916383366096362	0.26456903328386533	0.6085447337779765	-0.8117754473896485	3.09	32.5274	0.1262	45.952	3.0	0.0	0.0	0
grp-15	T2	13	0.6098790074854681	0.7573495345427153	0.3495177843308727	-0.7743976402278205	3.1285	32.5178	0.1075	10.448	4.0	4.0	2.0	1
grp-15	T2	14	-0.38479005652881265	0.653176532282015	0.9917206944985429	-0.7222097585302487	3.1711	17.5095	0.0811	36.844	2.0	4.0	0.0	0
grp-15	T2	15	-0.5295924991950236	2.1511792058354047	0.9932533983414259	-0.6107815786894506	3.1296	15.513	0.1225	30.0	1.0	1.0	0.0	0
grp-15	T2	16	-1.176305499589872	1.3650242628714755	0.47979761097586565	-0.5691723216602601	3.1073	16.0108	0.1366	30.429	1.0	1.0	1.0	0
grp-15	T2	17	-0.938872787752856	1.4962183745934348	0.09815435409818077	-0.5931505375753647	3.1124	14.5062	0.1355	36.382	3.0	0.0	0.0	0
grp-15	T2	18	-0.5101786415681884	0.31879575388488907	0.22843418074317368	-0.5275630646311197	3.1528	15.5131	0.1471	24.929	0.0	2.0	1.0	0
grp-15	T2	19	-0.24279625240423963	-0.10604116561997615	1.123533224986418	-0.3646522447372851	3.1687	13.0096	0.1215	28.148	2.0	1.0	1.0	0
grp-15	T2	20	-0.07588091897605827	0.3675679339540694	0.8645062755393151	-0.2595712396975058	3.1446	21.5091	0.1647	23.0	2.0	0.0	0.0	0
grp-15	T2	21	-1.1382450221817226	1.7849064736644504	-0.1608725953489225	-0.20879384128905476	3.143	23.5158	0.1864	31.1	2.0	2.0	0.0	0
grp-15	T2	22	-1.7593377588065076	0.35133178624550465	-0.928757220632939	-0.1671845842599144	3.1497	15.5121	0.1535	10.0	0.0	0.0	0.0	0
grp-15	T3	0	2.6253169229375426	0.5395603986577588	-0.5425158522266074	1.136807216535398	2.9883	15.5026	0.1073	22.368	0.0	2.0	0.0	0
grp-15	T3	1	1.7951381727325668	0.08867519672375837	0.994786102184308	1.1135342422648287	3.0077	17.3479	0.0781	20.946	2.0	1.0	0.0	0
grp-15	T3	2	2.0825372492591177	-0.2684865071049514	-0.1578071876631579	1.0867350597714822	3.0231	15.5131	0.1183	26.693	0.0	0.0	0.0	0
grp-15	T3	3	2.3116536508777226	0.14266374243071084	-0.1608725953489225	1.0613463605672568	2.9425	15.0026	0.1861	38.975	1.0	1.0	1.0	0
grp-15	T3	4	0.6217574934152245	0.7123680253228488	-0.7969446901450635	1.1198814170658975	2.8175	15.0127	0.1453	12.327	2.0	0.0	0.0	0
grp-15	T3	5	-0.8037978249137817	-1.0007233504573583	-0.2850216066223862	1.2658664374902318	2.7523	26.6891	0.1162	23.549	1.0	1.0	0.0	0
grp-15	T3	6	-1.1108847725834243	-0.6498212853939754	-1.3104004775106235	1.313822869320441	2.7449	31.0172	0.1137	23.522	3.0	1.0	0.0	0
grp-15	T3	7	-0.31183395782528606	-0.7447692037293543	-1.6920437343883084	1.2538773295326795	2.7687	15.513	0.161	23.883	2.0	1.0	1.0	0
grp-15	T3	8	0.65965356271362	-0.6257354299089547	-1.5663620192719625	1.3307486687899415	2.8071	18.0111	0.179	15.638	3.0	3.0	0.0	0
grp-15	T3	9	0.6144961352344043	-0.8054903834138052	-1.5663620192719625	1.4435873319198604	2.8157	12.6754	0.1559	17.057	2.0	0.0	0.0	0
grp-15	T3	10	-0.37182921720983875	-1.6454124700704797	-1.1785879470227483	1.5564259950498296	2.7959	14.6789	0.1532	22.017	1.0	3.0	1.0	0
grp-15	T3	11	-0.8760962911782901	-1.7681698232207363	-1.0544389357492847	1.6191925014158328	2.7997	16.6778	0.134	25.416	3.0	2.0	2.0	0
grp-15	T3	12	-0.8325692441208055	-2.2113395004171954	-1.3104004775106235	1.6184872597712474	2.8202	16.0134	0.1292	5.852	1.0	2.0	0.0	0
