group_id	task_id	window_index	window_start_s	group_hr_mean_bpm_mean	group_eda_phasic_rate_hz_mean	group_temp_mean_mean	group_et_pupil_mean_mean	tr_silence_duration_s	tr_backchannel_count	tr_laughter_count	tr_n_active_speakers	tr_ovl_count	tr_ovl_contested	tr_ovl_time_s	tr_ovl_collaboration_index
grp-08	T1	11	330.0	54.9905	0.1335	36.4811	2.9431	7.09	0.0	0.0	2.0	0.0	0.0	0.0	0.0
grp-08	T1	12	360.0	58.1877	0.1417	36.4752	2.9912	9.526	0.0	0.0	1.0	2.0	0.0	0.733	0.0
grp-08	T1	13	390.0	60.5814	0.2002	36.4763	2.9711	5.038	0.0	0.0	1.0	4.0	1.0	1.441	0.25
grp-08	T1	14	420.0	60.2499	0.1503	36.4548	2.9953	8.531	0.0	0.0	3.0	0.0	0.0	0.0	0.0
grp-08	T1	15	450.0	62.7455	0.0584	36.4469	2.9963	7.665	1.0	0.0	2.0	0.0	0.0	0.0	0.0
grp-08	T1	16	480.0	65.4953	0.075	36.4475	2.9313	15.988	0.0	0.0	2.0	0.0	0.0	0.0	0.0
grp-08	T1	17	510.0	61.5801	0.0668	36.4528	2.9172	18.239	1.0	2.0	4.0	0.0	0.0	0.0	0.0
grp-08	T1	18	540.0	59.8332	0.0668	36.4581	2.9675	23.491	0.0	0.0	2.0	0.0	0.0	0.0	0.0
grp-08	T1	19	570.0	58.385	0.0917	36.4515	2.9804	117.575	0.0	1.0	4.0	0.0	0.0	0.0	0.0
grp-08	T1	23	690.0	70.248	0.1169	36.4994	2.879	8.353	0.0	0.0	2.0	0.0	0.0	0.0	0.0
grp-08	T1	24	720.0	66.6971	0.1168	36.5191	2.9058	21.316	0.0	0.0	2.0	0.0	0.0	0.0	0.0
grp-08	T1	25	750.0	66.6107	0.1001	36.5171	2.8373	10.929	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T1	26	780.0	67.4336	0.0501	36.5044	2.8315	16.971	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T1	27	810.0	67.4746	0.0835	36.4919	2.8644	6.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-08	T1	28	840.0	66.063	0.1085	36.4851	2.8992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
