group_hr_mean_bpm_mean	group_eda_phasic_rate_hz_mean	group_et_pupil_mean_mean	tr_silence_duration_s	tr_backchannel_count	tr_laughter_count	tr_n_active_speakers	tr_ovl_time_s	tr_ovl_competitive_timing	tr_ovl_collaboration_index	group_id	task_id	window_index
64.8234	0.2172	3.1552	3.659	0.0	0.0	2.0	0.0	0.0	0.0	grp-11	T2	12
65.7765	0.2423	3.1492	5.726	3.0	0.0	3.0	0.0	0.0	0.0	grp-11	T2	13
90.5589	0.2508	3.1628	6.964	0.0	0.0	1.0	0.0	0.0	0.0	grp-11	T2	14
128.9712	0.3256	3.1914	5.418	4.0	0.0	3.0	0.0	0.0	0.0	grp-11	T2	15
111.185	0.2588	3.1753	1.405	1.0	0.0	2.0	0.0	0.0	0.0	grp-11	T2	16
108.3343	0.2177	3.1623	10.799	1.0	4.0	3.0	0.0	0.0	0.0	grp-11	T2	17
97.7902	0.318	3.1592	3.632	4.0	1.0	4.0	0.0	0.0	0.0	grp-11	T2	18
79.443	0.2922	3.1471	13.181	0.0	5.0	3.0	0.0	0.0	0.0	grp-11	T2	19
47.7767	0.1838	3.15	18.476	1.0	5.0	4.0	0.0	0.0	0.0	grp-11	T2	20
54.4756	0.1337	3.137	9.923	1.0	2.0	3.0	0.0	0.0	0.0	grp-11	T2	21
51.0345	0.2672	3.1187	6.213	0.0	0.0	3.0	0.0	0.0	0.0	grp-11	T2	22
139.9798	0.1587	3.1481	11.691	4.0	0.0	4.0	0.0	0.0	0.0	grp-11	T2	23
93.064	0.1922	3.1706	73.91	0.0	0.0	2.0	0.0	0.0	0.0	grp-11	T2	24
105.9677	0.2256	3.0884	8.225	0.0	2.0	1.0	0.0	0.0	0.0	grp-11	T2	26
128.1099	0.2674	3.1299	38.994	0.0	0.0	1.0	0.0	0.0	0.0	grp-11	T2	27
135.6418	0.1924	3.1523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	grp-11	T2	28
63.1259	0.2337	3.0979	5.193	2.0	3.0	4.0	0.0	0.0	0.0	grp-11	T3	0
86.9166	0.2674	3.1244	7.136	0.0	1.0	1.0	0.0	0.0	0.0	grp-11	T3	1
43.8187	0.2759	2.9242	24.881	1.0	0.0	3.0	0.0	0.0	0.0	grp-11	T3	2
45.9817	0.2427	2.7565	38.918	1.0	1.0	2.0	0.0	0.0	0.0	grp-11	T3	3
79.1355	0.2005	2.7569	19.509	0.0	0.0	1.0	0.0	0.0	0.0	grp-11	T3	4
126.6265	0.2009	2.7679	18.668	1.0	1.0	1.0	0.0	0.0	0.0	grp-11	T3	5
92.3622	0.2674	2.7996	11.65	1.0	8.0	4.0	0.0	0.0	0.0	grp-11	T3	6
76.9099	0.2838	2.8597	16.719	2.0	1.0	3.0	0.0	0.0	0.0	grp-11	T3	7
95.5579	0.2254	2.886	15.142	2.0	0.0	2.0	0.0	0.0	0.0	grp-11	T3	8
48.0004	0.192	2.9882	12.936	4.0	0.0	3.0	0.0	0.0	0.0	grp-11	T3	9
92.2659	0.2257	3.0204	7.175	8.0	0.0	4.0	0.0	0.0	0.0	grp-11	T3	10
88.9702	0.2672	2.9758	6.661	0.0	0.0	2.0	0.0	0.0	0.0	grp-11	T3	11
85.244	0.2337	2.9824	9.843	3.0	4.0	4.0	0.0	0.0	0.0	grp-11	T3	12
50.2052	0.2595	3.0077	12.185	1.0	2.0	4.0	0.0	0.0	0.0	grp-11	T3	13
81.243	0.2673	3.072	6.474	1.0	0.0	2.0	0.0	0.0	0.0	grp-11	T3	14
120.1441	0.2505	3.0583	13.704	2.0	0.0	3.0	0.0	0.0	0.0	grp-11	T3	15
45.8376	0.2424	3.0165	12.905	0.0	0.0	3.0	0.0	0.0	0.0	grp-11	T3	16
108.4123	0.0668	2.7582	4.144	0.0	0.0	0.0	0.0	0.0	0.0	grp-12	T1	0
46.6418	0.0	2.7336	9.325	0.0	0.0	0.0	0.0	0.0	0.0	grp-12	T1	1
123.1618	0.0	2.7249	5.996	0.0	0.0	0.0	0.0	0.0	0.0	grp-12	T1	2
61.1111	0.0	2.7308	84.53	1.0	0.0	2.0	0.0	0.0	0.0	grp-12	T1	3
39.1791	0.2003	2.7958	5.707	0.0	0.0	0.0	0.0	0.0	0.0	grp-12	T1	6
47.1106	0.2005	2.6194	6.899	0.0	0.0	2.0	0.0	0.0	0.0	grp-12	T1	7
69.202	0.0334	2.4692	2.198	2.0	0.0	2.0	0.0	0.0	0.0	grp-12	T1	8
42.698	0.0334	2.468	6.968	1.0	0.0	2.0	0.0	0.0	0.0	grp-12	T1	9
51.3447	0.0	2.4877	3.194	3.0	0.0	2.0	0.0	0.0	0.0	grp-12	T1	10
39.0071	0.0334	2.5396	6.748	2.0	0.0	3.0	0.0	0.0	0.0	grp-12	T1	11
40.2439	0.0334	2.6845	23.786	2.0	0.0	2.0	0.0	0.0	0.0	grp-12	T1	12
133.794	0.0	2.7841	7.945	1.0	0.0	2.0	0.0	0.0	0.0	grp-12	T1	13
47.5888	0.0336	2.7999	5.938	1.0	0.0	2.0	0.0	0.0	0.0	grp-12	T1	14
84.5865	0.0334	2.7404	2.922	1.0	0.0	2.0	0.0	0.0	0.0	grp-12	T1	15
36.7647	0.0	2.6097	11.086	0.0	0.0	3.0	0.0	0.0	0.0	grp-12	T1	16
54.375	0.0334	2.7046	16.024	1.0	0.0	3.0	0.0	0.0	0.0	grp-12	T1	17
79.5455	0.1003	2.7535	2.712	2.0	0.0	2.0	0.0	0.0	0.0	grp-12	T1	18
65.2174	0.0668	2.6448	12.994	0.0	0.0	1.0	0.0	0.0	0.0	grp-12	T1	19
43.2331	0.0	2.5975	6.088	1.0	1.0	2.0	0.0	0.0	0.0	grp-12	T1	20
82.3171	0.0668	2.7938	4.983	0.0	0.0	0.0	0.0	0.0	0.0	grp-12	T2	0
66.6667	0.1335	2.7977	5.306	0.0	0.0	1.0	0.0	0.0	0.0	grp-12	T2	1
37.013	0.1005	2.8284	6.167	2.0	0.0	1.0	0.0	0.0	0.0	grp-12	T2	2
37.9747	0.134	2.8927	29.919	0.0	0.0	0.0	0.0	0.0	0.0	grp-12	T2	3
51.8519	0.1001	2.8646	24.156	0.0	1.0	1.0	0.0	0.0	0.0	grp-12	T2	4
204.5455	0.0669	2.6758	1.916	2.0	0.0	1.0	0.0	0.0	0.0	grp-12	T2	5
80.8824	0.0669	2.5752	0.487	2.0	0.0	2.0	0.0	0.0	0.0	grp-12	T2	6
205.036	0.1004	2.6797	14.198	0.0	0.0	2.0	0.0	0.0	0.0	grp-12	T2	7
206.9575	0.1004	2.7388	1.664	1.0	0.0	2.0	0.0	0.0	0.0	grp-12	T2	8
194.3099	0.0	2.7986	3.56	0.0	0.0	2.0	0.0	0.0	0.0	grp-12	T2	9
144.802	0.0334	2.8677	0.91	1.0	0.0	1.0	0.0	0.0	0.0	grp-12	T2	10
143.3002	0.0334	2.9498	3.264	0.0	0.0	2.0	0.0	0.0	0.0	grp-12	T2	11
207.3317	0.0	2.9611	27.47	0.0	0.0	4.0	0.0	0.0	0.0	grp-12	T2	12
81.3253	0.0	2.899	0.0	0.0	0.0	1.0	0.0	0.0	0.0	grp-12	T2	13
44.226	0.0668	2.905	19.868	1.0	0.0	1.0	0.0	0.0	0.0	grp-12	T2	14
43.1655	0.1001	2.9409	0.0	2.0	0.0	1.0	0.0	0.0	0.0	grp-12	T2	15
88.125	0.1003	2.9543	5.166	1.0	0.0	3.0	0.0	0.0	0.0	grp-12	T2	16
196.5649	0.0668	2.9052	3.076	6.0	1.0	4.0	0.0	0.0	0.0	grp-12	T2	17
134.5209	0.0668	2.8685	3.653	1.0	0.0	1.0	0.0	0.0	0.0	grp-12	T2	18
51.3959	0.0668	2.9188	5.876	0.0	0.0	3.0	0.0	0.0	0.0	grp-12	T2	19
49.8721	0.0	2.8376	13.226	2.0	2.0	4.0	0.0	0.0	0.0	grp-12	T2	20
137.9093	0.0	2.8024	1.287	1.0	0.0	2.0	0.0	0.0	0.0	grp-12	T2	21
106.3144	0.1004	2.8722	9.24	4.0	0.0	3.0	0.0	0.0	0.0	grp-12	T2	22
99.7442	0.1344	2.8965	2.139	1.0	0.0	3.0	0.0	0.0	0.0	grp-12	T2	23
60.1504	0.1001	2.9014	7.461	3.0	1.0	3.0	0.0	0.0	0.0	grp-12	T2	24
55.4187	0.1001	2.8651	12.846	0.0	0.0	2.0	0.0	0.0	0.0	grp-12	T2	25
37.6884	0.2343	2.896	7.929	1.0	2.0	4.0	0.0	0.0	0.0	grp-12	T2	26
36.445	0.2343	2.9109	0.0	0.0	0.0	1.0	0.0	0.0	0.0	grp-12	T2	27
70.3841	0.0667	2.9828	1.543	0.0	0.0	0.0	0.0	0.0	0.0	grp-13	T1	0
65.3495	0.0668	3.0104	2.779	1.0	0.0	1.0	0.0	0.0	0.0	grp-13	T1	1
63.7276	0.1001	2.923	2.917	0.0	0.0	0.0	0.0	0.0	0.0	grp-13	T1	2
71.1741	0.0921	2.9371	6.687	0.0	0.0	1.0	0.0	0.0	0.0	grp-13	T1	3
71.5615	0.0585	2.9032	3.295	1.0	0.0	2.0	0.0	0.0	0.0	grp-13	T1	4
67.4528	0.0419	2.9228	87.295	0.0	0.0	0.0	0.0	0.0	0.0	grp-13	T1	5
62.4641	0.0668	2.8123	0.841	0.0	0.0	1.0	0.0	0.0	0.0	grp-13	T1	8
64.9004	0.0084	2.5579	6.26	0.0	0.0	1.0	0.0	0.0	0.0	grp-13	T1	9
69.6199	0.0417	2.4846	4.743	3.0	0.0	2.0	0.0	0.0	0.0	grp-13	T1	10
67.1803	0.0668	2.5164	9.762	1.0	0.0	1.0	0.0	0.0	0.0	grp-13	T1	11
61.972	0.0501	2.5051	0.0	1.0	0.0	1.0	0.0	0.0	0.0	grp-13	T1	12
63.6058	0.0667	2.6651	0.868	6.0	0.0	1.0	0.0	0.0	0.0	grp-13	T1	13
67.7247	0.0918	2.9246	4.081	1.0	0.0	2.0	0.0	0.0	0.0	grp-13	T1	14
73.5295	0.1167	2.9371	13.273	0.0	0.0	2.0	0.0	0.0	0.0	grp-13	T1	15
75.7936	0.1168	2.7975	6.488	4.0	0.0	2.0	0.0	0.0	0.0	grp-13	T1	16
74.3656	0.142	2.8051	4.848	2.0	0.0	3.0	0.0	0.0	0.0	grp-13	T1	17
67.4896	0.1169	2.9022	10.378	8.0	0.0	4.0	0.0	0.0	0.0	grp-13	T1	18
63.9631	0.1252	2.9572	8.131	2.0	0.0	2.0	0.0	0.0	0.0	grp-13	T1	19
64.7648	0.0334	2.9063	11.694	0.0	0.0	3.0	0.0	0.0	0.0	grp-13	T2	0
65.0824	0.0417	2.8836	1.741	0.0	0.0	0.0	0.0	0.0	0.0	grp-13	T2	1
65.4998	0.0751	2.8532	4.148	0.0	0.0	0.0	0.0	0.0	0.0	grp-13	T2	2
66.6955	0.1086	2.8234	59.048	0.0	0.0	0.0	0.0	0.0	0.0	grp-13	T2	3
68.0649	0.0751	2.6504	0.0	0.0	0.0	1.0	0.0	0.0	0.0	grp-13	T2	5
72.0547	0.0919	2.5494	4.102	0.0	0.0	1.0	0.0	0.0	0.0	grp-13	T2	6
72.2999	0.0501	2.6428	3.522	0.0	0.0	1.0	0.0	0.0	0.0	grp-13	T2	7
67.2955	0.0917	2.7589	9.831	0.0	0.0	1.0	0.0	0.0	0.0	grp-13	T2	8
65.5791	0.1336	2.8609	5.026	3.0	0.0	2.0	0.0	0.0	0.0	grp-13	T2	9
64.8023	0.1501	2.9513	1.762	1.0	0.0	1.0	0.0	0.0	0.0	grp-13	T2	10
63.6108	0.1502	2.9705	6.884	0.0	0.0	2.0	0.0	0.0	0.0	grp-13	T2	11
58.8582	0.1669	2.9491	1.582	3.0	0.0	1.0	0.0	0.0	0.0	grp-13	T2	12
62.5506	0.1502	2.9085	3.173	1.0	0.0	2.0	0.0	0.0	0.0	grp-13	T2	13
66.656	0.142	2.9265	3.101	2.0	0.0	1.0	0.0	0.0	0.0	grp-13	T2	14
69.1746	0.1001	2.9199	3.221	2.0	0.0	1.0	0.0	0.0	0.0	grp-13	T2	15
68.4152	0.1001	2.9398	4.967	0.0	0.0	3.0	0.0	0.0	0.0	grp-13	T2	16
64.6328	0.1252	3.0135	4.644	2.0	0.0	1.0	0.0	0.0	0.0	grp-13	T2	17
61.504	0.1503	3.0372	6.589	1.0	0.0	2.0	0.0	0.0	0.0	grp-13	T2	18
59.5937	0.075	3.0238	14.775	1.0	0.0	4.0	0.0	0.0	0.0	grp-13	T2	19
65.3631	0.0334	3.0206	11.925	1.0	2.0	4.0	0.0	0.0	0.0	grp-13	T2	20
67.2062	0.1085	2.9835	12.061	3.0	1.0	3.0	0.0	0.0	0.0	grp-13	T2	21
63.5233	0.1836	2.9496	6.185	1.0	0.0	4.0	0.0	0.0	0.0	grp-13	T2	22
60.9456	0.1585	3.0394	2.223	0.0	0.0	1.0	0.0	0.0	0.0	grp-13	T2	23
57.4912	0.2419	3.3651	7.315	1.0	0.0	3.0	0.077	0.0	0.0	grp-14	T1	0
58.6344	0.1667	3.3484	6.044	0.0	0.0	1.0	1.013	1.0	0.5	grp-14	T1	1
71.9005	0.1753	3.3187	1.625	3.0	0.0	1.0	0.0	0.0	0.0	grp-14	T1	2
59.7396	0.142	3.3341	4.303	1.0	0.0	1.0	0.856	0.0	0.0	grp-14	T1	3
63.0612	0.1584	3.3782	3.772	0.0	0.0	1.0	0.0	0.0	0.0	grp-14	T1	4
67.3015	0.1836	3.367	1.224	0.0	0.0	2.0	14.151	1.0	0.5	grp-14	T1	5
62.8962	0.1671	3.1666	1.878	3.0	0.0	1.0	2.22	0.0	0.0	grp-14	T1	6
55.173	0.1752	2.978	5.261	2.0	1.0	3.0	10.65	0.0	0.0	grp-14	T1	7
64.3696	0.0917	2.9633	1.655	3.0	0.0	3.0	0.0	0.0	0.0	grp-14	T1	8
68.8324	0.1167	2.9618	1.46	0.0	0.0	1.0	0.0	0.0	0.0	grp-14	T1	9
70.0773	0.1838	3.0185	0.844	0.0	1.0	2.0	0.0	0.0	0.0	grp-14	T1	10
69.9104	0.1836	3.0911	6.752	1.0	0.0	2.0	0.0	0.0	0.0	grp-14	T1	11
72.8678	0.1668	3.1256	5.939	3.0	0.0	1.0	0.0	0.0	0.0	grp-14	T1	12
82.5245	0.1503	3.1635	4.402	4.0	1.0	3.0	0.0	0.0	0.0	grp-14	T1	13
73.8119	0.1668	3.2501	13.305	1.0	1.0	4.0	0.0	0.0	0.0	grp-14	T1	14
66.8404	0.2251	3.3303	85.414	0.0	0.0	0.0	0.0	0.0	0.0	grp-14	T2	0
70.4633	0.2254	3.3979	15.704	7.0	0.0	3.0	0.642	0.0	0.5	grp-14	T2	3
71.7118	0.2172	3.3	11.403	1.0	1.0	2.0	0.0	0.0	0.0	grp-14	T2	4
75.8497	0.1502	3.0804	5.216	4.0	0.0	2.0	5.727	0.0	0.0	grp-14	T2	5
68.4554	0.2169	3.0417	2.892	1.0	2.0	3.0	4.045	1.0	0.7142857142857143	grp-14	T2	6
60.5366	0.2587	3.1585	1.59	2.0	0.0	2.0	1.419	0.0	0.0	grp-14	T2	7
67.5756	0.2252	3.1682	3.866	6.0	0.0	2.0	2.651	1.0	0.0	grp-14	T2	8
68.1021	0.2919	3.1106	3.615	4.0	0.0	1.0	0.688	1.0	0.5	grp-14	T2	9
65.1066	0.1669	3.0732	3.365	2.0	0.0	2.0	1.351	2.0	0.5	grp-14	T2	10
67.1132	0.1502	3.1803	1.337	4.0	0.0	2.0	0.559	0.0	0.6666666666666666	grp-14	T2	11
69.0706	0.2169	3.2555	5.26	4.0	0.0	3.0	0.0	0.0	0.0	grp-14	T2	12
71.376	0.2169	3.2985	2.984	2.0	0.0	3.0	0.0	0.0	0.0	grp-14	T2	13
73.6771	0.3007	3.3835	10.931	1.0	0.0	3.0	0.0	0.0	0.0	grp-14	T2	14
73.6489	0.3674	3.435	4.21	4.0	0.0	1.0	0.0	0.0	0.0	grp-14	T2	15
71.8819	0.434	3.3926	7.581	5.0	0.0	3.0	0.0	0.0	0.0	grp-14	T2	16
75.085	0.3086	3.3962	9.619	3.0	1.0	2.0	0.0	0.0	0.0	grp-14	T2	17
76.493	0.2	3.4342	3.552	6.0	0.0	1.0	0.0	0.0	0.0	grp-14	T2	18
72.1852	0.1754	3.4226	6.168	4.0	1.0	3.0	0.0	0.0	0.0	grp-14	T2	19
71.4294	0.2922	3.4117	7.87	1.0	0.0	2.0	0.0	0.0	0.0	grp-14	T2	20
75.7438	0.2253	3.3576	16.017	2.0	3.0	3.0	0.0	0.0	0.0	grp-14	T2	21
75.5953	0.1669	3.3375	10.751	0.0	0.0	4.0	0.0	0.0	0.0	grp-14	T2	22
71.542	0.2003	3.3757	17.163	1.0	2.0	3.0	0.0	0.0	0.0	grp-14	T2	23
67.4695	0.1335	3.4124	1.617	0.0	0.0	1.0	0.0	0.0	0.0	grp-14	T2	24
74.7246	0.1334	3.3351	27.128	0.0	1.0	1.0	0.0	0.0	0.0	grp-14	T3	0
66.9632	0.1001	3.3631	8.06	2.0	1.0	3.0	1.986	0.0	0.5	grp-14	T3	1
59.7442	0.192	3.3971	5.547	2.0	1.0	2.0	0.0	0.0	0.0	grp-14	T3	2
60.571	0.1502	3.192	11.693	5.0	2.0	3.0	0.14	0.0	0.0	grp-14	T3	3
63.806	0.1502	2.9947	10.52	0.0	6.0	2.0	4.027	3.0	0.2	grp-14	T3	4
80.2966	0.2755	2.9608	4.367	2.0	2.0	1.0	1.123	2.0	0.0	grp-14	T3	5
82.1861	0.359	2.9536	1.7	1.0	0.0	1.0	3.813	3.0	0.3333333333333333	grp-14	T3	6
75.9926	0.3089	2.9991	4.329	6.0	1.0	2.0	0.0	0.0	0.0	grp-14	T3	7
70.1443	0.2335	3.0453	3.168	11.0	0.0	2.0	0.0	0.0	0.0	grp-14	T3	8
67.4484	0.2169	3.0586	9.318	1.0	1.0	3.0	0.0	0.0	0.0	grp-14	T3	9
59.2579	0.2253	3.0092	3.804	2.0	0.0	4.0	0.0	0.0	0.0	grp-14	T3	10
58.1507	0.2338	2.9491	4.58	4.0	0.0	1.0	0.0	0.0	0.0	grp-14	T3	11
70.1195	0.2753	2.9466	7.435	1.0	0.0	4.0	0.0	0.0	0.0	grp-14	T3	12
76.5069	0.1668	2.9683	18.622	3.0	3.0	1.0	4.84	3.0	0.3333333333333333	grp-15	T1	0
80.9522	0.2002	2.9675	6.702	6.0	1.0	3.0	2.987	0.0	0.4	grp-15	T1	1
77.8974	0.1669	2.9761	1.278	1.0	0.0	4.0	3.965	2.0	0.6666666666666666	grp-15	T1	2
71.3506	0.2254	2.9631	2.885	11.0	0.0	4.0	1.82	0.0	0.5	grp-15	T1	3
71.1887	0.2418	2.9589	5.459	4.0	0.0	3.0	0.1	0.0	1.0	grp-15	T1	4
75.3087	0.2923	2.823	3.699	6.0	2.0	3.0	7.414	0.0	0.5	grp-15	T1	5
76.9198	0.3339	2.6803	8.414	6.0	1.0	2.0	9.54	0.0	1.0	grp-15	T1	6
70.4128	0.317	2.699	9.539	5.0	1.0	3.0	0.1	0.0	1.0	grp-15	T1	7
63.1984	0.3255	2.6992	4.43	10.0	0.0	3.0	0.0	0.0	0.0	grp-15	T1	8
64.0073	0.3085	2.7314	3.871	7.0	1.0	2.0	0.0	0.0	0.0	grp-15	T1	9
65.9373	0.1918	2.8755	3.9	6.0	0.0	4.0	0.0	0.0	0.0	grp-15	T1	10
65.1643	0.2003	2.9967	0.0	5.0	3.0	3.0	0.0	0.0	0.0	grp-15	T1	11
71.5721	0.1669	3.0304	0.066	1.0	1.0	2.0	0.0	0.0	0.0	grp-15	T1	12
77.7066	0.0834	2.9827	1.0	2.0	3.0	2.0	0.0	0.0	0.0	grp-15	T1	13
73.5259	0.1669	3.0202	6.0	1.0	0.0	2.0	0.0	0.0	0.0	grp-15	T1	14
68.4389	0.2334	2.9899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	grp-15	T2	0
72.8795	0.2922	2.9963	0.0	0.0	1.0	2.0	4.091	2.0	0.5	grp-15	T2	2
70.4839	0.2252	2.9983	0.0	2.0	1.0	3.0	0.0	0.0	0.0	grp-15	T2	3
67.1747	0.1418	2.8174	0.0	1.0	1.0	3.0	0.0	0.0	0.0	grp-15	T2	4
65.1656	0.2839	2.6973	1.389	3.0	0.0	2.0	2.0	0.0	0.0	grp-15	T2	5
74.744	0.2668	2.8208	0.0	3.0	0.0	2.0	3.248	0.0	0.0	grp-15	T2	6
82.7143	0.2754	2.9096	1.0	1.0	0.0	2.0	11.648	1.0	0.5	grp-15	T2	7
77.5035	0.3088	2.9153	0.0	1.0	0.0	3.0	0.429	0.0	0.0	grp-15	T2	8
76.5047	0.2837	2.9464	0.0	0.0	0.0	1.0	4.228	0.0	0.3333333333333333	grp-15	T2	9
78.842	0.309	3.0094	4.36	0.0	0.0	3.0	2.1	0.0	0.5	grp-15	T2	10
80.8075	0.292	3.0927	0.0	5.0	0.0	1.0	0.0	0.0	0.0	grp-15	T2	11
82.8204	0.267	3.09	0.0	3.0	0.0	2.0	0.0	0.0	0.0	grp-15	T2	12
77.8443	0.2501	3.1285	4.948	4.0	1.0	3.0	0.0	0.0	0.0	grp-15	T2	13
70.5843	0.292	3.1711	6.775	2.0	1.0	4.0	0.0	0.0	0.0	grp-15	T2	14
69.5274	0.2921	3.1296	0.0	1.0	0.0	3.0	0.0	0.0	0.0	grp-15	T2	15
64.8071	0.2586	3.1073	0.0	1.0	0.0	3.0	0.0	0.0	0.0	grp-15	T2	16
66.5401	0.2337	3.1124	3.589	3.0	0.0	3.0	0.0	0.0	0.0	grp-15	T2	17
69.6691	0.2422	3.1528	1.389	0.0	1.0	2.0	0.0	0.0	0.0	grp-15	T2	18
71.6207	0.3006	3.1687	1.769	2.0	2.0	4.0	0.0	0.0	0.0	grp-15	T2	19
72.839	0.2837	3.1446	8.502	2.0	2.0	4.0	0.0	0.0	0.0	grp-15	T2	20
65.0849	0.2168	3.143	1.0	2.0	0.0	4.0	0.0	0.0	0.0	grp-15	T2	21
60.5516	0.1667	3.1497	0.0	0.0	3.0	4.0	0.0	0.0	0.0	grp-15	T2	22
92.5548	0.1919	2.9883	8.654	0.0	1.0	4.0	0.57	0.0	0.6666666666666666	grp-15	T3	0
86.4954	0.2922	3.0077	6.466	2.0	0.0	1.0	0.521	1.0	0.0	grp-15	T3	1
88.5931	0.217	3.0231	2.961	0.0	0.0	1.0	0.215	0.0	1.0	grp-15	T3	2
90.2654	0.2168	2.9425	6.888	1.0	2.0	2.0	5.299	0.0	0.5	grp-15	T3	3
77.931	0.1753	2.8175	2.322	2.0	0.0	1.0	0.64	0.0	0.3333333333333333	grp-15	T3	4
67.526	0.2087	2.7523	6.73	1.0	2.0	4.0	6.418	1.0	0.2	grp-15	T3	5
65.2846	0.1418	2.7449	11.164	3.0	3.0	2.0	1.282	0.0	0.0	grp-15	T3	6
71.1168	0.1169	2.7687	12.768	2.0	0.0	4.0	0.0	0.0	0.0	grp-15	T3	7
78.2076	0.1251	2.8071	12.104	3.0	0.0	2.0	0.0	0.0	0.0	grp-15	T3	8
77.878	0.1251	2.8157	17.085	2.0	1.0	3.0	0.0	0.0	0.0	grp-15	T3	9
70.6789	0.1504	2.7959	6.11	1.0	0.0	4.0	0.0	0.0	0.0	grp-15	T3	10
66.9983	0.1585	2.7997	5.889	3.0	0.0	3.0	0.0	0.0	0.0	grp-15	T3	11
67.316	0.1418	2.8202	5.01	1.0	0.0	2.0	0.0	0.0	0.0	grp-15	T3	12
50.9826	0.0834	2.7957	0.971	2.0	0.0	1.0	0.0	0.0	0.0	grp-16	T1	0
54.1778	0.0501	2.8421	0.461	1.0	0.0	3.0	0.0	0.0	0.0	grp-16	T1	1
50.4001	0.0835	2.9595	7.144	1.0	0.0	2.0	0.0	0.0	0.0	grp-16	T1	2
56.2795	0.1003	2.9069	1.614	1.0	0.0	1.0	0.0	0.0	0.0	grp-16	T1	3
69.9401	0.0751	2.8613	0.851	1.0	0.0	2.0	0.0	0.0	0.0	grp-16	T1	4
64.6736	0.0667	2.9386	1.269	2.0	0.0	2.0	5.597	3.0	0.0	grp-16	T1	5
54.7259	0.025	2.957	3.338	4.0	0.0	2.0	2.269	0.0	0.5	grp-16	T1	6
51.2778	0.0	2.9808	0.0	1.0	0.0	1.0	0.1	0.0	0.0	grp-16	T1	7
49.3438	0.0083	3.006	0.0	2.0	0.0	2.0	0.0	0.0	0.0	grp-16	T1	8
48.4637	0.025	3.0137	0.0	1.0	0.0	2.0	0.0	0.0	0.0	grp-16	T1	9
51.1234	0.0584	3.0267	0.88	2.0	0.0	3.0	0.0	0.0	0.0	grp-16	T1	10
56.0248	0.0501	2.9898	1.421	8.0	1.0	4.0	0.0	0.0	0.0	grp-16	T1	11
63.7191	0.0334	2.94	0.621	2.0	0.0	2.0	0.0	0.0	0.0	grp-16	T1	12
65.3504	0.025	2.9468	6.64	2.0	1.0	3.0	0.0	0.0	0.0	grp-16	T1	13
56.3002	0.0501	2.9737	0.0	1.0	0.0	3.0	0.0	0.0	0.0	grp-16	T1	14
50.1483	0.0167	2.9283	20.479	0.0	0.0	1.0	0.0	0.0	0.0	grp-16	T2	0
58.8254	0.0083	2.9663	0.0	0.0	0.0	1.0	1.31	2.0	0.3333333333333333	grp-16	T2	1
65.7397	0.0334	2.9889	2.013	2.0	0.0	3.0	3.86	0.0	0.0	grp-16	T2	2
63.3735	0.0751	2.9621	3.682	3.0	0.0	2.0	1.492	1.0	0.0	grp-16	T2	3
60.241	0.0834	2.9903	0.251	0.0	0.0	1.0	1.266	2.0	0.6666666666666666	grp-16	T2	4
52.4986	0.0668	3.0006	4.821	4.0	0.0	2.0	6.633	1.0	0.75	grp-16	T2	5
61.6287	0.0668	2.9727	1.399	3.0	0.0	1.0	10.858	2.0	0.5	grp-16	T2	6
50.5836	0.0751	2.8435	1.586	4.0	0.0	2.0	6.703	3.0	0.4	grp-16	T2	7
57.2486	0.0584	2.6741	5.22	4.0	0.0	1.0	1.181	1.0	0.0	grp-16	T2	8
63.205	0.0417	2.6949	1.644	3.0	0.0	3.0	0.0	0.0	0.0	grp-16	T2	9
57.4413	0.1086	2.7904	10.459	0.0	0.0	3.0	0.0	0.0	0.0	grp-16	T2	10
64.8379	0.0835	2.8317	2.724	2.0	0.0	2.0	0.0	0.0	0.0	grp-16	T2	11
67.0486	0.0417	2.8099	0.586	3.0	0.0	2.0	0.0	0.0	0.0	grp-16	T2	12
57.4975	0.0835	2.7694	12.25	5.0	3.0	4.0	0.0	0.0	0.0	grp-16	T2	13
54.0684	0.0835	2.7744	3.276	2.0	1.0	4.0	0.0	0.0	0.0	grp-16	T2	14
62.2112	0.0417	2.7601	8.32	5.0	0.0	4.0	0.0	0.0	0.0	grp-16	T2	15
65.0952	0.0167	2.7485	3.01	0.0	1.0	3.0	0.0	0.0	0.0	grp-16	T2	16
55.5598	0.125	2.7915	23.093	0.0	0.0	0.0	2.359	1.0	0.5	grp-16	T3	0
55.0721	0.0752	2.7893	5.007	1.0	3.0	4.0	6.438	0.0	0.16666666666666666	grp-16	T3	1
58.6667	0.0668	2.8508	11.912	8.0	2.0	3.0	6.781	0.0	0.6666666666666666	grp-16	T3	2
62.0099	0.1252	2.9368	6.769	2.0	1.0	3.0	8.503	1.0	0.5	grp-16	T3	3
55.1557	0.1669	2.9461	6.768	2.0	1.0	3.0	7.946	0.0	0.2	grp-16	T3	4
55.377	0.1252	2.9448	1.915	1.0	1.0	2.0	0.978	0.0	0.6666666666666666	grp-16	T3	5
66.4191	0.1419	2.9487	4.162	2.0	0.0	4.0	3.799	0.0	0.3333333333333333	grp-16	T3	6
